path,month_end_date,fiscal_year,fiscal_quarter,beginning_commission_asset,capitalised_commission,commission_amortisation,commission_impairment,ending_commission_asset,commission_earned,immediate_expense,earned_recomposed,gaap_commission_expense,commission_paid_cash,gaap_less_cash_commission,beginning_accrued_commission_liability,ending_accrued_commission_liability,is_actual,period_label
Base_Targeted,2025-01-31,2025,2025Q1,324702.5584263333,50350.416509999995,12185.348066833336,0.0,362867.6268695,85339.689,34989.272489999996,85339.68899999998,47174.62055683333,89269.957953,-42095.33739616667,63544.77801299999,59614.50905999998,true,Actual
Base_Targeted,2025-02-28,2025,2025Q1,362867.6268695,33630.907125,13119.53993141667,0.0,383378.9940630833,57001.5375,23370.630374999997,57001.53749999999,36490.170306416665,73004.474793,-36514.304486583336,59614.50905999998,43611.57176699998,true,Actual
Base_Targeted,2025-03-31,2025,2025Q1,383378.9940630833,33716.419541999996,14056.107140916669,0.0,403039.3064641666,57146.47379999999,23430.054257999996,57146.47379999999,37486.161398916665,63654.12699899999,-26167.965600083327,43611.57176699998,37103.91856799998,true,Actual
Base_Targeted,2025-04-30,2025,2025Q2,403039.3064641666,34553.410239,15015.924092000003,0.0,422576.7926111666,58565.10209999999,24011.691860999996,58565.10209999999,39027.615953,59090.90202299999,-20063.286069999987,37103.91856799998,36578.11864499998,true,Actual
Base_Targeted,2025-05-31,2025,2025Q2,422576.7926111666,21130.052733,15602.870001250003,0.0,428103.9753429166,35813.6487,14683.595967,35813.6487,30286.465968250002,44880.594048,-14594.128079749997,36578.11864499998,27511.17329699998,true,Actual
Base_Targeted,2025-06-30,2025,2025Q2,428103.9753429166,35119.680321,16578.416676833338,0.0,446645.23898708326,59524.8819,24405.201579,59524.8819,40983.61825583334,53841.792768,-12858.17451216666,27511.17329699998,33194.26242899998,true,Actual
Base_Targeted,2025-07-31,2025,2025Q3,446645.23898708326,17644.628736000002,17068.545252833337,0.0,447221.3224702499,29906.150400000002,12261.521664,29906.150400000002,29330.066916833337,38691.866474999995,-9361.799558166658,33194.26242899998,24408.546353999987,true,Actual
Base_Targeted,2025-08-31,2025,2025Q3,447221.3224702499,22877.402396999998,17704.028652750003,0.0,452394.6962144999,38775.2583,15897.855903,38775.2583,33601.88455575,39521.846403,-5919.961847250001,24408.546353999987,23661.958250999985,true,Actual
Base_Targeted,2025-09-30,2025,2025Q3,452394.6962144999,39626.64672,18804.76883941667,0.0,473216.5740950832,67163.808,27537.161279999997,67163.80799999999,46341.93011941666,55112.812461,-8770.88234158334,23661.958250999982,35712.953789999985,true,Actual
Base_Targeted,2025-10-31,2025,2025Q4,473216.5740950832,25615.828868999997,19516.319641333335,0.0,479316.0833227499,43416.6591,17800.830230999996,43416.65909999999,37317.149872333335,47688.286887,-10371.137014666667,35712.953789999985,31441.32600299998,true,Actual
Base_Targeted,2025-11-30,2025,2025Q4,479316.0833227499,61260.70182,21218.005803000004,0.0,519358.7793397499,103831.698,42570.996179999995,103831.698,63789.001982999995,82200.476865,-18411.47488200001,31441.32600299998,53072.54713799998,true,Actual
Base_Targeted,2025-12-31,2025,2025Q4,519358.77933974995,43277.226939,22420.150995750002,0.0,540215.8552829999,73351.2321,30074.005160999997,73351.2321,52494.15615675,75923.402073,-23429.24591625,53072.54713799998,50500.37716499997,true,Actual
Base_Targeted,2026-01-31,2026,2026Q1,540215.8552829999,26086.602318,23144.77883791667,0.0,543157.6787630833,44214.5802,18127.977882,44214.5802,41272.756719916666,59230.48978499999,-17957.733065083325,50500.37716499997,35484.467579999975,true,Actual
Base_Targeted,2026-02-28,2026,2026Q1,543157.6787630833,22419.970499999992,23767.555796250002,0.0,541810.0934668332,37999.94999999999,15579.979499999998,37999.94999999999,39347.535296250004,47011.76435999999,-7664.229063749983,35484.467579999975,26472.65321999998,true,Actual
Base_Targeted,2026-03-31,2026,2026Q1,541810.0934668332,28985.554868999996,24572.71009816667,0.0,546222.9382376666,49128.0591,20142.504231,49128.0591,44715.21432916667,46849.633880999994,-2134.4195518333217,26472.65321999998,28751.078438999983,true,Actual
Base_Targeted,2026-04-30,2026,2026Q2,546222.9382376666,50107.773758999996,25964.592702583337,0.0,570366.1192940833,84928.4301,34820.656341,84928.4301,60785.24904358334,68495.80355999999,-7710.554516416647,28751.078438999983,45183.704978999995,true,Actual
Base_Targeted,2026-05-31,2026,2026Q2,570366.1192940833,35637.161061,26954.51384316667,0.0,579048.7665119166,60401.9679,24764.806838999997,60401.967899999996,51719.32068216667,63568.626258,-11849.305575833328,45183.704978999995,42017.046621,true,Actual
Base_Targeted,2026-06-30,2026,2026Q2,579048.7665119166,41578.335804,28109.467615500005,0.0,592517.6347004166,70471.7556,28893.419796000002,70471.7556,57002.88741150001,69325.890999,-12323.003587499988,42017.046621,43162.91122200001,true,Actual
Base_Targeted,2026-07-31,2026,2026Q3,592517.6347004166,38362.87510651628,29175.103035125456,0.0,601705.4067718075,65021.82221443437,26658.947107918088,65021.82221443437,55834.05014304354,66424.79160451627,-10590.741461472731,43162.91122200001,41759.941831918106,false,FY2026 Reforecast
Base_Targeted,2026-08-31,2026,2026Q3,601705.4067718073,22390.55806841793,29797.062981470397,0.0,594298.9018587549,37950.09842104734,15559.540352629407,37950.09842104734,45356.603334099804,49627.70167773783,-4271.098343638027,41759.94183191811,30082.33857522762,false,FY2026 Reforecast
Base_Targeted,2026-09-30,2026,2026Q3,594298.9018587549,18752.627900761363,30317.969312047102,0.0,582733.5604474692,31784.11508603621,13031.487185274846,31784.11508603621,43349.456497321946,39403.07587162306,3946.380625698883,30082.33857522762,22463.377789640766,false,FY2026 Reforecast
Base_Targeted,2026-10-31,2026,2026Q4,582733.5604474694,18799.8805492831,30840.188216193856,0.0,570693.2527805585,31864.20432081882,13064.323771535715,31864.20432081882,43904.51198772957,34024.11368659543,9880.39830113414,22463.377789640766,20303.468423864153,false,FY2026 Reforecast
Base_Targeted,2026-11-30,2026,2026Q4,570693.2527805585,36835.74205825984,31863.40327336774,0.0,575665.5915654507,62433.46111569464,25597.719057434802,62433.46111569465,57461.122330802544,50132.28910093512,7328.833229867421,20303.468423864153,32604.64043862367,false,FY2026 Reforecast
Base_Targeted,2026-12-31,2026,2026Q4,575665.5915654507,36860.53310551487,32887.30697074316,0.0,579638.8177002224,62475.4798398557,25614.94673434084,62475.47983985571,58502.253705084,56952.58237048072,1549.6713346032775,32604.640438623675,38127.53790799866,false,FY2026 Reforecast
Base_Targeted,2027-01-31,2027,2027Q1,579638.8177002224,36860.53310551487,33431.59300111856,0.0,583067.7578046187,62475.4798398557,25614.94673434084,62475.47983985571,59046.5397354594,61245.146197711685,-2198.6064622522827,38127.53790799866,39357.87155014268,false,Forward Runway Projection
Base_Targeted,2027-02-28,2027,2027Q1,583067.7578046187,36747.42106871231,33746.12551363835,0.0,586069.0533596927,62283.76452324122,25536.3434545289,62283.76452324121,59282.468968167246,62360.68705408672,-3078.2180859194705,39357.87155014268,39280.94901929718,false,Forward Runway Projection
Base_Targeted,2027-03-31,2027,2027Q1,586069.0533596927,36619.18491519551,33442.11081203267,0.0,589246.1274628555,62066.415110500864,25447.230195305354,62066.415110500864,58889.34100733802,62190.03712671502,-3300.6961193769966,39280.94901929718,39157.327003083024,false,Forward Runway Projection
Base_Targeted,2027-04-30,2027,2027Q2,589246.1274628555,36494.12644088862,33658.09126791846,0.0,592082.1626358257,61854.45159472648,25360.325153837854,61854.45159472647,59018.416421756316,61988.14814315182,-2969.731721395503,39157.327003083024,39023.63045465769,false,Forward Runway Projection
Base_Targeted,2027-05-31,2027,2027Q2,592082.1626358257,36372.16690321489,33416.630033118876,0.0,595037.6995059217,61647.740513923556,25275.573610708656,61647.74051392355,58692.20364382753,61779.33946640175,-3087.135822574215,39023.63045465769,38892.031502179496,false,Forward Runway Projection
Base_Targeted,2027-06-30,2027,2027Q2,595037.6995059217,36253.229510830846,33752.688205447506,0.0,597538.240811305,61446.15171327263,25192.922202441776,61446.15171327262,58945.61040788928,61574.489656715006,-2628.879248825724,38892.031502179496,38763.69355873712,false,Forward Runway Projection
Base_Targeted,2027-07-31,2027,2027Q3,597538.240811305,36137.23937527489,34377.168735732914,0.0,599298.311450847,61249.55826317778,25112.31888790289,61249.55826317778,59489.4876236358,61374.71600506596,-1885.2283814301554,38763.69355873712,38638.53581684894,false,Forward Runway Projection
Base_Targeted,2027-08-31,2027,2027Q3,599298.311450847,36024.12346381411,34571.14400069998,0.0,600751.2909139611,61057.83637934596,25033.71291553184,61057.83637934595,59604.856916231816,61179.89272476011,-1575.0358085282933,38638.53581684894,38516.47947143479,false,Forward Runway Projection
Base_Targeted,2027-09-30,2027,2027Q3,600751.2909139611,35913.810553459516,34913.91619982385,0.0,601751.1852675967,60870.865344846636,24957.05479138712,60870.865344846636,59870.97099121097,60989.89714608488,-1118.9261548739087,38516.47947143479,38397.44767019655,false,Forward Runway Projection
Base_Targeted,2027-10-31,2027,2027Q4,601751.1852675967,35806.23118612072,35281.991768104985,0.0,602275.4246856124,60688.527434102914,24882.296247982194,60688.527434102914,60164.28801608718,60804.60963907099,-640.3216229838144,38397.44767019655,38281.36546522847,false,Forward Runway Projection
Base_Targeted,2027-11-30,2027,2027Q4,602275.4246856124,35701.31762487197,35181.31478987921,0.0,602795.4275206052,60510.70783876605,24809.39021389408,60510.707838766044,59990.705003773284,60623.91353816801,-633.2085343947256,38281.36546522847,38168.15976582651,false,Forward Runway Projection
Base_Targeted,2027-12-31,2027,2027Q4,602795.4275206052,35599.00381130182,34170.81458360982,0.0,604223.6167482971,60337.294595426814,24738.29078412499,60337.294595426814,58909.10536773481,60447.69506878628,-1538.5897010514673,38168.15976582651,38057.759292467046,false,Forward Runway Projection
Bear,2024-01-31,2024,2024Q1,0.0,17266.236011999998,479.6176669999999,0.0,16786.618345,29264.806800000002,11998.570788,29264.8068,12478.188455000001,17266.236012,-4788.047557,0.0,11998.570788,true,Actual
Bear,2024-02-29,2024,2024Q1,16786.618345000003,25424.250618,1185.8468508333333,0.0,41025.02211216667,43091.9502,17667.699581999997,43091.95019999999,18853.54643283333,32155.156182,-13301.60974916667,11998.570788,22935.364806,true,Actual
Bear,2024-03-31,2024,2024Q1,41025.02211216668,47563.714173,2507.061133416667,0.0,86081.67515175001,80616.4647,33052.750527,80616.4647,35559.811660416664,61571.935671,-26012.124010583335,22935.364805999998,41979.893834999995,true,Actual
Bear,2024-04-30,2024,2024Q2,86081.67515175001,28718.830028999993,3304.806412,0.0,111495.69876875001,48675.9831,19957.153070999997,48675.98309999999,23261.959483,54464.08221,-31202.122727,41979.893834999995,36191.79472499999,true,Actual
Bear,2024-05-31,2024,2024Q2,111495.69876875002,45064.77135599999,4556.605616333333,0.0,152003.86450841668,76380.9684,31316.197043999997,76380.96839999998,35872.80266033333,69270.230535,-33397.42787466667,36191.79472499999,43302.532589999995,true,Actual
Bear,2024-06-30,2024,2024Q2,152003.86450841668,24155.135307,5227.581597083334,0.0,170931.41821833333,40940.9073,16785.771993000002,40940.907300000006,22013.353590083338,51762.05426099999,-29748.700670916653,43302.532589999995,32481.385629000004,true,Actual
Bear,2024-07-31,2024,2024Q3,170931.41821833333,13655.940284999999,5606.913271666667,0.0,178980.44523166667,23145.6615,9489.721214999998,23145.661499999995,15096.634486666666,35712.723864,-20616.089377333334,32481.385629000004,19914.323265000003,true,Actual
Bear,2024-08-31,2024,2024Q3,178980.44523166667,29041.013924999996,6413.608102916667,0.0,201607.85105375,49222.0575,20181.043575,49222.057499999995,26594.651677916667,43151.481827999996,-16556.83015008333,19914.323265000003,25984.89893700001,true,Actual
Bear,2024-09-30,2024,2024Q3,201607.85105375,23574.011384999994,7068.441752500001,0.0,218113.42068625,39955.9515,16381.940115,39955.951499999996,23450.3818675,39773.11351200001,-16322.73164450001,25984.89893700001,26167.736925,true,Actual
Bear,2024-10-31,2024,2024Q4,218113.42068625,22555.510727999997,7694.983717166668,0.0,232973.94769708332,38229.6792,15674.168471999998,38229.6792,23369.152189166663,39562.29408299999,-16193.14189383333,26167.736925,24835.122042000006,true,Actual
Bear,2024-11-30,2024,2024Q4,232973.94769708332,39325.688840999996,8787.363962750002,0.0,263512.2725753333,66653.70989999999,27328.021058999995,66653.70989999999,36115.38502175,55681.23056699999,-19565.84554524999,24835.122042000003,35807.601375,true,Actual
Bear,2024-12-31,2024,2024Q4,263512.2725753333,71977.01123699998,10786.725386000002,0.0,324702.5584263333,121994.9343,50017.923063,121994.9343,60804.648449,94257.757662,-33453.109213,35807.601375,63544.77801299999,true,Actual
Bear,2025-01-31,2025,2025Q1,324702.5584263333,50350.416509999995,12185.348066833336,0.0,362867.6268695,85339.689,34989.272489999996,85339.68899999998,47174.62055683333,89269.957953,-42095.33739616667,63544.77801299999,59614.50905999998,true,Actual
Bear,2025-02-28,2025,2025Q1,362867.6268695,33630.907125,13119.53993141667,0.0,383378.9940630833,57001.5375,23370.630374999997,57001.53749999999,36490.170306416665,73004.474793,-36514.304486583336,59614.50905999998,43611.57176699998,true,Actual
Bear,2025-03-31,2025,2025Q1,383378.9940630833,33716.419541999996,14056.107140916669,0.0,403039.3064641666,57146.47379999999,23430.054257999996,57146.47379999999,37486.161398916665,63654.12699899999,-26167.965600083327,43611.57176699998,37103.91856799998,true,Actual
Bear,2025-04-30,2025,2025Q2,403039.3064641666,34553.410239,15015.924092000003,0.0,422576.7926111666,58565.10209999999,24011.691860999996,58565.10209999999,39027.615953,59090.90202299999,-20063.286069999987,37103.91856799998,36578.11864499998,true,Actual
Bear,2025-05-31,2025,2025Q2,422576.7926111666,21130.052733,15602.870001250003,0.0,428103.9753429166,35813.6487,14683.595967,35813.6487,30286.465968250002,44880.594048,-14594.128079749997,36578.11864499998,27511.17329699998,true,Actual
Bear,2025-06-30,2025,2025Q2,428103.9753429166,35119.680321,16578.416676833338,0.0,446645.23898708326,59524.8819,24405.201579,59524.8819,40983.61825583334,53841.792768,-12858.17451216666,27511.17329699998,33194.26242899998,true,Actual
Bear,2025-07-31,2025,2025Q3,446645.23898708326,17644.628736000002,17068.545252833337,0.0,447221.3224702499,29906.150400000002,12261.521664,29906.150400000002,29330.066916833337,38691.866474999995,-9361.799558166658,33194.26242899998,24408.546353999987,true,Actual
Bear,2025-08-31,2025,2025Q3,447221.3224702499,22877.402396999998,17704.028652750003,0.0,452394.6962144999,38775.2583,15897.855903,38775.2583,33601.88455575,39521.846403,-5919.961847250001,24408.546353999987,23661.958250999985,true,Actual
Bear,2025-09-30,2025,2025Q3,452394.6962144999,39626.64672,18804.76883941667,0.0,473216.5740950832,67163.808,27537.161279999997,67163.80799999999,46341.93011941666,55112.812461,-8770.88234158334,23661.958250999982,35712.953789999985,true,Actual
Bear,2025-10-31,2025,2025Q4,473216.5740950832,25615.828868999997,19516.319641333335,0.0,479316.0833227499,43416.6591,17800.830230999996,43416.65909999999,37317.149872333335,47688.286887,-10371.137014666667,35712.953789999985,31441.32600299998,true,Actual
Bear,2025-11-30,2025,2025Q4,479316.0833227499,61260.70182,21218.005803000004,0.0,519358.7793397499,103831.698,42570.996179999995,103831.698,63789.001982999995,82200.476865,-18411.47488200001,31441.32600299998,53072.54713799998,true,Actual
Bear,2025-12-31,2025,2025Q4,519358.77933974995,43277.226939,22420.150995750002,0.0,540215.8552829999,73351.2321,30074.005160999997,73351.2321,52494.15615675,75923.402073,-23429.24591625,53072.54713799998,50500.37716499997,true,Actual
Bear,2026-01-31,2026,2026Q1,540215.8552829999,26086.602318,23144.77883791667,0.0,543157.6787630833,44214.5802,18127.977882,44214.5802,41272.756719916666,59230.48978499999,-17957.733065083325,50500.37716499997,35484.467579999975,true,Actual
Bear,2026-02-28,2026,2026Q1,543157.6787630833,22419.970499999992,23767.555796250002,0.0,541810.0934668332,37999.94999999999,15579.979499999998,37999.94999999999,39347.535296250004,47011.76435999999,-7664.229063749983,35484.467579999975,26472.65321999998,true,Actual
Bear,2026-03-31,2026,2026Q1,541810.0934668332,28985.554868999996,24572.71009816667,0.0,546222.9382376666,49128.0591,20142.504231,49128.0591,44715.21432916667,46849.633880999994,-2134.4195518333217,26472.65321999998,28751.078438999983,true,Actual
Bear,2026-04-30,2026,2026Q2,546222.9382376666,50107.773758999996,25964.592702583337,0.0,570366.1192940833,84928.4301,34820.656341,84928.4301,60785.24904358334,68495.80355999999,-7710.554516416647,28751.078438999983,45183.704978999995,true,Actual
Bear,2026-05-31,2026,2026Q2,570366.1192940833,35637.161061,26954.51384316667,0.0,579048.7665119166,60401.9679,24764.806838999997,60401.967899999996,51719.32068216667,63568.626258,-11849.305575833328,45183.704978999995,42017.046621,true,Actual
Bear,2026-06-30,2026,2026Q2,579048.7665119166,41578.335804,28109.467615500005,0.0,592517.6347004166,70471.7556,28893.419796000002,70471.7556,57002.88741150001,69325.890999,-12323.003587499988,42017.046621,43162.91122200001,true,Actual
Bear,2026-07-31,2026,2026Q3,592517.6347004166,32608.44384053883,29015.25772218164,0.0,596110.8208187738,55268.5488822692,22660.10504173037,55268.5488822692,51675.36276391201,60670.36033853883,-8994.997574626817,43162.91122200001,37761.09976573038,false,FY2026 Reforecast
Bear,2026-08-31,2026,2026Q3,596110.8208187737,19031.974358155236,29543.92367657484,0.0,585598.8715003541,32257.583657890234,13225.609299734995,32257.58365789023,42769.532976309834,44025.86510107716,-1256.332124767323,37761.09976573038,25992.818322543462,false,FY2026 Reforecast
Bear,2026-09-30,2026,2026Q3,585598.8715003541,15939.733715647155,29986.694057565037,0.0,571551.9111584362,27016.497823130772,11076.764107483617,27016.497823130772,41063.45816504865,33915.445024479595,7148.013140569055,25992.818322543462,19093.87112119464,false,FY2026 Reforecast
Bear,2026-10-31,2026,2026Q4,571551.9111584362,15979.898466890634,30430.580126089775,0.0,557101.229499237,27084.57367269599,11104.675205805355,27084.573672695988,41535.25533189513,28920.496633606115,12614.758698289017,19093.87112119464,17257.948160284515,false,FY2026 Reforecast
Bear,2026-11-30,2026,2026Q4,557101.229499237,28159.084147600406,31212.776907967564,0.0,554047.5367388699,47727.261267119335,19568.17711951893,47727.261267119335,50780.95402748649,39461.1491338744,11319.80489361209,17257.948160284515,25524.06029352945,false,FY2026 Reforecast
Bear,2026-12-31,2026,2026Q4,554047.5367388699,28159.084147600406,31994.973689845352,0.0,550211.6471966249,47727.261267119335,19568.17711951893,47727.261267119335,51563.15080936428,44008.854466140525,7554.296343223752,25524.06029352945,29242.467094508258,false,FY2026 Reforecast
Bear,2027-01-31,2027,2027Q1,550211.6471966249,28159.084147600406,32297.55280472314,0.0,546073.1785395022,47727.261267119335,19568.17711951893,47727.261267119335,51865.72992424207,46901.5537633424,4964.176160899668,29242.467094508258,30068.17459828519,false,Forward Runway Projection
Bear,2027-02-28,2027,2027Q1,546073.1785395022,28159.084147600406,32373.52040276759,0.0,541858.742284335,47727.261267119335,19568.17711951893,47727.261267119335,51941.697522286515,47727.261267119335,4214.43625516718,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-03-31,2027,2027Q1,541858.742284335,28159.084147600406,31834.502902062046,0.0,538183.3235298733,47727.261267119335,19568.17711951893,47727.261267119335,51402.68002158098,47727.261267119335,3675.4187544616434,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-04-30,2027,2027Q2,538183.3235298733,28159.084147600406,31818.9544053565,0.0,534523.4532721172,47727.261267119335,19568.17711951893,47727.261267119335,51387.131524875425,47727.261267119335,3659.8702577560907,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-05-31,2027,2027Q2,534523.4532721172,28159.084147600406,31349.351982900957,0.0,531333.1854368167,47727.261267119335,19568.17711951893,47727.261267119335,50917.52910241988,47727.261267119335,3190.2678353005467,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-06-30,2027,2027Q2,531333.1854368167,28159.084147600406,31460.572784028744,0.0,528031.6968003883,47727.261267119335,19568.17711951893,47727.261267119335,51028.74990354767,47727.261267119335,3301.4886364283375,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-07-31,2027,2027Q3,528031.6968003883,28159.084147600406,31863.4378913232,0.0,524327.3430566655,47727.261267119335,19568.17711951893,47727.261267119335,51431.61501084213,47727.261267119335,3704.3537437227933,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-08-31,2027,2027Q3,524327.3430566655,28159.084147600406,31838.93984195099,0.0,520647.48736231495,47727.261267119335,19568.17711951893,47727.261267119335,51407.11696146992,47727.261267119335,3679.855694350583,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-09-30,2027,2027Q3,520647.48736231495,28159.084147600406,31966.302974245442,0.0,516840.2685356699,47727.261267119335,19568.17711951893,47727.261267119335,51534.480093764374,47727.261267119335,3807.2188266450394,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-10-31,2027,2027Q4,516840.2685356699,28159.084147600406,32121.957791456563,0.0,512877.39489181375,47727.261267119335,19568.17711951893,47727.261267119335,51690.134910975496,47727.261267119335,3962.873643856161,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-11-30,2027,2027Q4,512877.39489181375,28159.084147600406,31811.77432775102,0.0,509224.70471166313,47727.261267119335,19568.17711951893,47727.261267119335,51379.95144726995,47727.261267119335,3652.6901801506174,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bear,2027-12-31,2027,2027Q4,509224.7047116633,28159.084147600406,30594.60968637881,0.0,506789.1791728849,47727.261267119335,19568.17711951893,47727.261267119335,50162.78680589774,47727.261267119335,2435.5255387784055,30068.17459828519,30068.17459828519,false,Forward Runway Projection
Bull,2024-01-31,2024,2024Q1,0.0,17266.236011999998,479.6176669999999,0.0,16786.618345,29264.806800000002,11998.570788,29264.8068,12478.188455000001,17266.236012,-4788.047557,0.0,11998.570788,true,Actual
Bull,2024-02-29,2024,2024Q1,16786.618345000003,25424.250618,1185.8468508333333,0.0,41025.02211216667,43091.9502,17667.699581999997,43091.95019999999,18853.54643283333,32155.156182,-13301.60974916667,11998.570788,22935.364806,true,Actual
Bull,2024-03-31,2024,2024Q1,41025.02211216668,47563.714173,2507.061133416667,0.0,86081.67515175001,80616.4647,33052.750527,80616.4647,35559.811660416664,61571.935671,-26012.124010583335,22935.364805999998,41979.893834999995,true,Actual
Bull,2024-04-30,2024,2024Q2,86081.67515175001,28718.830028999993,3304.806412,0.0,111495.69876875001,48675.9831,19957.153070999997,48675.98309999999,23261.959483,54464.08221,-31202.122727,41979.893834999995,36191.79472499999,true,Actual
Bull,2024-05-31,2024,2024Q2,111495.69876875002,45064.77135599999,4556.605616333333,0.0,152003.86450841668,76380.9684,31316.197043999997,76380.96839999998,35872.80266033333,69270.230535,-33397.42787466667,36191.79472499999,43302.532589999995,true,Actual
Bull,2024-06-30,2024,2024Q2,152003.86450841668,24155.135307,5227.581597083334,0.0,170931.41821833333,40940.9073,16785.771993000002,40940.907300000006,22013.353590083338,51762.05426099999,-29748.700670916653,43302.532589999995,32481.385629000004,true,Actual
Bull,2024-07-31,2024,2024Q3,170931.41821833333,13655.940284999999,5606.913271666667,0.0,178980.44523166667,23145.6615,9489.721214999998,23145.661499999995,15096.634486666666,35712.723864,-20616.089377333334,32481.385629000004,19914.323265000003,true,Actual
Bull,2024-08-31,2024,2024Q3,178980.44523166667,29041.013924999996,6413.608102916667,0.0,201607.85105375,49222.0575,20181.043575,49222.057499999995,26594.651677916667,43151.481827999996,-16556.83015008333,19914.323265000003,25984.89893700001,true,Actual
Bull,2024-09-30,2024,2024Q3,201607.85105375,23574.011384999994,7068.441752500001,0.0,218113.42068625,39955.9515,16381.940115,39955.951499999996,23450.3818675,39773.11351200001,-16322.73164450001,25984.89893700001,26167.736925,true,Actual
Bull,2024-10-31,2024,2024Q4,218113.42068625,22555.510727999997,7694.983717166668,0.0,232973.94769708332,38229.6792,15674.168471999998,38229.6792,23369.152189166663,39562.29408299999,-16193.14189383333,26167.736925,24835.122042000006,true,Actual
Bull,2024-11-30,2024,2024Q4,232973.94769708332,39325.688840999996,8787.363962750002,0.0,263512.2725753333,66653.70989999999,27328.021058999995,66653.70989999999,36115.38502175,55681.23056699999,-19565.84554524999,24835.122042000003,35807.601375,true,Actual
Bull,2024-12-31,2024,2024Q4,263512.2725753333,71977.01123699998,10786.725386000002,0.0,324702.5584263333,121994.9343,50017.923063,121994.9343,60804.648449,94257.757662,-33453.109213,35807.601375,63544.77801299999,true,Actual
Bull,2025-01-31,2025,2025Q1,324702.5584263333,50350.416509999995,12185.348066833336,0.0,362867.6268695,85339.689,34989.272489999996,85339.68899999998,47174.62055683333,89269.957953,-42095.33739616667,63544.77801299999,59614.50905999998,true,Actual
Bull,2025-02-28,2025,2025Q1,362867.6268695,33630.907125,13119.53993141667,0.0,383378.9940630833,57001.5375,23370.630374999997,57001.53749999999,36490.170306416665,73004.474793,-36514.304486583336,59614.50905999998,43611.57176699998,true,Actual
Bull,2025-03-31,2025,2025Q1,383378.9940630833,33716.419541999996,14056.107140916669,0.0,403039.3064641666,57146.47379999999,23430.054257999996,57146.47379999999,37486.161398916665,63654.12699899999,-26167.965600083327,43611.57176699998,37103.91856799998,true,Actual
Bull,2025-04-30,2025,2025Q2,403039.3064641666,34553.410239,15015.924092000003,0.0,422576.7926111666,58565.10209999999,24011.691860999996,58565.10209999999,39027.615953,59090.90202299999,-20063.286069999987,37103.91856799998,36578.11864499998,true,Actual
Bull,2025-05-31,2025,2025Q2,422576.7926111666,21130.052733,15602.870001250003,0.0,428103.9753429166,35813.6487,14683.595967,35813.6487,30286.465968250002,44880.594048,-14594.128079749997,36578.11864499998,27511.17329699998,true,Actual
Bull,2025-06-30,2025,2025Q2,428103.9753429166,35119.680321,16578.416676833338,0.0,446645.23898708326,59524.8819,24405.201579,59524.8819,40983.61825583334,53841.792768,-12858.17451216666,27511.17329699998,33194.26242899998,true,Actual
Bull,2025-07-31,2025,2025Q3,446645.23898708326,17644.628736000002,17068.545252833337,0.0,447221.3224702499,29906.150400000002,12261.521664,29906.150400000002,29330.066916833337,38691.866474999995,-9361.799558166658,33194.26242899998,24408.546353999987,true,Actual
Bull,2025-08-31,2025,2025Q3,447221.3224702499,22877.402396999998,17704.028652750003,0.0,452394.6962144999,38775.2583,15897.855903,38775.2583,33601.88455575,39521.846403,-5919.961847250001,24408.546353999987,23661.958250999985,true,Actual
Bull,2025-09-30,2025,2025Q3,452394.6962144999,39626.64672,18804.76883941667,0.0,473216.5740950832,67163.808,27537.161279999997,67163.80799999999,46341.93011941666,55112.812461,-8770.88234158334,23661.958250999982,35712.953789999985,true,Actual
Bull,2025-10-31,2025,2025Q4,473216.5740950832,25615.828868999997,19516.319641333335,0.0,479316.0833227499,43416.6591,17800.830230999996,43416.65909999999,37317.149872333335,47688.286887,-10371.137014666667,35712.953789999985,31441.32600299998,true,Actual
Bull,2025-11-30,2025,2025Q4,479316.0833227499,61260.70182,21218.005803000004,0.0,519358.7793397499,103831.698,42570.996179999995,103831.698,63789.001982999995,82200.476865,-18411.47488200001,31441.32600299998,53072.54713799998,true,Actual
Bull,2025-12-31,2025,2025Q4,519358.77933974995,43277.226939,22420.150995750002,0.0,540215.8552829999,73351.2321,30074.005160999997,73351.2321,52494.15615675,75923.402073,-23429.24591625,53072.54713799998,50500.37716499997,true,Actual
Bull,2026-01-31,2026,2026Q1,540215.8552829999,26086.602318,23144.77883791667,0.0,543157.6787630833,44214.5802,18127.977882,44214.5802,41272.756719916666,59230.48978499999,-17957.733065083325,50500.37716499997,35484.467579999975,true,Actual
Bull,2026-02-28,2026,2026Q1,543157.6787630833,22419.970499999992,23767.555796250002,0.0,541810.0934668332,37999.94999999999,15579.979499999998,37999.94999999999,39347.535296250004,47011.76435999999,-7664.229063749983,35484.467579999975,26472.65321999998,true,Actual
