scenario,month_end_date,beginning_arr,new_logo_arr,expansion_arr,reactivation_arr,contraction_arr,churn_arr,ending_arr,subscription_revenue,services_revenue,total_revenue,gross_profit,total_opex,operating_income,ending_headcount,ending_cash,monthly_burn,is_actual,period_label
Bull,2025-07-31,27137770.92,148504.68,364045.92000000004,2735.28,-97174.92,-88185.0,27467696.880000003,2240981.88,57452.67,2298434.55,1753982.0699999998,2304780.94,-550798.8700000001,192.0,,,true,Actual
Bull,2025-08-31,27467696.88,254568.0,339460.68000000005,2107.44,-73086.12,-197466.12,27793280.759999998,2276602.52,56599.48,2333202.0,1794925.0,2338168.07,-543243.0699999998,193.0,,,true,Actual
Bull,2025-09-30,27793280.759999998,265998.83999999997,295512.48,0.0,-46792.8,-189627.96,28118371.32,2303897.33,53411.27,2357308.6,1812087.04,2416087.6199999996,-604000.5799999996,195.0,,,true,Actual
Bull,2025-10-31,28118371.32,427038.12,493697.63999999996,0.0,-124445.04000000001,-162396.0,28752266.040000003,2331006.71,50824.95,2381831.66,1819406.1800000002,2503410.46,-684004.2799999998,197.0,,,true,Actual
Bull,2025-11-30,28752266.040000003,771199.2,366765.0,0.0,-173070.72,-328723.80000000005,29388435.72,2372251.11,70188.69,2442439.8,1850229.4899999998,2476525.4,-626295.9100000001,198.0,,,true,Actual
Bull,2025-12-31,29388435.72,815749.32,245648.28,37735.8,-77452.2,-220801.08000000002,30189315.839999996,2425179.95,76395.05,2501575.0,1915763.42,2455460.07,-539696.6499999999,198.0,,,true,Actual
Bull,2026-01-31,30189315.839999996,267424.44,361621.20000000007,3132.0,-451736.88,-188907.24000000002,30180849.36,2485743.32,70707.55,2556450.8699999996,2008456.7799999998,2329096.32,-320639.54000000004,199.0,,,true,Actual
Bull,2026-02-28,30180849.36,347874.72,303632.88,10064.52,-150335.15999999997,-113861.4,30578224.92,2515388.27,58952.53,2574340.8,2019081.1099999999,2384215.15,-365134.04000000004,200.0,,,true,Actual
Bull,2026-03-31,30578224.92,452642.27999999997,237688.44,7982.76,-205926.12,-233182.91999999998,30837429.36,2533283.83,56835.99,2590119.8200000003,2000890.3600000003,2624880.22,-623989.8599999999,202.0,,,true,Actual
Bull,2026-04-30,30837429.36,134448.47999999998,820157.04,3643.2,-61498.8,-286825.44,31447353.839999996,2560065.62,50909.0,2610974.62,2046708.4200000002,2697201.74,-650493.3200000001,204.0,,,true,Actual
Bull,2026-05-31,31447353.840000004,170863.2,1119731.4,14374.56,-139362.12,-119750.52,32493210.36,2597740.65,46436.61,2644177.26,2057214.4899999998,2572074.1399999997,-514859.6499999999,206.0,,,true,Actual
Bull,2026-06-30,32493210.36,650292.3600000001,510603.95999999996,20643.24,-95907.84,-562121.76,33016720.319999997,2668547.91,50722.78,2719270.69,2118762.34,2568678.39,-449916.0500000003,206.0,,,true,Actual
Bull,2026-07-31,33016720.319999997,436682.41964064306,616933.5265902894,8534.9,-73821.04535381623,-136489.02740176424,33868561.09347535,2731761.7365,64894.27985330671,2796656.016353307,2212290.2340530693,2610942.8783210483,-398652.6442679791,205.31055941546788,21329314.82212231,470685.1778776911,false,FY2026 Reforecast
Bull,2026-08-31,33868561.09347535,90765.9489473644,616933.5265902894,8534.9,-84487.74716328777,-159989.58906269702,34340318.13278702,2790436.06211762,13488.50017133367,2803924.5622889535,2187339.9543958716,2738709.6545706852,-551369.7001748136,220.62363775019907,20759232.002393074,570082.8197292346,false,FY2026 Reforecast
Bull,2026-09-30,34340318.13278702,11978.384111111109,616933.5265902894,8534.9,-87316.3851519401,-160274.48699986708,34730174.07133661,2844002.288758064,1780.0776393437823,2845782.366397408,2230734.521216756,2728998.855000197,-498264.33378344076,219.8792436021427,20238950.046595603,520281.9557974711,false,FY2026 Reforecast
Bull,2026-10-31,34730174.07133661,13001.746555555554,616933.5265902894,8534.9,-119336.55026448306,-197997.73817831898,35051309.95603966,2879561.5749157746,1932.1569671898465,2881493.7318829643,2267976.986846446,2722258.304128253,-454281.31728180684,219.13759105689093,19760848.396461744,478101.65013385843,false,FY2026 Reforecast
Bull,2026-11-30,35051309.95603965,469164.2780399932,616933.5265902894,8534.9,-156069.4424550618,-256325.06462906633,35733548.153585814,2908899.900660274,69721.32741537147,2978621.2280756454,2366629.941588296,2732337.5117301913,-365707.5701418952,218.3986692422937,19320404.843538374,440443.5529233706,false,FY2026 Reforecast
Bull,2026-12-31,35733548.153585814,473019.47177592624,616933.5265902894,8534.9,-298902.9648507238,-410096.4569494736,36123036.63015183,2952211.7470575036,70294.23809355777,3022505.9851510613,2412034.5365131856,2725751.59980282,-313717.0632896344,217.66246733183948,18953992.75157869,366412.09195968555,false,FY2026 Reforecast
Bull,2027-01-31,36123036.63015183,470099.2992180451,616933.5265902894,8534.9,-247506.24519262064,-355696.4769545995,36615401.63381294,2995647.234641427,69860.2785690433,3065507.5132104703,2456550.302539873,2718940.5966310073,-262390.29409113433,216.92897454445554,18653885.772236273,300106.97934241407,false,Forward Runway Projection
Bull,2027-02-28,36615401.63381294,467251.48824753275,616933.5265902894,8534.9,-128180.39341892104,-213124.30446222407,37366816.850769624,3032819.7818471207,69437.07251865586,3102256.8543657768,2494808.3025202816,2712157.082350651,-217348.77983036917,216.19818014430916,18408524.481991135,245361.2902451409,false,Forward Runway Projection
Bull,2027-03-31,37366816.850769624,464474.24575140607,616933.5265902894,8534.9,-231661.12640159664,-329859.86696575733,37895238.52974396,3085723.333594927,69024.35347236942,3154747.6870672964,2548802.2355675586,2705400.89020988,-156598.65464232164,215.47007344061,18213326.739472903,195197.7425182308,false,Forward Runway Projection
Bull,2027-04-30,37895238.52974396,461765.8230498445,616933.5265902894,8534.9,-93013.33899832045,-172216.31371105544,38717243.12667473,3138120.731183793,68621.86156325885,3206742.5927470517,2602294.7036996544,2698671.8555313516,-96377.1518316972,214.74464378741288,18073590.397918835,139736.3415540685,false,Forward Runway Projection
Bull,2027-05-31,38717243.12667473,459124.5147951404,616933.5265902894,8534.9,-64831.13720737169,-148037.58629205762,39588967.34456072,3195611.7548379903,68229.34336387571,3263841.098201866,2660885.2542227083,2691969.8156696553,-31084.561446947046,214.0218805834218,17993880.909338105,79709.48858072795,false,Forward Runway Projection
Bull,2027-06-30,39588967.34456072,456548.6578979341,616933.5265902894,8534.9,-180913.7307959654,-272764.44767451746,40217306.25057846,3266390.953876002,67846.55172667874,3334237.505602681,2732768.2097406504,2685294.6099697426,47473.59977090778,213.30177327179447,17980027.68062223,13853.228715874255,false,Forward Runway Projection
Bull,2027-07-31,40217306.25057846,454036.63048005546,616933.5265902894,8534.9,-20051.311616636798,-77076.914307831,41199683.081724346,3327879.47857254,67473.24562841826,3395352.7242009584,2795364.4998618877,2678646.0797263407,116718.42013554694,212.58431133994856,18037834.314406514,-57806.63378428109,false,Forward Runway Projection
Bull,2027-08-31,41199683.081724346,451586.8508533155,616933.5265902894,8534.9,-10462.327870605106,-65117.5851397417,42201158.4461576,3396467.7923090584,67109.19001837695,3463576.982327435,2865064.3731983467,2672024.068144336,193040.30505401082,211.86948431936764,18168410.81650937,-130576.50210285513,false,Forward Runway Projection
Bull,2027-09-30,42201158.4461576,449197.776523602,616933.5265902894,8534.9,-49561.16302007338,-110248.20770031566,43116015.2785511,3479207.8776802197,66754.155670371,3545962.0333505906,2948919.6033242205,2665428.4203000963,283491.18302412424,211.15728178540886,18376009.58728111,-207598.7707717428,false,Forward Runway Projection
Bull,2027-10-31,43116015.2785511,446867.9032196545,616933.5265902894,8534.9,-13763.682561057154,-71673.24561095278,44102914.680189036,3558694.141997835,66407.91903841878,3625102.061036254,3029524.3941358607,2658858.983103719,370665.41103214165,210.44769335711118,18667776.896592554,-291767.3093114435,false,Forward Runway Projection
Bull,2027-11-30,44102914.68018904,441197.40634305653,616933.5265902894,8534.9,-10488.173927849906,-66305.82418282465,45092786.515011705,3638234.162454331,65565.24071049325,3703799.403164824,3109681.1034692777,2652190.2058666237,457490.89760265406,209.7407086970047,19046768.03960109,-378991.14300853526,false,Forward Runway Projection
Bull,2027-12-31,45092786.515011705,435510.4101082553,616933.5265902894,8534.9,-31515.34512477278,-89295.47966643043,46032954.526919045,3720612.015778458,64720.11045430021,3785332.1262327586,3192667.8178019086,2645544.652030923,547123.1657709857,209.03631751092027,19513485.40707523,-466717.36747414107,false,Forward Runway Projection
