contract_id,customer_id,segment,contract_type,renewal_date,renewal_month,atr_arr,contract_net_acv,months_to_renewal
CTR-01087-03,CUST-01087,Mid-Market,annual,2026-12-02,2026-12-31,236739.84,236739.92,6
CTR-01093-03,CUST-01093,Mid-Market,annual,2027-01-01,2027-01-31,154911.96,154912.00,7
CTR-01094-03,CUST-01094,Mid-Market,annual,2027-01-01,2027-01-31,113996.88,113996.87,7
CTR-01096-03,CUST-01096,Mid-Market,annual,2026-12-24,2026-12-31,52011.00,31206.59,6
CTR-01097-03,CUST-01097,Mid-Market,annual,2026-12-22,2026-12-31,80700.72,80700.68,6
CTR-01099-03,CUST-01099,Mid-Market,annual,2027-01-01,2027-01-31,37256.40,37256.32,7
CTR-01100-03,CUST-01100,Mid-Market,annual,2026-12-31,2026-12-31,44552.16,36568.96,6
CTR-01101-04,CUST-01101,Enterprise,annual,2027-01-30,2027-01-31,208083.24,153653.18,7
CTR-01102-04,CUST-01102,Enterprise,annual,2027-01-03,2027-01-31,394977.72,394977.60,7
CTR-01105-04,CUST-01105,Enterprise,annual,2027-03-31,2027-03-31,143058.60,143058.53,9
CTR-01106-04,CUST-01106,Enterprise,annual,2027-03-05,2027-03-31,133357.80,133357.83,9
CTR-01110-04,CUST-01110,Enterprise,annual,2027-06-04,2027-06-30,232801.44,232786.23,12
CTR-01112-01,CUST-01112,Enterprise,multi_year,2026-08-31,2026-08-31,114055.92,78358.09,2
CTR-01114-03,CUST-01114,Enterprise,annual,2026-09-28,2026-09-30,118194.96,118194.86,3
CTR-01116-01,CUST-01116,Enterprise,multi_year,2026-11-16,2026-11-30,111797.52,111797.54,5
CTR-01117-02,CUST-01117,Enterprise,multi_year,2027-12-28,2027-12-31,220580.88,220580.91,18
CTR-01118-01,CUST-01118,Enterprise,multi_year,2026-12-21,2026-12-31,124558.92,97584.79,6
CTR-01119-03,CUST-01119,Enterprise,annual,2026-12-28,2026-12-31,156892.32,156892.25,6
CTR-01120-03,CUST-01120,Enterprise,annual,2026-12-04,2026-12-31,139890.12,139890.02,6
CTR-01126-03,CUST-01126,SMB,annual,2027-01-11,2027-01-31,8373.60,8373.61,7
CTR-01129-03,CUST-01129,SMB,annual,2027-01-07,2027-01-31,17578.68,17578.73,7
CTR-01130-03,CUST-01130,SMB,annual,2027-01-20,2027-01-31,5386.32,5386.32,7
CTR-01156-03,CUST-01156,SMB,annual,2027-03-31,2027-03-31,6179.64,6179.59,9
CTR-01174-03,CUST-01174,SMB,annual,2027-05-18,2027-05-31,4086.84,4086.78,11
CTR-01180-03,CUST-01180,SMB,annual,2027-05-28,2027-05-31,11853.00,11853.01,11
CTR-01186-03,CUST-01186,SMB,annual,2027-06-30,2027-06-30,24244.08,25000.01,12
CTR-01191-03,CUST-01191,SMB,annual,2027-06-26,2027-06-30,15469.32,11499.78,12
CTR-01194-03,CUST-01194,SMB,annual,2027-06-07,2027-06-30,4016.88,4016.84,12
CTR-01196-03,CUST-01196,SMB,annual,2027-06-29,2027-06-30,14558.52,14558.11,12
CTR-01198-02,CUST-01198,SMB,annual,2026-07-30,2026-07-31,2675.16,2675.15,1
CTR-01206-02,CUST-01206,SMB,annual,2026-08-26,2026-08-31,11100.72,8438.58,2
CTR-01230-02,CUST-01230,SMB,annual,2026-10-02,2026-10-31,15416.76,15416.75,4
CTR-01235-02,CUST-01235,SMB,annual,2026-10-18,2026-10-31,10348.44,7391.80,4
CTR-01240-02,CUST-01240,SMB,annual,2026-11-29,2026-11-30,11313.84,11313.83,5
CTR-01242-02,CUST-01242,SMB,annual,2026-11-29,2026-11-30,11733.60,11733.58,5
CTR-01243-02,CUST-01243,SMB,annual,2026-11-16,2026-11-30,13263.60,13263.53,5
CTR-01252-02,CUST-01252,SMB,annual,2026-12-26,2026-12-31,1278.48,1278.48,6
CTR-01260-02,CUST-01260,SMB,annual,2026-12-25,2026-12-31,7593.36,7593.37,6
CTR-01270-02,CUST-01270,SMB,annual,2026-12-24,2026-12-31,8133.00,8133.01,6
CTR-01272-02,CUST-01272,SMB,annual,2026-12-31,2026-12-31,5299.68,5299.72,6
CTR-01275-03,CUST-01275,Mid-Market,annual,2027-01-29,2027-01-31,44016.48,44016.53,7
CTR-01277-03,CUST-01277,Mid-Market,annual,2027-01-20,2027-01-31,54148.20,54148.17,7
CTR-01279-03,CUST-01279,Mid-Market,annual,2027-02-24,2027-02-28,95687.52,95687.57,8
CTR-01280-03,CUST-01280,Mid-Market,annual,2027-02-08,2027-02-28,24886.32,19030.75,8
CTR-01281-03,CUST-01281,Mid-Market,annual,2027-02-10,2027-02-28,146305.68,104073.07,8
CTR-01282-03,CUST-01282,Mid-Market,annual,2027-02-07,2027-02-28,44242.20,44242.24,8
CTR-01283-03,CUST-01283,Mid-Market,annual,2027-03-30,2027-03-31,29280.60,21082.04,9
CTR-01284-03,CUST-01284,Mid-Market,annual,2027-04-03,2027-04-30,21022.44,21022.43,10
CTR-01285-03,CUST-01285,Mid-Market,annual,2027-03-10,2027-03-31,78393.24,78393.23,9
CTR-01286-03,CUST-01286,Mid-Market,annual,2027-03-31,2027-03-31,33944.88,33944.80,9
CTR-01290-01,CUST-01290,Mid-Market,multi_year,2027-04-27,2027-04-30,57319.56,44183.91,10
CTR-01291-03,CUST-01291,Mid-Market,annual,2027-05-28,2027-05-31,26106.84,26106.78,11
CTR-01292-03,CUST-01292,Mid-Market,annual,2027-05-24,2027-05-31,65102.04,65102.08,11
CTR-01294-03,CUST-01294,Mid-Market,annual,2027-06-25,2027-06-30,89221.92,81590.03,12
CTR-01295-03,CUST-01295,Mid-Market,annual,2027-06-04,2027-06-30,25815.24,26915.73,12
CTR-01297-02R,CUST-01297,Mid-Market,annual,2026-12-04,2026-12-31,32875.92,30440.70,6
CTR-01298-02,CUST-01298,Mid-Market,annual,2026-07-29,2026-07-31,253737.00,240681.55,1
CTR-01299-02,CUST-01299,Mid-Market,annual,2026-07-29,2026-07-31,39380.40,39380.39,1
CTR-01300-02,CUST-01300,Mid-Market,annual,2026-07-31,2026-07-31,16175.88,16175.85,1
CTR-01301-02,CUST-01301,Mid-Market,annual,2026-08-29,2026-08-31,165443.16,62807.15,2
CTR-01303-02,CUST-01303,Mid-Market,annual,2026-08-28,2026-08-31,11773.08,8409.35,2
CTR-01304-02,CUST-01304,Mid-Market,annual,2026-09-26,2026-09-30,27439.08,19599.38,3
CTR-01305-01,CUST-01305,Mid-Market,multi_year,2027-09-27,2027-09-30,32833.08,21992.07,15
CTR-01306-02,CUST-01306,Mid-Market,annual,2026-10-01,2026-10-31,75531.24,18717.66,4
CTR-01307-02,CUST-01307,Mid-Market,annual,2026-10-31,2026-10-31,75095.64,73593.73,4
CTR-01309-02,CUST-01309,Mid-Market,annual,2026-10-21,2026-10-31,71488.56,54393.48,4
CTR-01310-02,CUST-01310,Mid-Market,annual,2026-11-11,2026-11-30,32306.28,32306.23,5
CTR-01312-02,CUST-01312,Mid-Market,annual,2026-12-03,2026-12-31,75964.20,45736.08,6
CTR-01314-02,CUST-01314,Mid-Market,annual,2027-01-04,2027-01-31,62296.80,49517.90,7
CTR-01315-02,CUST-01315,Mid-Market,annual,2026-12-24,2026-12-31,79200.96,79201.00,6
CTR-01316-02,CUST-01316,Mid-Market,annual,2027-01-03,2027-01-31,39934.32,39934.34,7
CTR-01318-02,CUST-01318,Mid-Market,annual,2026-12-28,2026-12-31,31701.60,28179.15,6
CTR-01319-02,CUST-01319,Mid-Market,annual,2027-01-02,2027-01-31,63508.20,61198.78,7
CTR-01320-02,CUST-01320,Mid-Market,annual,2026-12-28,2026-12-31,15085.20,13409.08,6
CTR-01321-02,CUST-01321,Mid-Market,annual,2026-12-09,2026-12-31,55079.28,55079.25,6
CTR-01322-01,CUST-01322,Enterprise,multi_year,2027-01-27,2027-01-31,413933.16,252805.69,7
CTR-01323-01,CUST-01323,Enterprise,multi_year,2027-03-02,2027-03-31,169776.96,149726.01,9
CTR-01324-01,CUST-01324,Enterprise,multi_year,2027-03-22,2027-03-31,589680.24,432632.39,9
CTR-01327-03,CUST-01327,Enterprise,annual,2027-06-07,2027-06-30,283143.36,293685.38,12
CTR-01328-02,CUST-01328,Enterprise,annual,2026-09-28,2026-09-30,194651.28,194651.24,3
CTR-01330-01,CUST-01330,Enterprise,multi_year,2026-11-28,2026-11-30,227905.92,227905.81,5
CTR-01331-01,CUST-01331,Enterprise,multi_year,2026-12-26,2026-12-31,593709.36,593709.32,6
CTR-01332-01,CUST-01332,Enterprise,multi_year,2026-12-31,2026-12-31,148522.80,111094.29,6
CTR-01333-02,CUST-01333,SMB,annual,2027-01-28,2027-01-31,8543.04,8543.07,7
CTR-01336-02,CUST-01336,SMB,annual,2027-01-31,2027-01-31,8380.08,6285.08,7
CTR-01353-02,CUST-01353,SMB,annual,2027-02-27,2027-02-28,8474.52,8474.51,8
CTR-01355-02,CUST-01355,SMB,annual,2027-02-04,2027-02-28,8645.40,8645.36,8
CTR-01358-02,CUST-01358,SMB,annual,2027-02-08,2027-02-28,38356.80,31291.03,8
CTR-01370-02,CUST-01370,SMB,annual,2027-03-23,2027-03-31,7566.48,7566.50,9
CTR-01371-02,CUST-01371,SMB,annual,2027-03-30,2027-03-31,3772.80,3772.78,9
CTR-01379-02,CUST-01379,SMB,annual,2027-04-01,2027-04-30,14008.80,14008.85,10
CTR-01384-02,CUST-01384,SMB,annual,2027-04-29,2027-04-30,11592.36,11592.30,10
CTR-01395-02,CUST-01395,SMB,annual,2027-05-11,2027-05-31,9287.88,9287.82,11
CTR-01402-02,CUST-01402,SMB,annual,2027-05-20,2027-05-31,3713.28,3713.29,11
CTR-01405-02,CUST-01405,SMB,annual,2027-06-01,2027-06-30,8775.36,8775.41,12
CTR-01412-02,CUST-01412,SMB,annual,2027-06-02,2027-06-30,13349.76,13349.76,12
CTR-01413-02,CUST-01413,SMB,annual,2027-06-17,2027-06-30,11211.60,11211.32,12
CTR-01417-02,CUST-01417,SMB,annual,2027-06-30,2027-06-30,21841.20,15601.71,12
CTR-01422-01,CUST-01422,SMB,multi_year,2027-07-29,2027-07-31,8605.92,8605.96,13
CTR-01427-01,CUST-01427,SMB,annual,2026-07-14,2026-07-31,4410.24,4410.18,1
CTR-01430-01,CUST-01430,SMB,annual,2026-08-04,2026-08-31,5801.04,5801.02,2
CTR-01431-01,CUST-01431,SMB,annual,2026-08-03,2026-08-31,7808.04,7808.03,2
CTR-01435-01,CUST-01435,SMB,annual,2026-08-31,2026-08-31,2866.80,2150.07,2
CTR-01437-01,CUST-01437,SMB,annual,2026-08-18,2026-08-31,19229.40,16051.23,2
CTR-01438-01,CUST-01438,SMB,annual,2026-08-31,2026-08-31,18441.72,9879.51,2
CTR-01439-01,CUST-01439,SMB,annual,2026-08-04,2026-08-31,11445.48,8175.40,2
CTR-01440-01,CUST-01440,SMB,annual,2026-08-30,2026-08-31,6062.04,4041.37,2
CTR-01443-01,CUST-01443,SMB,annual,2026-09-28,2026-09-30,2865.72,2149.27,3
CTR-01445-01,CUST-01445,SMB,annual,2026-09-07,2026-09-30,12284.04,10529.20,3
CTR-01448-01,CUST-01448,SMB,annual,2026-09-28,2026-09-30,8255.64,8255.64,3
CTR-01451-01,CUST-01451,SMB,annual,2026-10-02,2026-10-31,3721.32,3721.34,4
CTR-01452-01,CUST-01452,SMB,annual,2026-09-25,2026-09-30,8119.08,6765.88,3
CTR-01454-01,CUST-01454,SMB,annual,2026-11-01,2026-11-30,11550.72,8662.98,5
CTR-01455-01,CUST-01455,SMB,multi_year,2027-10-04,2027-10-31,20829.84,20829.90,16
CTR-01456-01,CUST-01456,SMB,annual,2026-10-06,2026-10-31,3309.24,3309.20,4
CTR-01458-01,CUST-01458,SMB,annual,2026-10-28,2026-10-31,5520.96,5521.01,4
CTR-01459-01,CUST-01459,SMB,annual,2026-10-02,2026-10-31,11721.00,11721.03,4
CTR-01465-01,CUST-01465,SMB,annual,2026-10-28,2026-10-31,3574.92,3574.96,4
CTR-01468-01,CUST-01468,SMB,annual,2026-11-22,2026-11-30,19872.72,16734.91,5
CTR-01469-01,CUST-01469,SMB,annual,2026-11-24,2026-11-30,7346.28,6010.63,5
CTR-01471-01,CUST-01471,SMB,annual,2026-11-04,2026-11-30,21707.40,21707.49,5
CTR-01472-01,CUST-01472,SMB,annual,2026-11-03,2026-11-30,5443.20,2591.99,5
CTR-01473-01,CUST-01473,SMB,annual,2026-11-27,2026-11-30,2787.60,2787.58,5
CTR-01479-01,CUST-01479,SMB,annual,2026-11-29,2026-11-30,7335.00,7335.04,5
CTR-01480-01,CUST-01480,SMB,annual,2026-12-13,2026-12-31,7768.44,4855.32,6
CTR-01482-01,CUST-01482,SMB,annual,2027-01-02,2027-01-31,26253.72,26253.72,7
CTR-01491-01,CUST-01491,SMB,annual,2026-12-28,2026-12-31,14018.76,14018.72,6
CTR-01494-01,CUST-01494,SMB,annual,2026-12-31,2026-12-31,8137.32,8137.33,6
CTR-01495-01,CUST-01495,SMB,annual,2026-12-19,2026-12-31,11361.60,11361.63,6
CTR-01496-01,CUST-01496,SMB,annual,2027-01-02,2027-01-31,6780.60,4746.41,7
CTR-01497-01,CUST-01497,SMB,annual,2026-12-21,2026-12-31,18720.96,18000.96,6
CTR-01501-01,CUST-01501,SMB,annual,2026-12-08,2026-12-31,2686.08,2686.05,6
CTR-01504-01,CUST-01504,SMB,annual,2026-12-17,2026-12-31,19800.84,11314.80,6
CTR-01508-01,CUST-01508,SMB,annual,2026-12-29,2026-12-31,8240.40,8240.41,6
CTR-01511-02,CUST-01511,Mid-Market,annual,2027-01-29,2027-01-31,38940.24,38940.29,7
CTR-01512-02,CUST-01512,Mid-Market,annual,2027-02-02,2027-02-28,50846.52,50846.57,8
CTR-01513-02,CUST-01513,Mid-Market,annual,2027-01-30,2027-01-31,23274.12,23274.15,7
CTR-01514-02,CUST-01514,Mid-Market,annual,2027-01-28,2027-01-31,80986.20,80986.15,7
CTR-01515-01,CUST-01515,Mid-Market,multi_year,2027-02-25,2027-02-28,36820.20,32017.62,8
CTR-01517-01,CUST-01517,Mid-Market,multi_year,2027-03-01,2027-03-31,21343.68,10316.58,9
CTR-01518-02,CUST-01518,Mid-Market,annual,2027-02-07,2027-02-28,28974.12,28974.19,8
CTR-01519-01,CUST-01519,Mid-Market,multi_year,2027-03-31,2027-03-31,65048.64,28331.28,9
CTR-01520-02,CUST-01520,Mid-Market,annual,2027-03-03,2027-03-31,102740.88,102740.98,9
CTR-01521-01,CUST-01521,Mid-Market,multi_year,2027-03-07,2027-03-31,62850.48,53708.60,9
CTR-01522-02,CUST-01522,Mid-Market,annual,2027-03-19,2027-03-31,115363.56,115363.57,9
CTR-01524-02,CUST-01524,Mid-Market,annual,2027-04-30,2027-04-30,192750.12,154547.34,10
CTR-01525-02,CUST-01525,Mid-Market,annual,2027-04-22,2027-04-30,22395.36,22395.33,10
CTR-01526-02,CUST-01526,Mid-Market,annual,2027-05-02,2027-05-31,98613.48,98613.48,11
CTR-01527-02,CUST-01527,Mid-Market,annual,2027-05-30,2027-05-31,51738.84,51738.78,11
CTR-01529-02,CUST-01529,Mid-Market,annual,2027-05-20,2027-05-31,69917.76,69917.81,11
CTR-01530-02,CUST-01530,Mid-Market,annual,2027-07-04,2027-07-31,53940.60,40398.11,13
CTR-01531-02,CUST-01531,Mid-Market,annual,2027-06-22,2027-06-30,80432.40,46680.54,12
CTR-01532-02,CUST-01532,Mid-Market,annual,2027-06-28,2027-06-30,98901.48,102963.21,12
CTR-01533-02,CUST-01533,Mid-Market,annual,2027-06-02,2027-06-30,98613.96,75214.03,12
CTR-01534-01,CUST-01534,Mid-Market,annual,2026-07-30,2026-07-31,27778.32,27778.32,1
CTR-01535-01,CUST-01535,Mid-Market,annual,2026-07-13,2026-07-31,33485.76,33485.74,1
CTR-01536-01,CUST-01536,Mid-Market,annual,2026-07-18,2026-07-31,62802.48,23550.92,1
CTR-01537-01,CUST-01537,Mid-Market,multi_year,2027-08-07,2027-08-31,60230.76,60230.76,14
CTR-01538-01,CUST-01538,Mid-Market,annual,2026-08-03,2026-08-31,56113.56,56113.53,2
CTR-01539-01,CUST-01539,Mid-Market,annual,2026-08-31,2026-08-31,41817.60,36799.48,2
CTR-01540-01,CUST-01540,Mid-Market,annual,2026-09-25,2026-09-30,59521.32,14193.40,3
CTR-01541-01,CUST-01541,Mid-Market,annual,2026-09-01,2026-09-30,156049.44,109722.29,3
CTR-01542-01,CUST-01542,Mid-Market,annual,2026-09-28,2026-09-30,138898.80,39234.64,3
CTR-01543-01,CUST-01543,Mid-Market,annual,2026-11-04,2026-11-30,144063.24,140897.03,5
CTR-01544-01,CUST-01544,Mid-Market,multi_year,2027-10-11,2027-10-31,86891.16,45865.58,16
CTR-01545-01,CUST-01545,Mid-Market,annual,2026-10-30,2026-10-31,47369.04,47369.04,4
CTR-01546-01,CUST-01546,Mid-Market,annual,2026-11-13,2026-11-30,34512.24,34512.23,5
CTR-01547-01,CUST-01547,Mid-Market,annual,2026-12-01,2026-12-31,210369.24,83374.15,6
CTR-01548-01,CUST-01548,Mid-Market,annual,2026-12-02,2026-12-31,60508.80,60508.82,6
CTR-01549-01,CUST-01549,Mid-Market,annual,2026-11-29,2026-11-30,31389.60,31389.66,5
CTR-01550-01,CUST-01550,Mid-Market,annual,2026-12-30,2026-12-31,18076.08,18076.03,6
CTR-01551-01,CUST-01551,Mid-Market,annual,2027-01-03,2027-01-31,43430.52,43430.50,7
CTR-01552-01,CUST-01552,Mid-Market,annual,2026-12-25,2026-12-31,132388.56,53299.29,6
CTR-01553-01,CUST-01553,Mid-Market,annual,2026-12-15,2026-12-31,19085.16,19085.11,6
CTR-01554-01,CUST-01554,Mid-Market,multi_year,2027-12-24,2027-12-31,64841.76,30259.48,18
CTR-01555-01,CUST-01555,Mid-Market,multi_year,2027-12-29,2027-12-31,32528.76,32528.73,18
CTR-01556-01,CUST-01556,Mid-Market,annual,2026-12-25,2026-12-31,37370.76,37370.68,6
CTR-01557-01,CUST-01557,Mid-Market,multi_year,2027-12-03,2027-12-31,11880.60,11880.61,18
CTR-01558-02,CUST-01558,Enterprise,annual,2027-02-02,2027-02-28,566575.08,500789.92,8
CTR-01559-02,CUST-01559,Enterprise,annual,2027-02-05,2027-02-28,131829.12,131829.09,8
CTR-01560-02,CUST-01560,Enterprise,annual,2027-03-16,2027-03-31,89658.12,89658.09,9
CTR-01561-02,CUST-01561,Enterprise,annual,2027-06-05,2027-06-30,128237.76,80740.20,12
CTR-01563-01,CUST-01563,Enterprise,annual,2026-11-28,2026-11-30,733453.68,437562.54,5
CTR-01564-01,CUST-01564,Enterprise,annual,2026-12-18,2026-12-31,200082.36,200082.40,6
CTR-01565-01,CUST-01565,SMB,annual,2027-01-03,2027-01-31,13160.16,13160.21,7
CTR-01568-01,CUST-01568,SMB,annual,2027-02-01,2027-02-28,10820.04,10820.02,8
CTR-01574-01,CUST-01574,SMB,annual,2027-02-28,2027-02-28,4908.12,3926.45,8
CTR-01577-01,CUST-01577,SMB,annual,2027-02-28,2027-02-28,5446.20,5446.14,8
CTR-01578-01,CUST-01578,SMB,annual,2027-02-28,2027-02-28,4421.16,3684.31,8
CTR-01579-01,CUST-01579,SMB,annual,2027-02-03,2027-02-28,11568.12,11568.15,8
CTR-01581-01,CUST-01581,SMB,annual,2027-02-25,2027-02-28,9581.28,9581.24,8
CTR-01584-01,CUST-01584,SMB,annual,2027-03-07,2027-03-31,9644.28,9644.32,9
CTR-01588-01,CUST-01588,SMB,annual,2027-03-10,2027-03-31,4025.88,3354.87,9
CTR-01589-01,CUST-01589,SMB,annual,2027-03-29,2027-03-31,8228.04,8228.09,9
CTR-01591-01,CUST-01591,SMB,annual,2027-03-06,2027-03-31,4168.56,4168.63,9
CTR-01593-01,CUST-01593,SMB,annual,2027-03-23,2027-03-31,12077.88,7815.08,9
CTR-01600-01,CUST-01600,SMB,annual,2027-04-15,2027-04-30,14316.84,14316.79,10
CTR-01602-01,CUST-01602,SMB,annual,2027-04-10,2027-04-30,18404.16,18404.20,10
CTR-01603-01,CUST-01603,SMB,annual,2027-05-27,2027-05-31,17936.52,17936.57,11
CTR-01606-01,CUST-01606,SMB,annual,2027-05-03,2027-05-31,15370.32,15370.24,11
CTR-01607-01,CUST-01607,SMB,annual,2027-05-28,2027-05-31,12654.12,12654.16,11
CTR-01608-01,CUST-01608,SMB,annual,2027-05-17,2027-05-31,4482.96,4482.95,11
CTR-01614-01,CUST-01614,SMB,annual,2027-06-30,2027-06-30,2985.84,2985.87,12
CTR-01619-01,CUST-01619,SMB,annual,2027-06-27,2027-06-30,1939.32,1939.36,12
CTR-01623-01,CUST-01623,Mid-Market,annual,2027-02-26,2027-02-28,98504.76,98504.83,8
CTR-01624-01,CUST-01624,Mid-Market,annual,2027-02-14,2027-02-28,32800.68,32800.60,8
CTR-01626-01,CUST-01626,Mid-Market,annual,2027-03-31,2027-03-31,56244.36,56244.42,9
CTR-01627-01,CUST-01627,Mid-Market,annual,2027-04-02,2027-04-30,87182.28,34872.90,10
CTR-01628-01,CUST-01628,Mid-Market,annual,2027-03-10,2027-03-31,28817.64,28817.66,9
CTR-01629-01,CUST-01629,Mid-Market,annual,2027-04-22,2027-04-30,23461.20,23461.21,10
CTR-01630-01,CUST-01630,Mid-Market,annual,2027-04-08,2027-04-30,38751.36,38751.38,10
CTR-01631-01,CUST-01631,Mid-Market,annual,2027-05-19,2027-05-31,45583.56,45583.56,11
CTR-01632-01,CUST-01632,Mid-Market,annual,2027-05-24,2027-05-31,40335.12,40335.04,11
CTR-01633-01,CUST-01633,Mid-Market,annual,2027-06-28,2027-06-30,55237.08,55237.13,12
CTR-01634-01,CUST-01634,Mid-Market,annual,2027-06-28,2027-06-30,38480.52,38480.60,12
CTR-01635-01,CUST-01635,Mid-Market,annual,2027-06-10,2027-06-30,40922.52,40922.56,12
CTR-01637-01,CUST-01637,Enterprise,annual,2027-04-04,2027-04-30,122294.16,122294.13,10
