variant,variant_order,useful_life_months,deal_type_eligibility_split,path,month_end_date,fiscal_year,commission_earned,immediate_expense,capitalised_amount,amortisation,gaap_commission_expense,ending_commission_asset,is_actual
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-04-30,2025,58565.10209999999,646.7175,57918.38459999999,25186.701291666664,25833.418791666663,708770.7460166664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-05-31,2025,35813.6487,540.4044,35273.2443,26166.513633333332,26706.91803333333,717877.476683333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-06-30,2025,59524.8819,627.2742,58897.6077,27802.558291666664,28429.832491666664,748972.5260916664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-07-31,2025,29906.150400000002,574.6545,29331.4959,28617.322066666664,29191.976566666664,749686.6999249997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-08-31,2025,38775.2583,277.806,38497.452300000004,29686.695741666666,29964.501741666667,758497.456483333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-09-30,2025,67163.808,638.2338,66525.5742,31534.62835833333,32172.86215833333,793488.4023249997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-10-31,2025,43416.6591,797.574,42619.0851,32718.491833333333,33516.065833333334,803388.9955916663,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-11-30,2025,103831.698,1363.4030999999998,102468.29490000001,35564.83335833333,36928.23645833333,870292.457133333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2025-12-31,2025,73351.2321,2110.3653,71240.86679999999,37543.746325,39654.111625,903989.577608333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-01-31,2026,44214.5802,1725.6467999999998,42488.933399999994,38723.994475,40449.641275,907754.516533333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-02-28,2026,37999.94999999999,727.9695,37271.98049999999,39759.32726666666,40487.29676666666,905267.1697666664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-03-31,2026,49128.0591,846.3537,48281.7054,41100.48574999999,41946.83944999999,912448.3894166664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-04-30,2026,84928.4301,502.386,84426.0441,43445.653641666664,43948.03964166666,953428.7798749997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-05-31,2026,60401.9679,518.1891,59883.7788,45109.09194166666,45627.28104166666,968203.466733333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-06-30,2026,70471.7556,831.3341999999999,69640.4214,47043.54809166666,47874.882291666654,990800.3400416663,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-07-31,2026,55268.5488822692,0.0,55268.5488822692,48578.78556061858,48578.78556061858,997490.103363317,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-08-31,2026,32257.583657890234,0.0,32257.583657890234,49474.82955111553,49474.82955111553,980272.8574700918,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-09-30,2026,27016.497823130772,0.0,27016.497823130772,50225.28782398028,50225.28782398028,957064.0674692423,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-10-31,2026,27084.57367269599,0.0,27084.57367269599,50977.63709266628,50977.63709266628,933171.0040492719,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-11-30,2026,47727.261267119335,0.0,47727.261267119335,52303.39435008626,52303.39435008626,928594.870966305,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2026-12-31,2026,47727.261267119335,0.0,47727.261267119335,53629.15160750625,53629.15160750625,922692.9806259181,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-01-31,2027,47727.261267119335,0.0,47727.261267119335,54142.9126815929,54142.9126815929,916277.3292114446,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-02-28,2027,47727.261267119335,0.0,47727.261267119335,54298.64328067955,54298.64328067955,909705.9471978843,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-03-31,2027,47727.261267119335,0.0,47727.261267119335,53410.55004643286,53410.55004643286,904022.6584185708,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-04-30,2027,47727.261267119335,0.0,47727.261267119335,53392.030728852835,53392.030728852835,898357.8889568372,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-05-31,2027,47727.261267119335,0.0,47727.261267119335,52602.68013627282,52602.68013627282,893482.4700876838,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-06-30,2027,47727.261267119335,0.0,47727.261267119335,52816.40060202613,52816.40060202613,888393.3307527769,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-07-31,2027,47727.261267119335,0.0,47727.261267119335,53507.60022611279,53507.60022611279,882612.9917937835,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-08-31,2027,47727.261267119335,0.0,47727.261267119335,53476.48285853276,53476.48285853276,876863.7702023701,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-09-30,2027,47727.261267119335,0.0,47727.261267119335,53706.49096595275,53706.49096595275,870884.5405035367,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-10-31,2027,47727.261267119335,0.0,47727.261267119335,53979.299165039396,53979.299165039396,864632.5026056166,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-11-30,2027,47727.261267119335,0.0,47727.261267119335,53468.57780579271,53468.57780579271,858891.1860669432,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bear,2027-12-31,2027,47727.261267119335,0.0,47727.261267119335,51431.796921546025,51431.796921546025,855186.6504125167,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-01-31,2024,29264.806800000002,32.9442,29231.8626,811.9961833333333,844.9403833333333,28419.866416666668,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-02-29,2024,43091.9502,970.9904999999999,42120.9597,1982.0228416666664,2953.0133416666663,68558.803275,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-03-31,2024,80616.4647,917.847,79698.6177,4195.873333333333,5113.720333333333,144061.54764166666,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-04-30,2024,48675.9831,282.02639999999997,48393.956699999995,5540.149908333333,5822.176308333333,186915.35443333333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-05-31,2024,76380.9684,237.08579999999998,76143.8826,7655.257758333333,7892.343558333333,255403.979275,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-06-30,2024,40940.9073,907.5827999999999,40033.3245,8767.29455,9674.87735,286670.009225,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-07-31,2024,23145.6615,301.58669999999995,22844.0748,9401.852183333334,9703.438883333334,300112.2318416666,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-08-31,2024,49222.0575,374.571,48847.4865,10758.726808333335,11133.297808333335,338200.9915333333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-09-30,2024,39955.9515,508.98209999999995,39446.9694,11854.475958333334,12363.458058333334,365793.48497499997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-10-31,2024,38229.6792,323.5131,37906.1661,12907.425016666666,13230.938116666666,390792.2260583333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-11-30,2024,66653.70989999999,540.4797,66113.23019999999,14743.903633333333,15284.383333333333,442161.55262499995,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2024-12-31,2024,121994.9343,943.5612,121051.3731,18106.441775,19050.002975,545106.4839499999,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-01-31,2025,85339.689,872.2845,84467.4045,20452.758566666667,21325.04306666667,609121.1298833332,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-02-28,2025,57001.5375,1021.3634999999999,55980.174,22007.7634,23029.1269,643093.5404833332,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-03-31,2025,57146.47379999999,623.0943,56523.379499999995,23577.857275,24200.951575,676039.0627083331,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-04-30,2025,58565.10209999999,646.7175,57918.38459999999,25186.701291666664,25833.418791666663,708770.7460166664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-05-31,2025,35813.6487,540.4044,35273.2443,26166.513633333336,26706.918033333335,717877.476683333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-06-30,2025,59524.8819,627.2742,58897.6077,27802.558291666668,28429.832491666668,748972.5260916664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-07-31,2025,29906.150400000002,574.6545,29331.4959,28617.322066666668,29191.976566666668,749686.6999249997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-08-31,2025,38775.2583,277.806,38497.452300000004,29686.695741666666,29964.501741666667,758497.456483333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-09-30,2025,67163.808,638.2338,66525.5742,31534.62835833333,32172.86215833333,793488.4023249997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-10-31,2025,43416.6591,797.574,42619.0851,32718.49183333333,33516.06583333333,803388.9955916663,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-11-30,2025,103831.698,1363.4030999999998,102468.29490000001,35564.83335833334,36928.23645833334,870292.457133333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2025-12-31,2025,73351.2321,2110.3653,71240.86679999999,37543.746325,39654.111625,903989.577608333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-01-31,2026,44214.5802,1725.6467999999998,42488.933399999994,38723.994475,40449.641275,907754.516533333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-02-28,2026,37999.94999999999,727.9695,37271.98049999999,39759.32726666666,40487.29676666666,905267.1697666664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-03-31,2026,49128.0591,846.3537,48281.7054,41100.48574999999,41946.83944999999,912448.3894166664,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-04-30,2026,84928.4301,502.386,84426.0441,43445.653641666664,43948.03964166666,953428.7798749997,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-05-31,2026,60401.9679,518.1891,59883.7788,45109.09194166666,45627.28104166666,968203.466733333,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-06-30,2026,70471.7556,831.3341999999999,69640.4214,47043.54809166666,47874.882291666654,990800.3400416663,true
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-07-31,2026,76317.42936307524,0.0,76317.42936307524,49163.47668508542,49163.47668508542,1017954.2927196561,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-08-31,2026,45184.947000680164,0.0,45184.947000680164,50418.614101770974,50418.614101770974,1012720.6256185654,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-09-30,2026,38094.06616541737,0.0,38094.06616541737,51476.7826063659,51476.7826063659,999337.9091776168,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-10-31,2026,38186.168785417365,0.0,38186.168785417365,52537.50951707194,52537.50951707194,984986.5684459623,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-11-30,2026,79240.79661901675,0.0,79240.79661901675,54738.64275648908,54738.64275648908,1009488.72230849,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2026-12-31,2026,79587.76405525072,0.0,79587.76405525072,56949.41398024604,56949.41398024604,1032127.0723834946,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-01-31,2027,79324.94852504143,0.0,79324.94852504143,58340.88858927497,58340.88858927497,1053111.132319261,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-02-28,2027,79068.64553769532,0.0,79068.64553769532,59367.213195877615,59367.213195877615,1072812.5646610789,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-03-31,2027,78818.6937130439,0.0,78818.6937130439,59342.77086290662,59342.77086290662,1092288.4875112162,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-04-30,2027,78574.93566990337,0.0,78574.93566990337,60181.131389848364,60181.131389848364,1110682.2917912712,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-05-31,2027,78337.21792698,0.0,78337.21792698,60242.05737115338,60242.05737115338,1128777.452347098,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-06-30,2027,78105.39080623144,0.0,78105.39080623144,61299.614768548694,61299.614768548694,1145583.2283847807,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-07-31,2027,77879.30833862236,0.0,77879.30833862236,62828.371255732636,62828.371255732636,1160634.1654676704,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-08-31,2027,77658.82817221576,0.0,77658.82817221576,63628.68630218308,63628.68630218308,1174664.3073377032,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-09-30,2027,77443.81148254155,0.0,77443.81148254155,64684.15413780923,64684.15413780923,1187423.9646824356,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-10-31,2027,77234.12288518627,0.0,77234.12288518627,65776.59738184219,65776.59738184219,1198881.4901857798,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-11-30,2027,76723.77816629245,0.0,76723.77816629245,66071.3348253503,66071.3348253503,1209533.9335267218,false
Deal-type eligibility sensitivity - 36 months,4,36,true,Bull,2027-12-31,2027,76211.94850516034,0.0,76211.94850516034,64825.795253271426,64825.795253271426,1220920.0867786102,false
Frozen policy - 36 months,1,36,false,Base,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,479.6176669999999,12478.188455000001,16786.618345,true
Frozen policy - 36 months,1,36,false,Base,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1185.8468508333333,18853.54643283333,41025.02211216667,true
Frozen policy - 36 months,1,36,false,Base,2024-03-31,2024,80616.4647,33052.750527,47563.714173,2507.061133416667,35559.811660416664,86081.67515175001,true
Frozen policy - 36 months,1,36,false,Base,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,3304.806412,23261.959483,111495.69876875001,true
Frozen policy - 36 months,1,36,false,Base,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,4556.605616333332,35872.80266033333,152003.86450841668,true
Frozen policy - 36 months,1,36,false,Base,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,5227.581597083333,22013.353590083334,170931.41821833333,true
Frozen policy - 36 months,1,36,false,Base,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,5606.913271666666,15096.634486666664,178980.44523166667,true
Frozen policy - 36 months,1,36,false,Base,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,6413.608102916666,26594.651677916667,201607.85105375,true
Frozen policy - 36 months,1,36,false,Base,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,7068.441752499999,23450.3818675,218113.42068625,true
Frozen policy - 36 months,1,36,false,Base,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,7694.983717166666,23369.152189166663,232973.94769708332,true
Frozen policy - 36 months,1,36,false,Base,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,8787.36396275,36115.38502174999,263512.2725753333,true
Frozen policy - 36 months,1,36,false,Base,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,10786.725386,60804.648449,324702.5584263333,true
Frozen policy - 36 months,1,36,false,Base,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,12185.348066833332,47174.620556833324,362867.6268695,true
Frozen policy - 36 months,1,36,false,Base,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,13119.539931416666,36490.170306416665,383378.9940630833,true
Frozen policy - 36 months,1,36,false,Base,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,14056.107140916665,37486.161398916665,403039.3064641667,true
Frozen policy - 36 months,1,36,false,Base,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,15015.924092,39027.61595299999,422576.79261116666,true
Frozen policy - 36 months,1,36,false,Base,2025-05-31,2025,35813.6487,14683.595967,21130.052733,15602.87000125,30286.46596825,428103.9753429167,true
Frozen policy - 36 months,1,36,false,Base,2025-06-30,2025,59524.8819,24405.201579,35119.680321,16578.416676833334,40983.61825583334,446645.2389870833,true
Frozen policy - 36 months,1,36,false,Base,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,17068.545252833334,29330.066916833333,447221.32247024996,true
Frozen policy - 36 months,1,36,false,Base,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,17704.02865275,33601.88455575,452394.69621449994,true
Frozen policy - 36 months,1,36,false,Base,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,18804.768839416665,46341.93011941666,473216.5740950833,true
Frozen policy - 36 months,1,36,false,Base,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,19516.319641333328,37317.14987233332,479316.08332274994,true
Frozen policy - 36 months,1,36,false,Base,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,21218.005803,63789.001982999995,519358.77933974995,true
Frozen policy - 36 months,1,36,false,Base,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,22420.150995750002,52494.15615675,540215.8552829999,true
Frozen policy - 36 months,1,36,false,Base,2026-01-31,2026,44214.5802,18127.977882,26086.602318,23144.778837916667,41272.756719916666,543157.6787630833,true
Frozen policy - 36 months,1,36,false,Base,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,23767.555796250002,39347.535296250004,541810.0934668332,true
Frozen policy - 36 months,1,36,false,Base,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,24572.710098166666,44715.214329166665,546222.9382376666,true
Frozen policy - 36 months,1,36,false,Base,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,25964.592702583333,60785.24904358333,570366.1192940833,true
Frozen policy - 36 months,1,36,false,Base,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,26954.513843166667,51719.32068216667,579048.7665119166,true
Frozen policy - 36 months,1,36,false,Base,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,28109.4676155,57002.88741150001,592517.6347004167,true
Frozen policy - 36 months,1,36,false,Base,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,29175.103035125452,55834.05014304354,601705.4067718076,false
Frozen policy - 36 months,1,36,false,Base,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,29797.062981470393,45356.6033340998,594298.901858755,false
Frozen policy - 36 months,1,36,false,Base,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,30317.9693120471,43349.456497321946,582733.5604474694,false
Frozen policy - 36 months,1,36,false,Base,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,30840.18821619385,43904.511987729566,570693.2527805587,false
Frozen policy - 36 months,1,36,false,Base,2026-11-30,2026,62433.46111569464,25597.719057434802,36835.74205825984,31863.403273367738,57461.12233080254,575665.5915654508,false
Frozen policy - 36 months,1,36,false,Base,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,32887.30697074315,58502.25370508399,579638.8177002225,false
Frozen policy - 36 months,1,36,false,Base,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33431.59300111856,59046.5397354594,583067.7578046188,false
Frozen policy - 36 months,1,36,false,Base,2027-02-28,2027,62283.76452324122,25536.3434545289,36747.42106871232,33746.12551363835,59282.468968167246,586069.0533596928,false
Frozen policy - 36 months,1,36,false,Base,2027-03-31,2027,62066.415110500864,25447.230195305354,36619.18491519551,33442.11081203267,58889.34100733802,589246.1274628557,false
Frozen policy - 36 months,1,36,false,Base,2027-04-30,2027,61854.45159472648,25360.325153837854,36494.12644088862,33658.09126791846,59018.416421756316,592082.1626358258,false
Frozen policy - 36 months,1,36,false,Base,2027-05-31,2027,61647.74051392356,25275.573610708656,36372.1669032149,33416.630033118876,58692.20364382753,595037.6995059218,false
Frozen policy - 36 months,1,36,false,Base,2027-06-30,2027,61446.15171327262,25192.922202441776,36253.229510830846,33752.688205447506,58945.61040788928,597538.2408113051,false
Frozen policy - 36 months,1,36,false,Base,2027-07-31,2027,61249.55826317778,25112.31888790289,36137.23937527489,34377.16873573292,59489.48762363581,599298.3114508471,false
Frozen policy - 36 months,1,36,false,Base,2027-08-31,2027,61057.83637934596,25033.71291553184,36024.12346381412,34571.144000699984,59604.85691623182,600751.2909139612,false
Frozen policy - 36 months,1,36,false,Base,2027-09-30,2027,60870.865344846636,24957.05479138712,35913.810553459516,34913.916199823856,59870.970991210976,601751.1852675969,false
Frozen policy - 36 months,1,36,false,Base,2027-10-31,2027,60688.527434102914,24882.296247982194,35806.23118612072,35281.99176810499,60164.28801608719,602275.4246856126,false
Frozen policy - 36 months,1,36,false,Base,2027-11-30,2027,60510.70783876605,24809.39021389408,35701.31762487197,35181.31478987921,59990.705003773284,602795.4275206053,false
Frozen policy - 36 months,1,36,false,Base,2027-12-31,2027,60337.294595426814,24738.29078412499,35599.00381130182,34170.81458360981,58909.1053677348,604223.6167482972,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-01-31,2024,29264.806800000002,11998.570788,17266.236011999998,479.6176669999999,12478.188455000001,16786.618345,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-02-29,2024,43091.9502,17667.699581999997,25424.250618,1185.8468508333333,18853.54643283333,41025.02211216667,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-03-31,2024,80616.4647,33052.750527,47563.714173,2507.0611334166665,35559.811660416664,86081.67515175001,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-04-30,2024,48675.9831,19957.153070999997,28718.830028999993,3304.806412,23261.959483,111495.69876875001,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-05-31,2024,76380.9684,31316.197043999997,45064.77135599999,4556.605616333333,35872.80266033333,152003.86450841668,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-06-30,2024,40940.9073,16785.771993000002,24155.135307,5227.581597083333,22013.353590083334,170931.41821833333,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-07-31,2024,23145.6615,9489.721214999998,13655.940284999999,5606.913271666666,15096.634486666664,178980.44523166667,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-08-31,2024,49222.0575,20181.043575,29041.013924999996,6413.608102916666,26594.651677916667,201607.85105375,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-09-30,2024,39955.9515,16381.940115,23574.011384999994,7068.441752499999,23450.3818675,218113.42068625,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-10-31,2024,38229.6792,15674.168471999998,22555.510727999997,7694.983717166666,23369.152189166663,232973.94769708332,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-11-30,2024,66653.70989999999,27328.021058999995,39325.688840999996,8787.36396275,36115.38502174999,263512.2725753333,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2024-12-31,2024,121994.9343,50017.923063,71977.01123699998,10786.725386,60804.648449,324702.5584263333,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-01-31,2025,85339.689,34989.272489999996,50350.416509999995,12185.348066833332,47174.620556833324,362867.6268695,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-02-28,2025,57001.5375,23370.630374999997,33630.907125,13119.539931416664,36490.170306416665,383378.9940630833,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-03-31,2025,57146.47379999999,23430.054257999996,33716.419541999996,14056.107140916665,37486.161398916665,403039.3064641667,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-04-30,2025,58565.10209999999,24011.691860999996,34553.410239,15015.924091999997,39027.61595299999,422576.79261116666,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-05-31,2025,35813.6487,14683.595967,21130.052733,15602.870001249998,30286.46596825,428103.9753429167,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-06-30,2025,59524.8819,24405.201579,35119.680321,16578.41667683333,40983.61825583333,446645.2389870833,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-07-31,2025,29906.150400000002,12261.521664,17644.628736000002,17068.54525283333,29330.06691683333,447221.32247024996,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-08-31,2025,38775.2583,15897.855903,22877.402396999998,17704.028652749996,33601.884555749995,452394.69621449994,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-09-30,2025,67163.808,27537.161279999997,39626.64672,18804.76883941666,46341.93011941666,473216.5740950833,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-10-31,2025,43416.6591,17800.830230999996,25615.828868999997,19516.319641333328,37317.14987233332,479316.08332274994,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-11-30,2025,103831.698,42570.996179999995,61260.70182,21218.005802999996,63789.001982999995,519358.77933974995,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2025-12-31,2025,73351.2321,30074.005160999997,43277.226939,22420.15099575,52494.156156749996,540215.8552829999,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-01-31,2026,44214.5802,18127.977882,26086.602318,23144.778837916663,41272.756719916666,543157.6787630833,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-02-28,2026,37999.94999999999,15579.979499999998,22419.970499999992,23767.55579625,39347.53529625,541810.0934668332,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-03-31,2026,49128.0591,20142.504231,28985.554868999996,24572.710098166666,44715.214329166665,546222.9382376666,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-04-30,2026,84928.4301,34820.656341,50107.773758999996,25964.592702583333,60785.24904358333,570366.1192940833,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-05-31,2026,60401.9679,24764.806838999997,35637.161061,26954.513843166664,51719.32068216666,579048.7665119166,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-06-30,2026,70471.7556,28893.419796000002,41578.335804,28109.467615499998,57002.8874115,592517.6347004167,true
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-07-31,2026,65021.82221443437,26658.947107918088,38362.87510651628,29175.103035125452,55834.05014304354,601705.4067718076,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-08-31,2026,37950.09842104734,15559.540352629407,22390.55806841793,29797.062981470393,45356.6033340998,594298.901858755,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-09-30,2026,31784.11508603621,13031.487185274846,18752.627900761363,30317.9693120471,43349.456497321946,582733.5604474694,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-10-31,2026,31864.20432081882,13064.323771535715,18799.8805492831,30840.188216193852,43904.511987729566,570693.2527805587,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-11-30,2026,62475.4798398557,25614.94673434084,36860.53310551487,31864.091913569267,57479.03864791011,575689.6939725042,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2026-12-31,2026,62475.4798398557,25614.94673434084,36860.53310551487,32887.99561094468,58502.94234528552,579662.2314670745,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-01-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33432.28164132009,59047.22837566093,583090.4829312692,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-02-28,2027,62475.4798398557,25614.94673434084,36860.53310551487,33749.95615486217,59364.90288920301,586201.0598819219,false
Frozen policy - 36 months,1,36,false,Base_FullClose,2027-03-31,2027,62475.4798398557,25614.94673434084,36860.53310551487,33452.64556965425,59067.59230399509,589608.9474177825,false
