path,segment,month_end_date,theoretical_capacity,blended_capacity,new_logo_capacity,pipeline_supported_bookings,constrained_new_logo_arr,binding_constraint,incremental_hires
Bear,SMB,2027-03-31,291040.94456131087,116401.1465378783,101037.2376052248,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-04-30,285274.47295475466,114094.85967678731,99035.3599562445,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-05-31,279650.89394467924,111845.72237617213,97083.08863755022,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-06-30,274166.6666666667,109652.31847557252,95179.19440918029,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-07-31,268818.3379985693,107513.26690684457,93322.47849161786,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-08-31,263602.5403862649,105427.22082457636,91511.77181098396,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-09-30,258515.98972328973,103392.86675805227,89745.93426293488,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-10-31,253555.48328301348,101408.92378423111,88023.85399479976,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-11-30,248717.89770205526,99474.1427212181,86344.4467055071,83920.50137263862,83920.50137263862,Pipeline,0.0
Bear,SMB,2027-12-31,244000.18701367007,97587.30534172233,84706.65496285878,83920.50137263862,83920.50137263862,Pipeline,0.0
Bull,Enterprise,2026-07-31,409592.44151072943,269495.7039666889,154626.8433517324,93803.26899999999,93803.26899999999,Pipeline,0.0
Bull,Enterprise,2026-08-31,427181.86332637107,281068.85115927254,161267.0947238113,53050.704625,53050.704625,Pipeline,0.0
Bull,Enterprise,2026-09-30,485327.36516747327,319326.3026233855,183217.83036636945,0.0,0.0,Pipeline,0.0
Bull,Enterprise,2026-10-31,544601.9458371461,358326.64351342927,205594.80897013363,0.0,0.0,Pipeline,0.0
Bull,Enterprise,2026-11-30,621642.301337777,409016.1649384545,234678.61466200644,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2026-12-31,698941.8457953226,459876.2224948264,263860.2677899587,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-01-31,741494.1565330474,487873.9679985653,279924.3569182344,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-02-28,731792.9700275109,481490.9691400445,276262.0240866402,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-03-31,722332.1779647641,475266.1403623737,272690.4435006461,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-04-30,713105.8233942741,469195.5622265823,269207.3663285755,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-05-31,704108.0969781535,463275.41241700976,265810.5994645786,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-06-30,695333.3333333334,457501.9633346,262498.00414775184,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-07-31,686776.0074643776,451871.5797498331,259267.4946154755,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-08-31,678430.7312846906,446380.7165138174,256117.03679012132,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-09-30,670292.2502239302,441025.91632610024,253044.64699830368,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-10-31,662355.4399194883,435803.80755779275,250048.39072186744,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-11-30,654615.3029899551,430711.1021286363,247126.38137982605,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Enterprise,2027-12-31,647066.9658885387,425744.59343667654,244276.77914048347,122984.43068359376,122984.43068359376,Pipeline,0.0
Bull,Mid-Market,2026-07-31,568878.3909871241,504564.6340584944,209282.45115931943,228264.2233333333,209282.45115931943,Capacity,0.0
Bull,Mid-Market,2026-08-31,554781.6406835988,492061.5722952059,204096.45270403722,33530.466833333325,33530.466833333325,Pipeline,0.0
Bull,Mid-Market,2026-09-30,582700.8731260081,516824.4346638296,214367.5501698688,11978.384111111109,11978.384111111109,Pipeline,0.0
Bull,Mid-Market,2026-10-31,610960.7656297662,541889.4442433793,224763.97173621238,13001.746555555554,13001.746555555554,Pipeline,0.0
Bull,Mid-Market,2026-11-30,639552.8766722211,567249.1138558303,235282.61188424338,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2026-12-31,668468.9739108199,592896.1418546906,245920.44204958732,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-01-31,656034.3623329758,581867.3080303867,241345.92132344472,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-02-28,643907.8792010552,571111.7676182135,236884.7567687729,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-03-31,632081.8891226217,560622.7484344295,232534.13943084638,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-04-30,620548.9459095092,550393.6461093365,228291.32996056002,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-05-31,609301.7878893584,540418.0199288654,224153.656889609,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-06-30,598333.3333333334,530689.5887792048,220118.51494840902,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-07-31,587636.6759971386,521202.2271919224,216183.36342569836,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-08-31,577205.0807725298,511949.9614870888,212345.7245687895,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-09-30,567031.9794465794,502926.9660119727,208603.18202346156,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-10-31,557110.9665660268,494127.5594729415,204953.37931251232,204792.37595486108,204792.37595486108,Pipeline,0.0
Bull,Mid-Market,2027-11-30,547435.7954041103,485546.2013582576,201394.01835201198,204792.37595486108,201394.01835201198,Capacity,0.0
Bull,Mid-Market,2027-12-31,538000.3740273401,477177.4884495166,197922.85800432315,204792.37595486108,197922.85800432315,Capacity,0.0
Bull,SMB,2026-07-31,284439.1954935621,153911.66031342774,133596.69948132365,156083.628797989,133596.69948132365,Capacity,0.0
Bull,SMB,2026-08-31,277390.8203417994,150097.74458273072,130286.1864722156,4184.7774890310775,4184.7774890310775,Pipeline,0.0
Bull,SMB,2026-09-30,285100.4365630041,154269.46160269325,133907.27420463372,0.0,0.0,Pipeline,0.0
Bull,SMB,2026-10-31,292980.3828148831,158533.34516734324,137608.36332322212,0.0,0.0,Pipeline,0.0
Bull,SMB,2026-11-30,301026.4383361107,162887.11139881256,141387.47140153835,177405.47165171764,141387.47140153835,Capacity,0.0
Bull,SMB,2026-12-31,309234.4869554099,167328.53301350094,145242.6651374714,177405.47165171764,145242.6651374714,Capacity,0.0
Bull,SMB,2027-01-31,303017.181166488,163964.31362387424,142322.4925795902,177405.47165171764,142322.4925795902,Capacity,0.0
Bull,SMB,2027-02-28,296953.93960052764,160683.4592582196,139474.68160907787,177405.47165171764,139474.68160907787,Capacity,0.0
Bull,SMB,2027-03-31,291040.94456131087,157483.90413948242,136697.4391129512,177405.47165171764,136697.4391129512,Capacity,0.0
Bull,SMB,2027-04-30,285274.47295475466,154363.6336803593,133989.0164113896,177405.47165171764,133989.0164113896,Capacity,0.0
Bull,SMB,2027-05-31,279650.89394467924,151320.6832148211,131347.70815668558,177405.47165171764,131347.70815668558,Capacity,0.0
Bull,SMB,2027-06-30,274166.6666666667,148353.13676106872,128771.85125947921,177405.47165171764,128771.85125947921,Capacity,0.0
Bull,SMB,2027-07-31,268818.3379985693,145459.12581514264,126259.82384160062,177405.47165171764,126259.82384160062,Capacity,0.0
Bull,SMB,2027-08-31,263602.5403862649,142636.82817442683,123810.04421486065,177405.47165171764,123810.04421486065,Capacity,0.0
Bull,SMB,2027-09-30,258515.98972328973,139884.466790306,121420.96988514718,177405.47165171764,121420.96988514718,Capacity,0.0
Bull,SMB,2027-10-31,253555.48328301348,137200.30864925386,119091.09658119967,177405.47165171764,119091.09658119967,Capacity,0.0
Bull,SMB,2027-11-30,248717.89770205526,134582.663681648,116818.95730745078,177405.47165171764,116818.95730745078,Capacity,0.0
Bull,SMB,2027-12-31,244000.18701367007,132029.88369762432,114603.12142033834,177405.47165171764,114603.12142033834,Capacity,0.0
