month_end_date,fiscal_year,fiscal_quarter,segment,beginning_deferred_revenue,billings,revenue_recognised,unbilled_receivable_movement,ending_deferred_revenue_calculated,ending_deferred_revenue,deferred_revenue_current,deferred_revenue_long_term,max_months_to_period_end,beginning_unbilled_receivable,ending_unbilled_receivable,rollforward_residual,beginning_net_contract_liability,ending_net_contract_liability,net_rollforward_residual
2026-01-31,2026,2026Q1,Total,8435939.359999998,3761022.0399999996,2515070.78,3983.8899999998393,9685874.509999998,9685874.510000004,9685874.510000004,0.0,11,300988.2600000004,304972.15000000026,5.587935447692871e-09,8134951.099999997,9380902.360000003,5.587935447692871e-09
2026-02-28,2026,2026Q1,SMB,590788.5400000002,396871.41000000027,394641.50999999983,-2145.1900000000314,590873.2500000006,590873.2499999999,590873.2499999999,0.0,11,252594.29,250449.09999999998,-6.984919309616089e-10,338194.2500000001,340424.1499999999,-6.402842700481415e-10
2026-02-28,2026,2026Q1,Mid-Market,4522586.190000001,1373963.5199999998,1181758.8999999997,0.0,4714790.810000001,4714790.809999999,4714790.809999999,0.0,11,52377.860000000175,52377.860000000175,-2.7939677238464355e-09,4470208.330000001,4662412.949999998,-2.7939677238464355e-09
2026-02-28,2026,2026Q1,Total,9685874.510000004,3609943.71,2548185.4099999997,-2145.1899999998277,10745487.620000003,10745487.619999997,10745487.619999997,0.0,11,304972.15000000026,302826.9600000004,-5.587935447692871e-09,9380902.360000003,10442660.659999996,-7.450580596923828e-09
2026-02-28,2026,2026Q1,Enterprise,4572499.78,1839108.78,971785.0000000001,1.7462298274040222e-10,5439823.5600000005,5439823.56,5439823.56,0.0,11,7.639755494892597e-11,2.510205376893282e-10,-9.313225746154785e-10,4572499.78,5439823.56,-9.313225746154785e-10
2026-03-31,2026,2026Q1,SMB,590873.2499999999,416090.61000000016,399917.98999999993,4364.640000000014,611410.5100000001,611410.5099999998,611410.5099999998,0.0,11,250449.09999999998,254813.74,-3.4924596548080444e-10,340424.1499999999,356596.7699999998,-2.9103830456733704e-10
2026-03-31,2026,2026Q1,Enterprise,5439823.56,1465592.77,982861.0000000002,-2.1464074961841106e-10,5922555.33,5922555.33,5922555.33,0.0,11,2.510205376893282e-10,3.637978807091713e-11,0.0,5439823.56,5922555.33,0.0
2026-03-31,2026,2026Q1,Mid-Market,4714790.809999999,1495139.9800000002,1187006.7899999993,906.4999999998981,5023830.5,5023830.499999999,5023830.499999999,0.0,11,52377.860000000175,53284.36000000007,-9.313225746154785e-10,4662412.949999998,4970546.139999999,-9.313225746154785e-10
2026-03-31,2026,2026Q1,Total,10745487.619999997,3376823.3600000003,2569785.7799999993,5271.139999999723,11557796.339999998,11557796.34,11557796.34,0.0,11,302826.9600000004,308098.10000000015,1.862645149230957e-09,10442660.659999996,11249698.24,3.725290298461914e-09
2026-04-30,2026,2026Q2,SMB,611410.5099999998,400309.6200000003,398372.4800000002,-2326.0400000000373,611021.6099999999,611021.6099999996,611021.6099999996,0.0,11,254813.74,252487.69999999995,-2.3283064365386963e-10,356596.7699999998,358533.9099999997,-2.3283064365386963e-10
2026-04-30,2026,2026Q2,Mid-Market,5023830.499999999,1324130.26,1209493.4599999993,-7.275957614183426e-12,5138467.3,5138467.300000004,5138467.300000004,0.0,11,53284.36000000007,53284.360000000066,3.725290298461914e-09,4970546.139999999,5085182.940000003,3.725290298461914e-09
2026-04-30,2026,2026Q2,Enterprise,5922555.33,627729.76,1012746.8800000001,-2.9103830456733704e-11,5537538.21,5537538.209999998,5537538.209999998,0.0,10,3.637978807091713e-11,7.275957614183426e-12,-1.862645149230957e-09,5922555.33,5537538.209999998,-1.862645149230957e-09
2026-04-30,2026,2026Q2,Total,11557796.34,2352169.64,2620612.8199999994,-2326.0400000000955,11287027.12,11287027.120000001,11287027.120000001,0.0,11,308098.10000000015,305772.06000000006,1.862645149230957e-09,11249698.24,10981255.06,-1.862645149230957e-09
2026-05-31,2026,2026Q2,SMB,611021.6099999996,446779.64000000036,399101.0000000002,-3165.119999999879,655535.1299999999,655535.1299999999,655535.1299999999,0.0,11,252487.69999999995,249322.58000000007,0.0,358533.9099999997,406212.5499999998,-5.820766091346741e-11
2026-05-31,2026,2026Q2,Enterprise,5537538.209999998,862369.65,1051812.3100000003,2.4920154828578234e-10,5348095.549999998,5348095.549999999,5348095.549999999,0.0,11,7.275957614183426e-12,2.5647750589996576e-10,9.313225746154785e-10,5537538.209999998,5348095.549999999,9.313225746154785e-10
2026-05-31,2026,2026Q2,Mid-Market,5138467.300000004,1184602.7800000007,1256854.2199999995,19255.760000000046,5085471.620000004,5085471.619999999,5085471.619999999,0.0,11,53284.360000000066,72540.12000000011,-4.6566128730773926e-09,5085182.940000003,5012931.499999999,-5.587935447692871e-09
2026-05-31,2026,2026Q2,Total,11287027.120000001,2493752.070000001,2707767.5300000003,16090.640000000363,11089102.3,11089102.299999997,11089102.299999997,0.0,11,305772.06000000006,321862.7000000004,-3.725290298461914e-09,10981255.06,10767239.599999996,-5.587935447692871e-09
2026-06-30,2026,2026Q2,Mid-Market,5085471.619999999,1366224.52,1291652.2799999996,1310.5800000000163,5161354.4399999995,5161354.440000001,5161354.440000001,0.0,11,72540.12000000011,73850.70000000013,1.862645149230957e-09,5012931.499999999,5087503.740000001,9.313225746154785e-10
2026-06-30,2026,2026Q2,Total,11089102.299999997,2221963.5500000003,2751393.36,4101.0100000000675,10563773.499999998,10563773.500000002,10563773.500000002,0.0,11,321862.7000000004,325963.7100000005,3.725290298461914e-09,10767239.599999996,10237809.790000001,3.725290298461914e-09
2026-06-30,2026,2026Q2,SMB,655535.1299999999,385431.12000000034,402065.7400000002,2790.430000000022,641690.9400000001,641690.9400000002,641690.9400000002,0.0,11,249322.58000000007,252113.0100000001,1.1641532182693481e-10,406212.5499999998,389577.93000000005,1.1641532182693481e-10
2026-06-30,2026,2026Q2,Enterprise,5348095.549999999,470307.91,1057675.34,4.729372449219227e-11,4760728.119999999,4760728.12,4760728.12,0.0,10,2.5647750589996576e-10,3.0377123039215803e-10,9.313225746154785e-10,5348095.549999999,4760728.12,9.313225746154785e-10
