path,month_end_date,fiscal_year,fiscal_quarter,is_actual,period_label,phase6_total_revenue,phase6_gross_profit,phase6_sales_marketing,phase6_total_opex,phase6_operating_income,phase6_commission_treatment,asc340_gaap_commission_expense,asc340_immediate_expense,asc340_amortisation,commission_accounting_adjustment,enhanced_sales_marketing,enhanced_total_opex,enhanced_operating_income,enhanced_operating_margin,phase6_operating_margin,adjustment_pct_of_revenue,commission_earned,commission_paid_cash,gaap_less_cash_commission,cumulative_expense_deferred
Base_FullClose,2025-11-30,2025,2025Q4,true,Actual,2442439.8,1850229.4899999998,1236147.9,2476525.4,-626295.9100000001,63789.0,63789.001982999995,42570.996179999995,21218.005803000004,0.0019829999946523458,1236147.9019829999,2476525.401983,-626295.9119830001,-0.2564222512190475,-0.25642225040715444,8.118930893004389e-10,103831.698,82200.476865,-18411.47488200001,519358.7793397499
Base_FullClose,2025-12-31,2025,2025Q4,true,Actual,2501575.0,1915763.42,1210853.23,2455460.07,-539696.6499999999,52494.14,52494.15615675,30074.005160999997,22420.150995750002,0.016156750003574416,1210853.24615675,2455460.0861567496,-539696.6661567499,-0.21574274853112538,-0.2157427420724943,6.458631063859535e-09,73351.2321,75923.402073,-23429.24591625,540215.8552829999
Base_FullClose,2026-01-31,2026,2026Q1,true,Actual,2556450.8699999996,2008456.7799999998,1092738.15,2329096.32,-320639.54000000004,41272.759999999995,41272.756719916666,18127.977882,23144.77883791667,-0.0032800833287183195,1092738.1467199165,2329096.3167199166,-320639.53671991674,-0.1254237038085214,-0.1254237050915827,-1.283061359484808e-09,44214.5802,59230.48978499999,-17957.733065083325,543157.6787630833
Base_FullClose,2026-02-28,2026,2026Q1,true,Actual,2574340.8,2019081.1099999999,1111024.78,2384215.15,-365134.04000000004,39347.53,39347.535296250004,15579.979499999998,23767.555796250002,0.005296250004903413,1111024.7852962501,2384215.15529625,-365134.04529625,-0.14183593924170804,-0.14183593718438525,2.057322793044112e-09,37999.94999999999,47011.76435999999,-7664.229063749983,541810.0934668332
Base_FullClose,2026-03-31,2026,2026Q1,true,Actual,2590119.8200000003,2000890.3600000003,1203029.25,2624880.22,-623989.8599999999,44715.22,44715.21432916667,20142.504231,24572.71009816667,-0.005670833328622393,1203029.2443291666,2624880.214329167,-623989.8543291666,-0.2409115784956877,-0.24091158068509733,-2.1894096500224427e-09,49128.0591,46849.633880999994,-2134.4195518333217,546222.9382376666
Base_FullClose,2026-04-30,2026,2026Q2,true,Actual,2610974.62,2046708.4200000002,1324853.52,2697201.74,-650493.3200000001,60785.25,60785.24904358334,34820.656341,25964.592702583337,-0.0009564166612108238,1324853.5190435834,2697201.7390435836,-650493.3190435834,-0.24913812415517977,-0.24913812452148618,-3.6630637995662467e-10,84928.4301,68495.80355999999,-7710.554516416647,570366.1192940833
Base_FullClose,2026-05-31,2026,2026Q2,true,Actual,2644177.26,2057214.4899999998,1271678.48,2572074.1399999997,-514859.6499999999,51719.32,51719.32068216667,24764.806838999997,26954.51384316667,0.00068216666841181,1271678.4806821668,2572074.1406821664,-514859.65068216657,-0.19471449908852428,-0.19471449883053601,2.579882516695609e-10,60401.9679,63568.626258,-11849.305575833328,579048.7665119166
Base_FullClose,2026-06-30,2026,2026Q2,true,Actual,2719270.69,2118762.34,1288126.25,2568678.39,-449916.0500000003,57002.89,57002.88741150001,28893.419796000002,28109.467615500005,-0.002588499992270954,1288126.2474115,2568678.3874115003,-449916.0474115003,-0.16545467469128655,-0.1654546756431962,-9.519096431958945e-10,70471.7556,69325.890999,-12323.003587499988,592517.6347004166
Base_FullClose,2026-07-31,2026,2026Q3,false,FY2026 Reforecast,2788191.545068093,2203825.7627678555,1289582.045919904,2606311.6793901054,-402485.9166222499,53668.470441251426,55834.05014304354,26658.947107918088,29175.103035125456,2165.579701792114,1291747.6256216962,2608477.2590918974,-404651.496324042,-0.14513045096912794,-0.14435375407912313,0.0007766968900048172,65021.82221443437,66424.79160451627,-10590.741461472731,601705.4067718075
Base_FullClose,2026-08-31,2026,2026Q3,false,FY2026 Reforecast,2793140.867265,2176556.2593719177,1365906.2544018405,2735743.366653036,-559187.1072811182,42569.06368596274,45356.603334099804,15559.540352629407,29797.062981470397,2787.5396481370626,1368693.7940499776,2738530.906301173,-561974.6469292552,-0.2011981040825671,-0.20020010943045113,0.0009979946521159809,37950.09842104734,49627.70167773783,-4271.098343638027,594298.9018587549
Base_FullClose,2026-09-30,2026,2026Q3,false,FY2026 Reforecast,2821909.6185258864,2206861.773345235,1359187.8063519076,2726411.7750576506,-519550.00171241583,40041.01051860818,43349.456497321946,13031.487185274846,30317.969312047102,3308.4459787137675,1362496.2523306212,2729720.2210363643,-522858.4476911296,-0.1852853274458383,-0.18411291357510562,0.0011724138707326986,31784.11508603621,39403.07587162306,3946.380625698883,582733.5604474692
Base_FullClose,2026-10-31,2026,2026Q4,false,FY2026 Reforecast,2844896.6146333357,2231379.8695968175,1401642.4677248732,2766259.4799191416,-534879.6103223241,40073.84710486905,43904.51198772957,13064.323771535715,30840.188216193856,3830.664882860525,1405473.1326077338,2770090.1448020022,-538710.2752051846,-0.18936022927308246,-0.18801372519867898,0.0013465040744035052,31864.20432081882,34024.11368659543,9880.39830113414,570693.2527805585
Base_FullClose,2026-11-30,2026,2026Q4,false,FY2026 Reforecast,2911870.1238967944,2299878.837409445,1409812.546300756,2771828.7742650467,-471949.9368556016,52624.47006767417,57479.03864791011,25614.94673434084,31864.091913569267,4854.568580235937,1414667.114880992,2776683.3428452825,-476804.50543583755,-0.1637451140155099,-0.16207794880082674,0.0016671652146831798,62475.4798398557,50157.08014819015,7321.958499719956,575689.6939725041
Base_FullClose,2026-12-31,2026,2026Q4,false,FY2026 Reforecast,2935718.2017674823,2325246.7531296066,1405451.9826416536,2764873.5839403896,-439626.83081078297,52624.47006767417,58502.94234528552,25614.94673434084,32887.99561094468,5878.4722776113485,1411330.454919265,2770752.056218001,-445505.30308839434,-0.15175342879305406,-0.14975103214814714,0.0020023966449069083,62475.4798398557,56962.246677037765,1540.695668247754,579662.2314670742
Base_FullClose,2027-01-31,2027,2027Q1,false,Forward Runway Projection,2952133.7423316482,2343176.531661051,1401111.3074607488,2757944.4249765994,-414767.89331554854,52624.47006767417,59047.22837566093,25614.94673434084,33432.28164132009,6422.758307986762,1407534.0657687355,2764367.1832845863,-421190.6516235353,-0.14267329612610008,-0.14049766356044474,0.0021756325656553596,62475.4798398557,61251.02881909423,-2203.800443433298,583090.482931269
Base_FullClose,2027-02-28,2027,2027Q1,false,Forward Runway Projection,2961168.4959533536,2353719.9441078585,1396790.428938861,2751041.1909079757,-397321.2468001172,52624.47006767417,59364.902889203004,25614.94673434084,33749.956154862164,6740.432821528833,1403530.8617603898,2757781.6237295046,-404061.679621646,-0.1364534575367207,-0.13417718287327615,0.002276274663444553,62475.4798398557,62475.4798398557,-3110.5769506526995,586201.0598819217
Base_FullClose,2027-03-31,2027,2027Q1,false,Forward Runway Projection,2988992.7033191943,2383047.2518194565,1392489.2556852247,2744163.7757323836,-361116.52391292714,52624.47006767417,59067.59230399509,25614.94673434084,33452.64556965425,6443.122236320916,1398932.3779215456,2750606.8979687043,-367559.64614924806,-0.12297107508528983,-0.12081545850276489,0.0021556165825249445,62475.4798398557,62475.4798398557,-3407.8875358606165,589608.9474177824
Base_FullClose,2027-04-30,2027,2027Q2,false,Forward Runway Projection,3016496.8271950665,2412048.938147669,1388207.6967354706,2737312.0739091495,-325263.1357614803,52624.47006767417,59293.75072278716,25614.94673434084,33678.80398844632,6669.280655112991,1394876.9773905836,2743981.3545642626,-331932.4164165933,-0.11003904046046867,-0.10782810471706379,0.0022109357434048813,62475.4798398557,62475.4798398557,-3181.729117068542,592790.676534851
Base_FullClose,2027-05-31,2027,2027Q2,false,Forward Runway Projection,3050262.020129085,2447306.1761499275,1383945.6615496203,2730485.9803569713,-283179.8042070437,52624.47006767417,59065.855215829244,25614.94673434084,33450.908481488405,6441.385148155074,1390387.0466977754,2736927.3655051263,-289621.1893551988,-0.09494961004790738,-0.09283786190769924,0.002111748140208125,62475.4798398557,62475.4798398557,-3409.624624026459,596200.3011588774
Base_FullClose,2027-06-30,2027,2027Q2,false,Forward Runway Projection,3099922.273294629,2498452.9774325984,1379703.0600100872,2723685.3904518327,-225232.41301923431,52624.47006767417,59418.782932454655,25614.94673434084,33803.836198113815,6794.312864780484,1386497.3728748676,2730479.703316613,-232026.7258840148,-0.07484920763429802,-0.07265743885244419,0.002191768781853817,62475.4798398557,62475.4798398557,-3056.6969074010485,599256.9980662785
Base_FullClose,2027-07-31,2027,2027Q3,false,Forward Runway Projection,3138907.743902369,2538919.5195632987,1375479.8024196879,2716910.200024934,-177990.68046163535,52624.47006767417,60063.35495524673,25614.94673434084,34448.40822090589,7438.88488757256,1382918.6873072605,2724349.0849125064,-185429.5653492079,-0.05907455091963844,-0.05670465492571402,0.002369895993924419,62475.4798398557,62475.4798398557,-2412.124884608973,601669.1229508875
Base_FullClose,2027-08-31,2027,2027Q3,false,Forward Runway Projection,3186495.000702593,2587982.3915735045,1371275.7994996638,2710160.305360628,-122177.91378712328,52624.47006767417,60280.56382137215,25614.94673434084,34665.61708703131,7656.093753697976,1378931.8932533618,2717816.3991143256,-129834.00754082126,-0.04074508433629868,-0.03834241502346125,0.002402669312837421,62475.4798398557,62475.4798398557,-2194.9160184835564,603864.0389693711
Base_FullClose,2027-09-30,2027,2027Q3,false,Forward Runway Projection,3250974.321301686,2653931.8912753165,1367090.96238771,2703435.603194363,-49503.71191904647,52624.47006767417,60649.63386916422,25614.94673434084,35034.68713482338,8025.163801490053,1375116.1261892002,2711460.766995853,-57528.875720536525,-0.017695887458594885,-0.015227346335736434,0.0024685411228584503,62475.4798398557,62475.4798398557,-1825.84597069148,605689.8849400626
Base_FullClose,2027-10-31,2027,2027Q4,false,Forward Runway Projection,3311862.5182802733,2716284.8513798807,1362925.2026360177,2696735.990710645,19548.8606692357,52624.47006767417,61046.995601872964,25614.94673434084,35432.048867532125,8422.525534198794,1371347.7281702165,2705158.5162448436,11126.335135036905,0.0033595401601436026,0.005902678798208898,0.0025431386380652954,62475.4798398557,62475.4798398557,-1428.4842379827387,607118.3691780454
Base_FullClose,2027-11-30,2027,2027Q4,false,Forward Runway Projection,3373044.988536516,2778926.68884097,1358778.4322093194,2690061.3655409976,88865.32329997234,52624.47006767417,60978.51905366505,25614.94673434084,35363.57231932421,8354.048985990878,1367132.4811953104,2698415.4145269883,80511.27431398147,0.023869018820562304,0.02634572725889698,0.002476708438334675,62475.4798398557,62475.4798398557,-1496.9607861906552,608615.3299642361
Base_FullClose,2027-12-31,2027,2027Q4,false,Forward Runway Projection,3437974.636310455,2845310.327879605,1354650.5634829504,2683411.625761941,161898.7021176638,52624.47006767417,60003.06132779046,25614.94673434084,34388.11459344962,7378.591260116293,1362029.1547430668,2690790.217022057,154520.11085754752,0.04494509913644229,0.04709130207295807,0.002146202936515787,62475.4798398557,62475.4798398557,-2472.41851206524,611087.7484763011
Base_Targeted,2024-01-31,2024,2024Q1,true,Actual,946710.02,525109.5700000001,947423.69,1888561.3,-1363451.73,12478.2,12478.188455000001,11998.570788,479.6176669999999,-0.011544999999387073,947423.6784549999,1888561.2884550001,-1363451.718455,-1.440199944704293,-1.4401999568991568,-1.2194864061317396e-08,29264.806800000002,17266.236012,-4788.047557,16786.618345
Base_Targeted,2024-02-29,2024,2024Q1,true,Actual,1658954.41,1242959.2,977703.18,1965500.83,-722541.6300000001,18853.539999999997,18853.54643283333,17667.699581999997,1185.8468508333333,0.006432833331928123,977703.1864328334,1965500.8364328335,-722541.6364328335,-0.43554038138566664,-0.4355403775080234,3.877643227054156e-09,43091.9502,32155.156182,-13301.60974916667,41025.02211216667
Base_Targeted,2024-03-31,2024,2024Q1,true,Actual,1674355.28,1250219.24,1054104.8,2118453.97,-868234.7300000002,35559.82,35559.811660416664,33052.750527,2507.061133416667,-0.008339583335327916,1054104.7916604166,2118453.961660417,-868234.7216604169,-0.51854868081547,-0.5185486857962428,-4.980772859227294e-09,80616.4647,61571.935671,-26012.124010583335,86081.67515175001
Base_Targeted,2024-04-30,2024,2024Q2,true,Actual,1718726.73,1269606.3,1037058.49,2090908.53,-821302.23,23261.960000000003,23261.959483,19957.153070999997,3304.806412,-0.0005170000040379819,1037058.489483,2090908.529483,-821302.229483,-0.47785503951695685,-0.4778550398177609,-3.0080407490839563e-10,48675.9831,54464.08221,-31202.122727,111495.69876875001
Base_Targeted,2024-05-31,2024,2024Q2,true,Actual,1770528.8699999999,1328588.16,1098451.4,2141260.77,-812672.6100000001,35872.79,35872.80266033333,31316.197043999997,4556.605616333333,0.012660333326493856,1098451.4126603333,2141260.7826603334,-812672.6226603334,-0.4589999273269876,-0.45899992017639346,7.150594119650733e-09,76380.9684,69270.230535,-33397.42787466667,152003.86450841668
Base_Targeted,2024-06-30,2024,2024Q2,true,Actual,1801896.03,1325414.11,1083768.5,2129017.78,-803603.6699999997,22013.35,22013.353590083338,16785.771993000002,5227.581597083334,0.003590083339076955,1083768.5035900834,2129017.783590083,-803603.673590083,-0.4459767157542841,-0.4459767137618921,1.9923920577576028e-09,40940.9073,51762.05426099999,-29748.700670916653,170931.41821833333
Base_Targeted,2024-07-31,2024,2024Q3,true,Actual,1839292.55,1380989.92,1049621.29,2126136.17,-745146.25,15096.63,15096.634486666666,9489.721214999998,5606.913271666667,0.004486666666707606,1049621.2944866668,2126136.1744866665,-745146.2544866666,-0.4051265550369715,-0.4051265525976278,2.439343684998673e-09,23145.6615,35712.723864,-20616.089377333334,178980.44523166667
Base_Targeted,2024-08-31,2024,2024Q3,true,Actual,1877082.55,1405239.24,1061352.01,2108439.45,-703200.2100000002,26594.66,26594.651677916667,20181.043575,6413.608102916667,-0.008322083333041519,1061352.0016779166,2108439.441677917,-703200.2016779168,-0.37462401516540483,-0.37462401959892505,-4.433520163000566e-09,49222.0575,43151.481827999996,-16556.83015008333,201607.85105375
Base_Targeted,2024-09-30,2024,2024Q3,true,Actual,1891273.75,1415247.6400000001,1152926.23,2283191.58,-867943.94,23450.39,23450.3818675,16381.940115,7068.441752500001,-0.008132499999192078,1152926.2218674999,2283191.5718675,-867943.9318675,-0.45892030800274153,-0.4589203123027536,-4.300012094596077e-09,39955.9515,39773.11351200001,-16322.73164450001,218113.42068625
Base_Targeted,2024-10-31,2024,2024Q4,true,Actual,1919633.57,1423223.12,1131396.07,2254046.2600000002,-830823.1400000001,23369.15,23369.152189166663,15674.168471999998,7694.983717166668,0.0021891666619922034,1131396.0721891667,2254046.262189167,-830823.1421891667,-0.4328029865560054,-0.43280298541559686,1.1404086155839644e-09,38229.6792,39562.29408299999,-16193.14189383333,232973.94769708332
Base_Targeted,2024-11-30,2024,2024Q4,true,Actual,1956075.7,1493394.29,1115138.52,2221042.8200000003,-727648.5300000003,36115.380000000005,36115.38502175,27328.021058999995,8787.363962750002,0.005021749995648861,1115138.52502175,2221042.8250217503,-727648.5350217503,-0.371994056785098,-0.3719940542178405,2.5672574919512883e-09,66653.70989999999,55681.23056699999,-19565.84554524999,263512.2725753333
Base_Targeted,2024-12-31,2024,2024Q4,true,Actual,2004920.59,1506746.1,1128812.47,2223423.83,-716677.73,60804.64,60804.648449,50017.923063,10786.725386000002,0.008449000000837259,1128812.478449,2223423.838449,-716677.7384489999,-0.35745941361647643,-0.35745940940234444,4.214131992548024e-09,121994.9343,94257.757662,-33453.109213,324702.5584263333
Base_Targeted,2025-01-31,2025,2025Q1,true,Actual,2084030.5999999999,1602033.0699999998,1096480.65,2160710.21,-558677.1400000001,47174.63,47174.62055683333,34989.272489999996,12185.348066833336,-0.00944316666573286,1096480.6405568332,2160710.2005568333,-558677.1305568335,-0.26807530108091193,-0.2680753056121154,-4.53120346012811e-09,85339.689,89269.957953,-42095.33739616667,362867.6268695
Base_Targeted,2025-02-28,2025,2025Q1,true,Actual,2136465.82,1652049.42,1134606.79,2298012.09,-645962.6699999999,36490.17,36490.170306416665,23370.630374999997,13119.53993141667,0.0003064166667172685,1134606.7903064168,2298012.0903064166,-645962.6703064166,-0.3023510436064063,-0.3023510434629841,1.434222180616344e-10,57001.5375,73004.474793,-36514.304486583336,383378.9940630833
Base_Targeted,2025-03-31,2025,2025Q1,true,Actual,2155611.31,1633968.1600000001,1178944.7,2385227.06,-751258.8999999999,37486.15,37486.161398916665,23430.054257999996,14056.107140916669,0.011398916663893033,1178944.7113989166,2385227.0713989167,-751258.9113989166,-0.34851316093666096,-0.3485131556486405,5.288020438106271e-09,57146.47379999999,63654.12699899999,-26167.965600083327,403039.3064641666
Base_Targeted,2025-04-30,2025,2025Q2,true,Actual,2197244.75,1669057.67,1210305.74,2455749.06,-786691.3900000001,39027.61,39027.615953,24011.691860999996,15015.924092000003,0.005952999999863096,1210305.745953,2455749.065953,-786691.3959530002,-0.3580353968091175,-0.3580353940998153,2.70930218395702e-09,58565.10209999999,59090.90202299999,-20063.286069999987,422576.7926111666
Base_Targeted,2025-05-31,2025,2025Q2,true,Actual,2242515.31,1708321.4300000002,1179057.08,2353997.3,-645675.8699999996,30286.46,30286.465968250002,14683.595967,15602.870001250003,0.0059682500032067765,1179057.0859682502,2353997.3059682497,-645675.8759682496,-0.287924846304951,-0.2879248436435422,2.661408810273307e-09,35813.6487,44880.594048,-14594.128079749997,428103.9753429166
Base_Targeted,2025-06-30,2025,2025Q2,true,Actual,2269115.65,1723312.19,1178626.81,2317585.6799999997,-594273.4899999998,40983.61,40983.61825583334,24405.201579,16578.416676833338,0.008255833337898366,1178626.8182558334,2317585.688255833,-594273.498255833,-0.2618965226632821,-0.2618965190249337,3.638348419084927e-09,59524.8819,53841.792768,-12858.17451216666,446645.23898708326
Base_Targeted,2025-07-31,2025,2025Q3,true,Actual,2298434.55,1753982.0699999998,1137773.4,2304780.94,-550798.8700000001,29330.07,29330.066916833337,12261.521664,17068.545252833337,-0.003083166662690928,1137773.3969168332,2304780.9369168333,-550798.8669168334,-0.23964087509771967,-0.23964087643913992,-1.3414202561003656e-09,29906.150400000002,38691.866474999995,-9361.799558166658,447221.3224702499
Base_Targeted,2025-08-31,2025,2025Q3,true,Actual,2333202.0,1794925.0,1136819.56,2338168.07,-543243.0699999998,33601.89,33601.88455575,15897.855903,17704.028652750003,-0.005444249996799044,1136819.55455575,2338168.0645557498,-543243.0645557499,-0.23283156132891616,-0.23283156366229749,-2.3333813346632845e-09,38775.2583,39521.846403,-5919.961847250001,452394.6962144999
Base_Targeted,2025-09-30,2025,2025Q3,true,Actual,2357308.6,1812087.04,1217022.63,2416087.6199999996,-604000.5799999996,46341.94,46341.93011941666,27537.161279999997,18804.76883941667,-0.009880583340418525,1217022.6201194166,2416087.6101194164,-604000.5701194162,-0.2562246496362064,-0.25622465382767434,-4.191467905567614e-09,67163.808,55112.812461,-8770.88234158334,473216.5740950832
Base_Targeted,2025-10-31,2025,2025Q4,true,Actual,2381831.66,1819406.1800000002,1228561.59,2503410.46,-684004.2799999998,37317.15,37317.149872333335,17800.830230999996,19516.319641333335,-0.00012766666623065248,1228561.5898723335,2503410.4598723333,-684004.2798723332,-0.28717574434808424,-0.2871757444016844,-5.3600205411096295e-11,43416.6591,47688.286887,-10371.137014666667,479316.0833227499
Base_Targeted,2025-11-30,2025,2025Q4,true,Actual,2442439.8,1850229.4899999998,1236147.9,2476525.4,-626295.9100000001,63789.0,63789.001982999995,42570.996179999995,21218.005803000004,0.0019829999946523458,1236147.9019829999,2476525.401983,-626295.9119830001,-0.2564222512190475,-0.25642225040715444,8.118930893004389e-10,103831.698,82200.476865,-18411.47488200001,519358.7793397499
Base_Targeted,2025-12-31,2025,2025Q4,true,Actual,2501575.0,1915763.42,1210853.23,2455460.07,-539696.6499999999,52494.14,52494.15615675,30074.005160999997,22420.150995750002,0.016156750003574416,1210853.24615675,2455460.0861567496,-539696.6661567499,-0.21574274853112538,-0.2157427420724943,6.458631063859535e-09,73351.2321,75923.402073,-23429.24591625,540215.8552829999
Base_Targeted,2026-01-31,2026,2026Q1,true,Actual,2556450.8699999996,2008456.7799999998,1092738.15,2329096.32,-320639.54000000004,41272.759999999995,41272.756719916666,18127.977882,23144.77883791667,-0.0032800833287183195,1092738.1467199165,2329096.3167199166,-320639.53671991674,-0.1254237038085214,-0.1254237050915827,-1.283061359484808e-09,44214.5802,59230.48978499999,-17957.733065083325,543157.6787630833
Base_Targeted,2026-02-28,2026,2026Q1,true,Actual,2574340.8,2019081.1099999999,1111024.78,2384215.15,-365134.04000000004,39347.53,39347.535296250004,15579.979499999998,23767.555796250002,0.005296250004903413,1111024.7852962501,2384215.15529625,-365134.04529625,-0.14183593924170804,-0.14183593718438525,2.057322793044112e-09,37999.94999999999,47011.76435999999,-7664.229063749983,541810.0934668332
Base_Targeted,2026-03-31,2026,2026Q1,true,Actual,2590119.8200000003,2000890.3600000003,1203029.25,2624880.22,-623989.8599999999,44715.22,44715.21432916667,20142.504231,24572.71009816667,-0.005670833328622393,1203029.2443291666,2624880.214329167,-623989.8543291666,-0.2409115784956877,-0.24091158068509733,-2.1894096500224427e-09,49128.0591,46849.633880999994,-2134.4195518333217,546222.9382376666
Base_Targeted,2026-04-30,2026,2026Q2,true,Actual,2610974.62,2046708.4200000002,1324853.52,2697201.74,-650493.3200000001,60785.25,60785.24904358334,34820.656341,25964.592702583337,-0.0009564166612108238,1324853.5190435834,2697201.7390435836,-650493.3190435834,-0.24913812415517977,-0.24913812452148618,-3.6630637995662467e-10,84928.4301,68495.80355999999,-7710.554516416647,570366.1192940833
Base_Targeted,2026-05-31,2026,2026Q2,true,Actual,2644177.26,2057214.4899999998,1271678.48,2572074.1399999997,-514859.6499999999,51719.32,51719.32068216667,24764.806838999997,26954.51384316667,0.00068216666841181,1271678.4806821668,2572074.1406821664,-514859.65068216657,-0.19471449908852428,-0.19471449883053601,2.579882516695609e-10,60401.9679,63568.626258,-11849.305575833328,579048.7665119166
Base_Targeted,2026-06-30,2026,2026Q2,true,Actual,2719270.69,2118762.34,1288126.25,2568678.39,-449916.0500000003,57002.89,57002.88741150001,28893.419796000002,28109.467615500005,-0.002588499992270954,1288126.2474115,2568678.3874115003,-449916.0474115003,-0.16545467469128655,-0.1654546756431962,-9.519096431958945e-10,70471.7556,69325.890999,-12323.003587499988,592517.6347004166
Base_Targeted,2026-07-31,2026,2026Q3,false,FY2026 Reforecast,2788191.545068093,2203825.7627678555,1289582.045919904,2606311.6793901054,-402485.9166222499,53668.470441251426,55834.05014304354,26658.947107918088,29175.103035125456,2165.579701792114,1291747.6256216962,2608477.2590918974,-404651.496324042,-0.14513045096912794,-0.14435375407912313,0.0007766968900048172,65021.82221443437,66424.79160451627,-10590.741461472731,601705.4067718075
Base_Targeted,2026-08-31,2026,2026Q3,false,FY2026 Reforecast,2793140.867265,2176556.2593719177,1365906.2544018405,2735743.366653036,-559187.1072811182,42569.06368596274,45356.603334099804,15559.540352629407,29797.062981470397,2787.5396481370626,1368693.7940499776,2738530.906301173,-561974.6469292552,-0.2011981040825671,-0.20020010943045113,0.0009979946521159809,37950.09842104734,49627.70167773783,-4271.098343638027,594298.9018587549
Base_Targeted,2026-09-30,2026,2026Q3,false,FY2026 Reforecast,2821909.6185258864,2206861.773345235,1359187.8063519076,2726411.7750576506,-519550.00171241583,40041.01051860818,43349.456497321946,13031.487185274846,30317.969312047102,3308.4459787137675,1362496.2523306212,2729720.2210363643,-522858.4476911296,-0.1852853274458383,-0.18411291357510562,0.0011724138707326986,31784.11508603621,39403.07587162306,3946.380625698883,582733.5604474692
Base_Targeted,2026-10-31,2026,2026Q4,false,FY2026 Reforecast,2844896.6146333357,2231379.8695968175,1355049.2865034991,2719666.2986977673,-488286.4291009498,40073.84710486905,43904.51198772957,13064.323771535715,30840.188216193856,3830.664882860525,1358879.9513863598,2723496.963580628,-492117.0939838103,-0.17298241751651025,-0.17163591344210677,0.0013465040744035052,31864.20432081882,34024.11368659543,9880.39830113414,570693.2527805585
Base_Targeted,2026-11-30,2026,2026Q4,false,FY2026 Reforecast,2911800.742815916,2299809.4563285667,1363430.2762095383,2725446.504173829,-425637.04784526257,52607.24239076814,57461.122330802544,25597.719057434802,31863.40327336774,4853.879940034407,1368284.1561495727,2730300.3841138636,-430490.927785297,-0.14784353937934022,-0.14617657093996123,0.0016669684393789816,62433.46111569464,50132.28910093512,7328.833229867421,575665.5915654507
Base_Targeted,2026-12-31,2026,2026Q4,false,FY2026 Reforecast,2935696.8033431415,2325225.3547052657,1359313.9619757724,2718735.5632745083,-393510.2085692426,52624.47006767417,58502.253705084,25614.94673434084,32887.30697074316,5877.783637409826,1365191.7456131822,2724613.3469119184,-399387.9922066524,-0.1360453817137497,-0.1340432050479863,0.002002176665763394,62475.4798398557,56952.58237048072,1549.6713346032775,579638.8177002224
Base_Targeted,2027-01-31,2027,2027Q1,false,Forward Runway Projection,2952094.8361055725,2343137.625434975,1355199.1969542305,2712032.314470081,-368894.689035106,52624.47006767417,59046.5397354594,25614.94673434084,33431.59300111856,6422.069667785232,1361621.2666220157,2718454.3841378666,-375316.75870289124,-0.1271357390394721,-0.12496031107244335,0.0021754279670287554,62475.4798398557,61245.146197711685,-2198.6064622522827,583067.7578046187
Base_Targeted,2027-02-28,2027,2027Q1,false,Forward Runway Projection,2960813.0304753426,2353364.4786298475,1351024.5191656102,2705275.2811347246,-351910.8025048771,52545.86678786224,59282.468968167246,25536.3434545289,33746.12551363835,6736.60218030501,1357761.1213459151,2712011.8833150296,-358647.4046851821,-0.12113139228774712,-0.11885613812243312,0.0022752541653140064,62283.76452324122,62360.68705408672,-3078.2180859194705,586069.0533596927
Base_Targeted,2027-03-31,2027,2027Q1,false,Forward Runway Projection,2988180.71891385,2382235.267414112,1346857.935935679,2698532.455982838,-316297.1885687257,52456.753528638685,58889.34100733802,25447.230195305354,33442.11081203267,6432.587478699337,1353290.5234143783,2704965.043461537,-322729.77604742505,-0.10800209438628984,-0.10584941752910249,0.0021526768571873615,62066.415110500864,62190.03712671502,-3300.6961193769966,589246.1274628555
Base_Targeted,2027-04-30,2027,2027Q2,false,Forward Runway Projection,3015046.6484422954,2410598.759394898,1342712.07988685,2691816.457060529,-281217.69766563084,52369.84848717119,59018.416421756316,25360.325153837854,33658.09126791846,6648.567934585124,1349360.647821435,2698465.024995114,-287866.265600216,-0.09547655448347384,-0.09327142510744242,0.0022051293760314006,61854.45159472648,61988.14814315182,-2969.731721395503,592082.1626358257
Base_Targeted,2027-05-31,2027,2027Q2,false,Forward Runway Projection,3047983.8131816126,2445027.969202455,1338586.811122951,2685127.129930302,-240099.1607278469,52285.09694404199,58692.20364382753,25275.573610708656,33416.630033118876,6407.106699785545,1344993.9178227365,2691534.2366300877,-246506.26742763244,-0.08087518915342234,-0.07877310886281295,0.0021020802906093978,61647.740513923556,61779.33946640175,-3087.135822574215,595037.6995059217
Base_Targeted,2027-06-30,2027,2027Q2,false,Forward Runway Projection,3096630.908369154,2495161.6125071235,1334481.9914998838,2678464.321941629,-183302.70943450555,52202.445535775114,58945.61040788928,25192.922202441776,33752.688205447506,6743.164872114168,1341225.156371998,2685207.486813743,-190045.87430661972,-0.06137181986816365,-0.05919423879000234,0.0021775810781613195,61446.15171327263,61574.489656715006,-2628.879248825724,597538.240811305
Base_Targeted,2027-07-31,2027,2027Q3,false,Forward Runway Projection,3134422.678713323,2534434.454374253,1330397.484590162,2671827.8821954085,-137393.42782115564,52121.84222123622,59489.4876236358,25112.31888790289,34377.168735732914,7367.645402399583,1337765.1299925616,2679195.527597808,-144761.07322355523,-0.046184285931398214,-0.043833726942518005,0.002350558988880208,61249.55826317778,61374.71600506596,-1885.2283814301554,599298.311450847
