path,month_end_date,subscription_revenue,services_revenue,total_revenue,subscription_cogs,services_cogs,total_cogs,gross_profit,sales_marketing,research_development,general_administrative,total_opex,operating_income,is_actual,period_label
Base_Targeted,2027-04-30,2963846.7844174146,51199.86402488061,3015046.6484422954,536264.7740269458,68183.11502045135,604447.8890473972,2410598.759394898,1342712.07988685,852113.0022127206,496991.3749609585,2691816.457060529,-281217.69766563084,false,Forward Runway Projection
Base_Targeted,2027-05-31,2997125.2693301085,50858.543851503986,3047983.8131816126,534965.4601612092,67990.38381794821,602955.8439791574,2445027.969202455,1338586.811122951,850165.9672619391,496374.3515454117,2685127.129930302,-240099.1607278469,false,Forward Runway Projection
Base_Targeted,2027-06-30,3046105.226810865,50525.68155828921,3096630.908369154,533671.0320180886,67798.263843942,601469.2958620306,2495161.6125071235,1334481.9914998838,848223.7439623983,495758.58647934726,2678464.321941629,-183302.70943450555,false,Forward Runway Projection
Base_Targeted,2027-07-31,3084221.611153522,50201.067559801835,3134422.678713324,532381.4711790903,67606.75315998023,599988.2243390705,2534434.4543742537,1330397.484590162,846286.3204087428,495144.0771965036,2671827.8821954085,-137393.4278211547,false,Forward Runway Projection
Base_Targeted,2027-08-31,3130755.6693202867,49884.497464113745,3180640.1667844006,531096.7592953303,67415.84983375808,598512.6091290883,2582127.557655312,1326333.1556482953,844353.6847251111,494530.82113585284,2665217.661509259,-83090.10385394702,false,Forward Runway Projection
Base_Targeted,2027-09-30,3194002.2412038376,49575.771944108565,3243578.013147946,529816.878087271,67225.5519390988,597042.4300263699,2646535.5831215763,1322288.8715769886,842425.8250650626,493918.8157415901,2658633.5123836417,-12097.929262065329,false,Forward Runway Projection
Base_Targeted,2027-10-31,3253482.588618087,49274.6966119762,3302757.2852300634,528541.8093444585,67035.85755593434,595577.6669003929,2707179.6183296703,1318264.5008941477,840502.7296115045,493308.0584631228,2652075.288968775,55104.329360895324,false,Forward Runway Projection
Base_Targeted,2027-11-30,3313086.4474429246,48981.08189681728,3362067.529339742,527271.5349252603,66846.76477028595,594118.2996955463,2767949.2296441956,1314259.9137006598,838584.3865766186,492698.5467550597,2645542.847032338,122406.38261185773,false,Forward Runway Projection
Base_Targeted,2027-12-31,3376270.9533805787,48694.742925280574,3424965.6963058594,526006.0367566053,66658.27167424493,592664.3084308502,2832301.3878750093,1310274.9816489418,836670.7842017895,492090.2780772009,2639036.043927932,193265.34394707717,false,Forward Runway Projection
Bear,2024-01-31,851177.12,95532.9,946710.02,391528.01,30072.44,421600.45,525109.5700000001,947423.69,626891.8,314245.81,1888561.3,-1363451.73,true,Actual
Bear,2024-02-29,1563029.64,95924.77,1658954.41,385815.06,30180.15,415995.21,1242959.2,977703.18,634415.09,353382.56,1965500.83,-722541.6300000001,true,Actual
Bear,2024-03-31,1593423.5,80931.78,1674355.28,393784.1,30351.94,424136.04,1250219.24,1054104.8,651362.74,412986.43,2118453.97,-868234.7300000002,true,Actual
Bear,2024-04-30,1642498.21,76228.52,1718726.73,405560.56,43559.87,449120.43,1269606.3,1037058.49,647342.52,406507.52,2090908.53,-821302.23,true,Actual
Bear,2024-05-31,1693281.48,77247.39,1770528.8699999999,398368.29,43572.42,441940.70999999996,1328588.16,1098451.4,671563.05,371246.32,2141260.77,-812672.6100000001,true,Actual
Bear,2024-06-30,1731131.94,70764.09,1801896.03,433322.47,43159.45,476481.92,1325414.11,1083768.5,686524.48,358724.8,2129017.78,-803603.6699999997,true,Actual
Bear,2024-07-31,1773608.8,65683.75,1839292.55,414868.96,43433.67,458302.63,1380989.92,1049621.29,720045.75,356469.13,2126136.17,-745146.25,true,Actual
Bear,2024-08-31,1816516.27,60566.28,1877082.55,428333.21,43510.1,471843.31,1405239.24,1061352.01,697618.82,349468.62,2108439.45,-703200.2100000002,true,Actual
Bear,2024-09-30,1833023.39,58250.36,1891273.75,432601.04,43425.07,476026.11,1415247.6400000001,1152926.23,721189.24,409076.11,2283191.58,-867943.94,true,Actual
Bear,2024-10-31,1851400.37,68233.2,1919633.57,452977.07,43433.38,496410.45,1423223.12,1131396.07,725472.84,397177.35,2254046.2600000002,-830823.1400000001,true,Actual
Bear,2024-11-30,1883108.42,72967.28,1956075.7,419045.68,43635.73,462681.41,1493394.29,1115138.52,710708.55,395195.75,2221042.8200000003,-727648.5300000003,true,Actual
Bear,2024-12-31,1921557.77,83362.82,2004920.59,447083.21,51091.28,498174.49,1506746.1,1128812.47,715384.71,379226.65,2223423.83,-716677.73,true,Actual
Bear,2025-01-31,1996693.19,87337.41,2084030.5999999999,430866.15,51131.38,481997.53,1602033.0699999998,1096480.65,714081.25,350148.31,2160710.21,-558677.1400000001,true,Actual
Bear,2025-02-28,2049863.92,86601.9,2136465.82,434260.77,50155.63,484416.4,1652049.42,1134606.79,744423.13,418982.17,2298012.09,-645962.6699999999,true,Actual
Bear,2025-03-31,2082086.24,73525.07,2155611.31,470723.59,50919.56,521643.15,1633968.1600000001,1178944.7,719937.97,486344.39,2385227.06,-751258.8999999999,true,Actual
Bear,2025-04-30,2129369.35,67875.4,2197244.75,477560.96,50626.12,528187.0800000001,1669057.67,1210305.74,747789.87,497653.45,2455749.06,-786691.3900000001,true,Actual
Bear,2025-05-31,2179396.31,63119.0,2242515.31,474228.27,59965.61,534193.88,1708321.4300000002,1179057.08,762072.84,412867.38,2353997.3,-645675.8699999996,true,Actual
Bear,2025-06-30,2209872.0,59243.65,2269115.65,486841.87,58961.59,545803.46,1723312.19,1178626.81,751289.38,387669.49,2317585.6799999997,-594273.4899999998,true,Actual
Bear,2025-07-31,2240981.88,57452.67,2298434.55,482379.7,62072.78,544452.48,1753982.0699999998,1137773.4,754504.33,412503.21,2304780.94,-550798.8700000001,true,Actual
Bear,2025-08-31,2276602.52,56599.48,2333202.0,476242.23,62034.77,538277.0,1794925.0,1136819.56,779830.22,421518.29,2338168.07,-543243.0699999998,true,Actual
Bear,2025-09-30,2303897.33,53411.27,2357308.6,482779.47,62442.09,545221.5599999999,1812087.04,1217022.63,770226.36,428838.63,2416087.6199999996,-604000.5799999996,true,Actual
Bear,2025-10-31,2331006.71,50824.95,2381831.66,500497.99,61927.49,562425.48,1819406.1800000002,1228561.59,835485.8,439363.07,2503410.46,-684004.2799999998,true,Actual
Bear,2025-11-30,2372251.11,70188.69,2442439.8,516823.85,75386.46,592210.3099999999,1850229.4899999998,1236147.9,809539.01,430838.49,2476525.4,-626295.9100000001,true,Actual
Bear,2025-12-31,2425179.95,76395.05,2501575.0,522900.35,62911.23,585811.58,1915763.42,1210853.23,811256.98,433349.86,2455460.07,-539696.6499999999,true,Actual
Bear,2026-01-31,2485743.32,70707.55,2556450.8699999996,485515.3,62478.79,547994.09,2008456.7799999998,1092738.15,804145.12,432213.05,2329096.32,-320639.54000000004,true,Actual
Bear,2026-02-28,2515388.27,58952.53,2574340.8,492789.53,62470.16,555259.6900000001,2019081.1099999999,1111024.78,810796.51,462393.86,2384215.15,-365134.04000000004,true,Actual
Bear,2026-03-31,2533283.83,56835.99,2590119.8200000003,519298.51,69930.95,589229.46,2000890.3600000003,1203029.25,822096.85,599754.12,2624880.22,-623989.8599999999,true,Actual
Bear,2026-04-30,2560065.62,50909.0,2610974.62,494409.36,69856.84,564266.2,2046708.4200000002,1324853.52,817844.18,554504.04,2697201.74,-650493.3200000001,true,Actual
Bear,2026-05-31,2597740.65,46436.61,2644177.26,517045.75,69917.02,586962.77,2057214.4899999998,1271678.48,829779.86,470615.8,2572074.1399999997,-514859.6499999999,true,Actual
Bear,2026-06-30,2668547.91,50722.78,2719270.69,530858.05,69650.3,600508.3500000001,2118762.34,1288126.25,827519.54,453032.6,2568678.39,-449916.0500000003,true,Actual
Bear,2026-07-31,2731761.7365,47965.33728287888,2779727.073782879,514420.2582618899,69945.52403834781,584365.7823002377,2195361.2914826414,1285583.2038537164,828190.127851789,488539.5056184126,2602312.837323918,-406951.54584127665,false,FY2026 Reforecast
Bear,2026-08-31,2772998.5704591502,9969.76099620315,2782968.331455353,546837.4043681584,69747.20352492359,616584.6078930821,2166383.7235622713,1363572.323348946,867863.9396975443,501973.17255365115,2733409.435600141,-567025.7120378697,false,FY2026 Reforecast
Bear,2026-09-30,2798351.4012585226,1315.70955951497,2799667.1108180378,545498.3332146928,69549.51196595903,615047.8451806518,2184619.265637386,1357233.0832741163,865877.979380482,501345.9893252614,2724457.0519798594,-539837.7863424732,false,FY2026 Reforecast
Bear,2026-10-31,2809436.939176926,1428.1160192272778,2810865.055196153,544164.2976697327,69352.44736678548,613516.7450365182,2197348.310159635,1353089.6379377688,863896.927028125,500720.08516614337,2717706.6501320372,-520358.33997240243,false,FY2026 Reforecast
Bear,2026-11-30,2813695.7160432544,35513.20561055687,2849208.9216538114,542835.2787482892,69156.00773906018,611991.2864873494,2237217.635166462,1357400.7342716225,861920.7704965108,500095.45746777987,2719416.962235913,-482199.3270694511,false,FY2026 Reforecast
Bear,2026-12-31,2818652.083806984,35513.20561055687,2854165.289417541,541511.2575371295,68960.19110074619,610471.4486378756,2243693.8407796654,1353267.1923609504,859949.4976717624,499472.10362697364,2712688.793659686,-468994.9528800207,false,FY2026 Reforecast
Bear,2027-01-31,2807984.8888743785,35513.20561055687,2843498.0944849355,540192.215194505,68764.99547609246,608957.2106705975,2234540.883814338,1349152.4273394085,857983.0964700143,498850.0210458361,2705985.544855259,-471444.66104092076,false,Forward Runway Projection
Bear,2027-02-28,2788460.749610821,35513.20561055687,2823973.955221378,538878.1329498813,68570.41889561381,607448.5518454951,2216525.4033758827,1345056.3528306002,856021.5548373375,498229.2071317771,2699307.1147997146,-482781.711423832,false,Forward Runway Projection
Bear,2027-03-31,2791483.9548402256,35513.20561055687,2826997.1604507826,537568.9921036669,68376.45939607108,605945.4514997379,2221051.708951045,1340978.8828598924,854064.8607496655,497609.65929749334,2692653.402907051,-471601.6939560063,false,Forward Runway Projection
Bear,2027-04-30,2794123.0598816685,35513.20561055687,2829636.2654922255,536264.7740269458,68183.11502045135,604447.8890473972,2225188.376444828,1336919.931852531,852113.0022127206,496991.3749609585,2686024.30902621,-460835.9325813819,false,Forward Runway Projection
Bear,2027-05-31,2804275.4477928863,35513.20561055687,2839788.6534034433,534965.4601612092,67990.38381794821,602955.8439791574,2236832.809424286,1332879.4146317614,850165.9672619391,496374.3515454117,2679419.733439112,-442586.9240148263,false,Forward Runway Projection
Bear,2027-06-30,2833501.9079819345,35513.20561055687,2869015.1135924915,533671.0320180886,67798.263843942,601469.2958620306,2267545.817730461,1328857.2464169608,848223.7439623983,495758.58647934726,2672839.5768587063,-405293.7591282455,false,Forward Runway Projection
Bear,2027-07-31,2849918.6291016187,35513.20561055687,2885431.8347121757,532381.4711790903,67606.75315998023,599988.2243390705,2285443.610373105,1324853.342821778,846286.3204087428,495144.0771965036,2666283.740427024,-380840.1300539193,false,Forward Runway Projection
Bear,2027-08-31,2876657.4936522827,35513.20561055687,2912170.6992628397,531096.7592953303,67415.84983375808,598512.6091290883,2313658.0901337513,1320867.6198522823,844353.6847251111,494530.82113585284,2659752.1257132464,-346094.03557949513,false,Forward Runway Projection
Bear,2027-09-30,2923666.834761591,35513.20561055687,2959180.040372148,529816.878087271,67225.5519390988,597042.4300263699,2362137.610345778,1316899.9939051203,842425.8250650626,493918.8157415901,2653244.634711773,-291107.0243659951,false,Forward Runway Projection
Bear,2027-10-31,2966366.8275262904,35513.20561055687,3001880.0331368474,528541.8093444585,67035.85755593434,595577.6669003929,2406302.366236455,1312950.3817656843,840502.7296115045,493308.0584631228,2646761.1698403116,-240458.80360385682,false,Forward Runway Projection
Bear,2027-11-30,3009419.9482241776,35513.20561055687,3044933.1538347346,527271.5349252603,66846.76477028595,594118.2996955463,2450814.8541391883,1309018.7006062844,838584.3865766186,492698.5467550597,2640301.633937963,-189486.7797987745,false,Forward Runway Projection
Bear,2027-12-31,3056969.6819433006,35513.20561055687,3092482.8875538576,526006.0367566053,66658.27167424493,592664.3084308502,2499818.5791230076,1305104.8679843356,836670.7842017895,492090.2780772009,2633865.930263326,-134047.35114031844,false,Forward Runway Projection
Bull,2024-01-31,851177.12,95532.9,946710.02,391528.01,30072.44,421600.45,525109.5700000001,947423.69,626891.8,314245.81,1888561.3,-1363451.73,true,Actual
Bull,2024-02-29,1563029.64,95924.77,1658954.41,385815.06,30180.15,415995.21,1242959.2,977703.18,634415.09,353382.56,1965500.83,-722541.6300000001,true,Actual
Bull,2024-03-31,1593423.5,80931.78,1674355.28,393784.1,30351.94,424136.04,1250219.24,1054104.8,651362.74,412986.43,2118453.97,-868234.7300000002,true,Actual
Bull,2024-04-30,1642498.21,76228.52,1718726.73,405560.56,43559.87,449120.43,1269606.3,1037058.49,647342.52,406507.52,2090908.53,-821302.23,true,Actual
Bull,2024-05-31,1693281.48,77247.39,1770528.8699999999,398368.29,43572.42,441940.70999999996,1328588.16,1098451.4,671563.05,371246.32,2141260.77,-812672.6100000001,true,Actual
Bull,2024-06-30,1731131.94,70764.09,1801896.03,433322.47,43159.45,476481.92,1325414.11,1083768.5,686524.48,358724.8,2129017.78,-803603.6699999997,true,Actual
Bull,2024-07-31,1773608.8,65683.75,1839292.55,414868.96,43433.67,458302.63,1380989.92,1049621.29,720045.75,356469.13,2126136.17,-745146.25,true,Actual
Bull,2024-08-31,1816516.27,60566.28,1877082.55,428333.21,43510.1,471843.31,1405239.24,1061352.01,697618.82,349468.62,2108439.45,-703200.2100000002,true,Actual
Bull,2024-09-30,1833023.39,58250.36,1891273.75,432601.04,43425.07,476026.11,1415247.6400000001,1152926.23,721189.24,409076.11,2283191.58,-867943.94,true,Actual
Bull,2024-10-31,1851400.37,68233.2,1919633.57,452977.07,43433.38,496410.45,1423223.12,1131396.07,725472.84,397177.35,2254046.2600000002,-830823.1400000001,true,Actual
Bull,2024-11-30,1883108.42,72967.28,1956075.7,419045.68,43635.73,462681.41,1493394.29,1115138.52,710708.55,395195.75,2221042.8200000003,-727648.5300000003,true,Actual
Bull,2024-12-31,1921557.77,83362.82,2004920.59,447083.21,51091.28,498174.49,1506746.1,1128812.47,715384.71,379226.65,2223423.83,-716677.73,true,Actual
Bull,2025-01-31,1996693.19,87337.41,2084030.5999999999,430866.15,51131.38,481997.53,1602033.0699999998,1096480.65,714081.25,350148.31,2160710.21,-558677.1400000001,true,Actual
Bull,2025-02-28,2049863.92,86601.9,2136465.82,434260.77,50155.63,484416.4,1652049.42,1134606.79,744423.13,418982.17,2298012.09,-645962.6699999999,true,Actual
Bull,2025-03-31,2082086.24,73525.07,2155611.31,470723.59,50919.56,521643.15,1633968.1600000001,1178944.7,719937.97,486344.39,2385227.06,-751258.8999999999,true,Actual
Bull,2025-04-30,2129369.35,67875.4,2197244.75,477560.96,50626.12,528187.0800000001,1669057.67,1210305.74,747789.87,497653.45,2455749.06,-786691.3900000001,true,Actual
Bull,2025-05-31,2179396.31,63119.0,2242515.31,474228.27,59965.61,534193.88,1708321.4300000002,1179057.08,762072.84,412867.38,2353997.3,-645675.8699999996,true,Actual
Bull,2025-06-30,2209872.0,59243.65,2269115.65,486841.87,58961.59,545803.46,1723312.19,1178626.81,751289.38,387669.49,2317585.6799999997,-594273.4899999998,true,Actual
Bull,2025-07-31,2240981.88,57452.67,2298434.55,482379.7,62072.78,544452.48,1753982.0699999998,1137773.4,754504.33,412503.21,2304780.94,-550798.8700000001,true,Actual
Bull,2025-08-31,2276602.52,56599.48,2333202.0,476242.23,62034.77,538277.0,1794925.0,1136819.56,779830.22,421518.29,2338168.07,-543243.0699999998,true,Actual
Bull,2025-09-30,2303897.33,53411.27,2357308.6,482779.47,62442.09,545221.5599999999,1812087.04,1217022.63,770226.36,428838.63,2416087.6199999996,-604000.5799999996,true,Actual
Bull,2025-10-31,2331006.71,50824.95,2381831.66,500497.99,61927.49,562425.48,1819406.1800000002,1228561.59,835485.8,439363.07,2503410.46,-684004.2799999998,true,Actual
Bull,2025-11-30,2372251.11,70188.69,2442439.8,516823.85,75386.46,592210.3099999999,1850229.4899999998,1236147.9,809539.01,430838.49,2476525.4,-626295.9100000001,true,Actual
Bull,2025-12-31,2425179.95,76395.05,2501575.0,522900.35,62911.23,585811.58,1915763.42,1210853.23,811256.98,433349.86,2455460.07,-539696.6499999999,true,Actual
Bull,2026-01-31,2485743.32,70707.55,2556450.8699999996,485515.3,62478.79,547994.09,2008456.7799999998,1092738.15,804145.12,432213.05,2329096.32,-320639.54000000004,true,Actual
Bull,2026-02-28,2515388.27,58952.53,2574340.8,492789.53,62470.16,555259.6900000001,2019081.1099999999,1111024.78,810796.51,462393.86,2384215.15,-365134.04000000004,true,Actual
Bull,2026-03-31,2533283.83,56835.99,2590119.8200000003,519298.51,69930.95,589229.46,2000890.3600000003,1203029.25,822096.85,599754.12,2624880.22,-623989.8599999999,true,Actual
Bull,2026-04-30,2560065.62,50909.0,2610974.62,494409.36,69856.84,564266.2,2046708.4200000002,1324853.52,817844.18,554504.04,2697201.74,-650493.3200000001,true,Actual
Bull,2026-05-31,2597740.65,46436.61,2644177.26,517045.75,69917.02,586962.77,2057214.4899999998,1271678.48,829779.86,470615.8,2572074.1399999997,-514859.6499999999,true,Actual
Bull,2026-06-30,2668547.91,50722.78,2719270.69,530858.05,69650.3,600508.3500000001,2118762.34,1288126.25,827519.54,453032.6,2568678.39,-449916.0500000003,true,Actual
Bull,2026-07-31,2731761.7365,64894.27985330671,2796656.016353307,514420.2582618899,69945.52403834781,584365.7823002377,2212290.2340530693,1294213.2448508467,828190.127851789,488539.5056184126,2610942.8783210483,-398652.6442679791,false,FY2026 Reforecast
Bull,2026-08-31,2790436.0621176204,13488.50017133367,2803924.562288954,546837.4043681584,69747.20352492359,616584.6078930821,2187339.9543958716,1368872.5423194899,867863.9396975443,501973.17255365115,2738709.6545706852,-551369.7001748136,false,FY2026 Reforecast
Bull,2026-09-30,2844002.288758064,1780.0776393437823,2845782.366397408,545498.3332146928,69549.51196595903,615047.8451806518,2230734.521216756,1361774.8862944536,865877.979380482,501345.9893252614,2728998.855000197,-498264.33378344076,false,FY2026 Reforecast
Bull,2026-10-31,2879561.5749157746,1932.1569671898465,2881493.7318829643,544164.2976697327,69352.44736678548,613516.7450365182,2267976.986846446,1357641.2919339845,863896.927028125,500720.08516614337,2722258.304128253,-454281.31728180684,false,FY2026 Reforecast
Bull,2026-11-30,2908899.900660274,69721.32741537147,2978621.2280756454,542835.2787482892,69156.00773906018,611991.2864873494,2366629.941588296,1370321.2837659004,861920.7704965108,500095.45746777987,2732337.5117301913,-365707.5701418952,false,FY2026 Reforecast
Bull,2026-12-31,2952211.7470575036,70294.23809355777,3022505.9851510613,541511.2575371295,68960.19110074619,610471.4486378756,2412034.5365131856,1366329.9985040843,859949.4976717624,499472.10362697364,2725751.59980282,-313717.0632896344,false,FY2026 Reforecast
Bull,2027-01-31,2995647.234641427,69860.2785690433,3065507.5132104703,540192.215194505,68764.99547609246,608957.2106705975,2456550.302539873,1362107.4791151567,857983.0964700143,498850.0210458361,2718940.5966310073,-262390.29409113433,false,Forward Runway Projection
Bull,2027-02-28,3032819.7818471207,69437.07251865586,3102256.8543657768,538878.1329498813,68570.41889561381,607448.5518454951,2494808.3025202816,1357906.3203815364,856021.5548373375,498229.2071317771,2712157.082350651,-217348.77983036917,false,Forward Runway Projection
Bull,2027-03-31,3085723.333594927,69024.35347236942,3154747.6870672964,537568.9921036669,68376.45939607108,605945.4514997379,2548802.2355675586,1353726.3701627215,854064.8607496655,497609.65929749334,2705400.89020988,-156598.65464232164,false,Forward Runway Projection
Bull,2027-04-30,3138120.731183793,68621.86156325885,3206742.5927470517,536264.7740269458,68183.11502045135,604447.8890473972,2602294.7036996544,1349567.4783576725,852113.0022127206,496991.3749609585,2698671.8555313516,-96377.1518316972,false,Forward Runway Projection
Bull,2027-05-31,3195611.7548379903,68229.34336387571,3263841.098201866,534965.4601612092,67990.38381794821,602955.8439791574,2660885.2542227083,1345429.4968623044,850165.9672619391,496374.3515454117,2691969.8156696553,-31084.561446947046,false,Forward Runway Projection
Bull,2027-06-30,3266390.953876002,67846.55172667874,3334237.505602681,533671.0320180886,67798.263843942,601469.2958620306,2732768.2097406504,1341312.279527997,848223.7439623983,495758.58647934726,2685294.6099697426,47473.59977090778,false,Forward Runway Projection
Bull,2027-07-31,3327879.47857254,67473.24562841826,3395352.7242009584,532381.4711790903,67606.75315998023,599988.2243390705,2795364.4998618877,1337215.6821210943,846286.3204087428,495144.0771965036,2678646.0797263407,116718.42013554694,false,Forward Runway Projection
Bull,2027-08-31,3396467.7923090584,67109.19001837695,3463576.982327435,531096.7592953303,67415.84983375808,598512.6091290883,2865064.3731983467,1333139.562283372,844353.6847251111,494530.82113585284,2672024.068144336,193040.30505401082,false,Forward Runway Projection
Bull,2027-09-30,3479207.8776802197,66754.155670371,3545962.0333505906,529816.878087271,67225.5519390988,597042.4300263699,2948919.6033242205,1329083.7794934434,842425.8250650626,493918.8157415901,2665428.4203000963,283491.18302412424,false,Forward Runway Projection
Bull,2027-10-31,3558694.141997835,66407.91903841878,3625102.061036254,528541.8093444585,67035.85755593434,595577.6669003929,3029524.3941358607,1325048.1950290918,840502.7296115045,493308.0584631228,2658858.983103719,370665.41103214165,false,Forward Runway Projection
Bull,2027-11-30,3638234.162454331,65565.24071049325,3703799.403164824,527271.5349252603,66846.76477028595,594118.2996955463,3109681.1034692777,1320907.2725349455,838584.3865766186,492698.5467550597,2652190.2058666237,457490.89760265406,false,Forward Runway Projection
Bull,2027-12-31,3720612.015778458,64720.11045430021,3785332.1262327586,526006.0367566053,66658.27167424493,592664.3084308502,3192667.8178019086,1316783.5897519325,836670.7842017895,492090.2780772009,2645544.652030923,547123.1657709857,false,Forward Runway Projection
