month_end_date,cost_center,department,segment,total_cost,segment_cost_share_pct,segment_cost,allocation_basis,new_logo_pct,new_logo_allocated_cost
2024-08-31,CC-1050,Solutions Engineering,SMB,47966.78,0.3125,14989.61875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8106.61354273041
2024-08-31,CC-1060,Sales Leadership,Enterprise,21575.20,0.25,5393.8,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2917.048982768777
2024-08-31,CC-1060,Sales Leadership,Mid-Market,21575.20,0.4375,9439.15,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5104.83571984536
2024-08-31,CC-1060,Sales Leadership,SMB,21575.20,0.3125,6742.25,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3646.3112284609715
2024-08-31,CC-1100,Demand Generation,Enterprise,292495.39,0.25,73123.8475,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,73123.8475
2024-08-31,CC-1100,Demand Generation,Mid-Market,292495.39,0.4375,127966.733125,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,127966.733125
2024-08-31,CC-1100,Demand Generation,SMB,292495.39,0.3125,91404.80937500001,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,91404.80937500001
2024-08-31,CC-1110,Product Marketing,Enterprise,167571.41,0.25,41892.8525,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1110,Product Marketing,Mid-Market,167571.41,0.4375,73312.491875,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1110,Product Marketing,SMB,167571.41,0.3125,52366.065625,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1200,Customer Success,Enterprise,93443.02,0.25,23360.755,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1200,Customer Success,Mid-Market,93443.02,0.4375,40881.32125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1200,Customer Success,SMB,93443.02,0.3125,29200.943750000002,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1000,Sales - SMB,Enterprise,95712.29,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-09-30,CC-1000,Sales - SMB,Mid-Market,95712.29,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-09-30,CC-1000,Sales - SMB,SMB,95712.29,1.0,95712.29,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,83079.12485486803
2024-09-30,CC-1010,Sales - Mid-Market,Enterprise,132552.71,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-09-30,CC-1010,Sales - Mid-Market,Mid-Market,132552.71,1.0,132552.71,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,54979.98508828189
2024-09-30,CC-1010,Sales - Mid-Market,SMB,132552.71,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-09-30,CC-1020,Sales - Enterprise,Enterprise,110291.02,1.0,110291.02,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,63280.98007362204
2024-09-30,CC-1020,Sales - Enterprise,Mid-Market,110291.02,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-09-30,CC-1020,Sales - Enterprise,SMB,110291.02,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-09-30,CC-1030,Sales Development,Enterprise,85459.41,0.25,21364.8525,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21364.8525
2024-09-30,CC-1030,Sales Development,Mid-Market,85459.41,0.4375,37388.491875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37388.491875
2024-09-30,CC-1030,Sales Development,SMB,85459.41,0.3125,26706.065625000003,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26706.065625000003
2024-09-30,CC-1040,Sales Operations,Enterprise,49478.11,0.25,12369.5275,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6689.628390226819
2024-09-30,CC-1040,Sales Operations,Mid-Market,49478.11,0.4375,21646.673125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11706.849682896933
2024-09-30,CC-1040,Sales Operations,SMB,49478.11,0.3125,15461.909375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8362.035487783523
2024-09-30,CC-1050,Solutions Engineering,Enterprise,48212.77,0.25,12053.1925,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6518.549616456163
2024-09-30,CC-1050,Solutions Engineering,Mid-Market,48212.77,0.4375,21093.086874999997,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11407.461828798285
2024-09-30,CC-1050,Solutions Engineering,SMB,48212.77,0.3125,15066.490624999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8148.1870205702035
2024-09-30,CC-1060,Sales Leadership,Enterprise,21553.81,0.25,5388.4525,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2914.1569735293992
2024-09-30,CC-1060,Sales Leadership,Mid-Market,21553.81,0.4375,9429.791875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5099.7747036764495
2024-09-30,CC-1060,Sales Leadership,SMB,21553.81,0.3125,6735.565625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3642.696216911749
2024-09-30,CC-1100,Demand Generation,Enterprise,338044.75,0.25,84511.1875,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,84511.1875
2024-09-30,CC-1100,Demand Generation,Mid-Market,338044.75,0.4375,147894.578125,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,147894.578125
2024-09-30,CC-1100,Demand Generation,SMB,338044.75,0.3125,105638.984375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,105638.984375
2024-09-30,CC-1110,Product Marketing,Enterprise,179601.63,0.25,44900.4075,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1110,Product Marketing,Mid-Market,179601.63,0.4375,78575.71312500001,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1110,Product Marketing,SMB,179601.63,0.3125,56125.509375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1200,Customer Success,Enterprise,92019.73,0.25,23004.9325,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1200,Customer Success,Mid-Market,92019.73,0.4375,40258.631875,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-09-30,CC-1200,Customer Success,SMB,92019.73,0.3125,28756.165624999998,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1000,Sales - SMB,Enterprise,85314.55,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-10-31,CC-1000,Sales - SMB,Mid-Market,85314.55,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-10-31,CC-1000,Sales - SMB,SMB,85314.55,1.0,85314.55,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,74053.79341970485
2024-10-31,CC-1010,Sales - Mid-Market,Enterprise,131869.13,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-10-31,CC-1010,Sales - Mid-Market,Mid-Market,131869.13,1.0,131869.13,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,54696.450951509825
2024-10-31,CC-1010,Sales - Mid-Market,SMB,131869.13,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-10-31,CC-1020,Sales - Enterprise,Enterprise,84277.08,1.0,84277.08,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,48355.126465808826
2024-10-31,CC-1020,Sales - Enterprise,Mid-Market,84277.08,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-10-31,CC-1020,Sales - Enterprise,SMB,84277.08,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-10-31,CC-1030,Sales Development,Enterprise,85453.48,0.25,21363.37,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21363.37
2024-10-31,CC-1030,Sales Development,Mid-Market,85453.48,0.4375,37385.8975,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37385.8975
2024-10-31,CC-1030,Sales Development,SMB,85453.48,0.3125,26704.212499999998,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26704.212499999998
2024-10-31,CC-1040,Sales Operations,Enterprise,49195.99,0.25,12298.9975,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6651.484694732977
2024-10-31,CC-1040,Sales Operations,Mid-Market,49195.99,0.4375,21523.245625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11640.09821578271
2024-10-31,CC-1040,Sales Operations,SMB,49195.99,0.3125,15373.746874999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8314.355868416222
2024-10-31,CC-1050,Solutions Engineering,Enterprise,48406.29,0.25,12101.5725,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6544.714255446551
2024-10-31,CC-1050,Solutions Engineering,Mid-Market,48406.29,0.4375,21177.751875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11453.249947031465
2024-10-31,CC-1050,Solutions Engineering,SMB,48406.29,0.3125,15126.965625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8180.892819308189
2024-10-31,CC-1060,Sales Leadership,Enterprise,21649.91,0.25,5412.4775,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2927.1500585179083
2024-10-31,CC-1060,Sales Leadership,Mid-Market,21649.91,0.4375,9471.835625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5122.512602406339
2024-10-31,CC-1060,Sales Leadership,SMB,21649.91,0.3125,6765.596875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3658.9375731473856
2024-10-31,CC-1100,Demand Generation,Enterprise,352730.22,0.25,88182.555,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,88182.555
2024-10-31,CC-1100,Demand Generation,Mid-Market,352730.22,0.4375,154319.47125,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,154319.47125
2024-10-31,CC-1100,Demand Generation,SMB,352730.22,0.3125,110228.19374999999,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,110228.19374999999
2024-10-31,CC-1110,Product Marketing,Enterprise,175756.43,0.25,43939.1075,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1110,Product Marketing,Mid-Market,175756.43,0.4375,76893.438125,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1110,Product Marketing,SMB,175756.43,0.3125,54923.884374999994,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1200,Customer Success,Enterprise,96742.99,0.25,24185.7475,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1200,Customer Success,Mid-Market,96742.99,0.4375,42325.058125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-10-31,CC-1200,Customer Success,SMB,96742.99,0.3125,30232.184375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1000,Sales - SMB,Enterprise,87851.92,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-11-30,CC-1000,Sales - SMB,Mid-Market,87851.92,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-11-30,CC-1000,Sales - SMB,SMB,87851.92,1.0,87851.92,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,76256.25330268325
2024-11-30,CC-1010,Sales - Mid-Market,Enterprise,137145.44,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-11-30,CC-1010,Sales - Mid-Market,Mid-Market,137145.44,1.0,137145.44,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,56884.949739057454
2024-11-30,CC-1010,Sales - Mid-Market,SMB,137145.44,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-11-30,CC-1020,Sales - Enterprise,Enterprise,88700.14,1.0,88700.14,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,50892.91759082004
2024-11-30,CC-1020,Sales - Enterprise,Mid-Market,88700.14,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-11-30,CC-1020,Sales - Enterprise,SMB,88700.14,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-11-30,CC-1030,Sales Development,Enterprise,85310.22,0.25,21327.555,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21327.555
2024-11-30,CC-1030,Sales Development,Mid-Market,85310.22,0.4375,37323.22125,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37323.22125
2024-11-30,CC-1030,Sales Development,SMB,85310.22,0.3125,26659.44375,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26659.44375
2024-11-30,CC-1040,Sales Operations,Enterprise,49291.86,0.25,12322.965,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6664.446682847944
2024-11-30,CC-1040,Sales Operations,Mid-Market,49291.86,0.4375,21565.18875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11662.781694983903
2024-11-30,CC-1040,Sales Operations,SMB,49291.86,0.3125,15403.70625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8330.55835355993
2024-11-30,CC-1050,Solutions Engineering,Enterprise,48297.33,0.25,12074.3325,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6529.982449615667
2024-11-30,CC-1050,Solutions Engineering,Mid-Market,48297.33,0.4375,21130.081875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11427.469286827418
2024-11-30,CC-1050,Solutions Engineering,SMB,48297.33,0.3125,15092.915625000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8162.478062019584
2024-11-30,CC-1060,Sales Leadership,Enterprise,21624.22,0.25,5406.055,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2923.6766729470987
2024-11-30,CC-1060,Sales Leadership,Mid-Market,21624.22,0.4375,9460.59625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5116.434177657423
2024-11-30,CC-1060,Sales Leadership,SMB,21624.22,0.3125,6757.56875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3654.5958411838737
2024-11-30,CC-1100,Demand Generation,Enterprise,327877.75,0.25,81969.4375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,81969.4375
2024-11-30,CC-1100,Demand Generation,Mid-Market,327877.75,0.4375,143446.515625,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,143446.515625
2024-11-30,CC-1100,Demand Generation,SMB,327877.75,0.3125,102461.796875,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,102461.796875
2024-11-30,CC-1110,Product Marketing,Enterprise,177366.51,0.25,44341.6275,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1110,Product Marketing,Mid-Market,177366.51,0.4375,77597.848125,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1110,Product Marketing,SMB,177366.51,0.3125,55427.034375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1200,Customer Success,Enterprise,91673.13,0.25,22918.2825,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1200,Customer Success,Mid-Market,91673.13,0.4375,40106.994375,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-11-30,CC-1200,Customer Success,SMB,91673.13,0.3125,28647.853125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1000,Sales - SMB,Enterprise,95155.30,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-12-31,CC-1000,Sales - SMB,Mid-Market,95155.30,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-12-31,CC-1000,Sales - SMB,SMB,95155.30,1.0,95155.3,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,82595.65254684037
2024-12-31,CC-1010,Sales - Mid-Market,Enterprise,149865.48,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-12-31,CC-1010,Sales - Mid-Market,Mid-Market,149865.48,1.0,149865.48,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,62160.94605420144
2024-12-31,CC-1010,Sales - Mid-Market,SMB,149865.48,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-12-31,CC-1020,Sales - Enterprise,Enterprise,98288.08,1.0,98288.08,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,56394.12920430484
2024-12-31,CC-1020,Sales - Enterprise,Mid-Market,98288.08,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-12-31,CC-1020,Sales - Enterprise,SMB,98288.08,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-12-31,CC-1030,Sales Development,Enterprise,86827.17,0.25,21706.7925,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21706.7925
2024-12-31,CC-1030,Sales Development,Mid-Market,86827.17,0.4375,37986.886875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37986.886875
2024-12-31,CC-1030,Sales Development,SMB,86827.17,0.3125,27133.490625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,27133.490625
2024-12-31,CC-1040,Sales Operations,Enterprise,50114.10,0.25,12528.525,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6775.61665372153
2024-12-31,CC-1040,Sales Operations,Mid-Market,50114.10,0.4375,21924.91875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11857.32914401268
2024-12-31,CC-1040,Sales Operations,SMB,50114.10,0.3125,15660.65625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8469.520817151913
2024-12-31,CC-1050,Solutions Engineering,Enterprise,48760.90,0.25,12190.225,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6592.658874257947
2024-12-31,CC-1050,Solutions Engineering,Mid-Market,48760.90,0.4375,21332.89375,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11537.153029951407
2024-12-31,CC-1050,Solutions Engineering,SMB,48760.90,0.3125,15237.78125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8240.823592822433
2024-12-31,CC-1060,Sales Leadership,Enterprise,21915.79,0.25,5478.9475,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2963.09804433211
2024-12-31,CC-1060,Sales Leadership,Mid-Market,21915.79,0.4375,9588.158125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5185.421577581193
2024-12-31,CC-1060,Sales Leadership,SMB,21915.79,0.3125,6848.684375000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3703.872555415138
2024-12-31,CC-1100,Demand Generation,Enterprise,325763.01,0.25,81440.7525,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,81440.7525
2024-12-31,CC-1100,Demand Generation,Mid-Market,325763.01,0.4375,142521.31687500002,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,142521.31687500002
2024-12-31,CC-1100,Demand Generation,SMB,325763.01,0.3125,101800.940625,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,101800.940625
2024-12-31,CC-1110,Product Marketing,Enterprise,160225.10,0.25,40056.275,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1110,Product Marketing,Mid-Market,160225.10,0.4375,70098.48125,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1110,Product Marketing,SMB,160225.10,0.3125,50070.34375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1200,Customer Success,Enterprise,91897.54,0.25,22974.385,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1200,Customer Success,Mid-Market,91897.54,0.4375,40205.173749999994,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-12-31,CC-1200,Customer Success,SMB,91897.54,0.3125,28717.981249999997,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2025-01-31,CC-1000,Sales - SMB,Enterprise,90152.74,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-01-31,CC-1000,Sales - SMB,Mid-Market,90152.74,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2025-01-31,CC-1000,Sales - SMB,SMB,90152.74,1.0,90152.74,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,78253.38566727904
