acquisition_quarter,acquisition_quarter_start,segment,customer_id,quarter_end_date,quarters_since_acquisition,arr
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00671,2025-12-31,14,61482.96
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00671,2026-03-31,15,83077.44
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00671,2026-06-30,16,83077.44
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2024-03-31,7,4656.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2024-06-30,8,3325.68
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2024-09-30,9,3325.68
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2024-12-31,10,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2025-03-31,11,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2025-06-30,12,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2025-09-30,13,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2025-12-31,14,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2026-03-31,15,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00506,2026-06-30,16,4655.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2024-03-31,7,8844.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2024-06-30,8,8844.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2024-09-30,9,8844.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2024-12-31,10,8844.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2025-03-31,11,8844.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2025-06-30,12,9202.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2025-09-30,13,9202.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2025-12-31,14,9202.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2026-03-31,15,9202.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00494,2026-06-30,16,9627.36
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2024-03-31,7,6216.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2024-06-30,8,6216.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2024-09-30,9,5328.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2024-12-31,10,5328.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2025-03-31,11,5328.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2025-06-30,12,5328.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00528,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2026-03-31,15,4586.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2026-06-30,16,4586.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2024-03-31,7,3178.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2024-06-30,8,2542.56
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2024-09-30,9,2542.56
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2024-12-31,10,2542.56
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2025-03-31,11,2542.56
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2025-06-30,12,2649.36
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2025-09-30,13,3709.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2025-12-31,14,4636.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2026-03-31,15,4636.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00502,2026-06-30,16,3464.52
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2024-03-31,7,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2024-06-30,8,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2024-09-30,9,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2024-12-31,10,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2025-03-31,11,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2025-06-30,12,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2025-09-30,13,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2025-12-31,14,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2026-03-31,15,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00517,2026-06-30,16,4045.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2024-03-31,7,4959.60
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2024-06-30,8,4324.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2024-09-30,9,6054.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2024-12-31,10,6054.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2025-03-31,11,6054.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2025-06-30,12,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00492,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2024-03-31,7,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2024-06-30,8,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2024-09-30,9,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2024-12-31,10,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2025-03-31,11,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2025-06-30,12,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2025-09-30,13,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2025-12-31,14,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2026-03-31,15,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00519,2026-06-30,16,30526.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2024-03-31,7,2793.12
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2024-06-30,8,2793.12
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2024-09-30,9,2793.12
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2024-12-31,10,2234.52
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2025-03-31,11,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2025-06-30,12,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2024-03-31,7,63482.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2024-06-30,8,66132.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00521,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2024-03-31,7,8167.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2024-06-30,8,8167.32
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2024-09-30,9,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2024-12-31,10,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2025-03-31,11,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2025-06-30,12,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00525,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2026-03-31,15,51062.88
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2026-06-30,16,37547.28
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2024-03-31,7,33878.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2024-06-30,8,33878.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2024-09-30,9,26159.40
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2024-12-31,10,39566.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2025-03-31,11,39566.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2025-06-30,12,39566.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2025-09-30,13,31711.20
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2025-12-31,14,41516.04
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2026-03-31,15,41516.04
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00684,2026-06-30,16,41516.04
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2024-03-31,7,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2024-06-30,8,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2024-09-30,9,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2024-12-31,10,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2024-09-30,9,6608.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2024-12-31,10,6608.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2025-03-31,11,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2025-06-30,12,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2025-03-31,11,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2025-06-30,12,23515.20
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2025-03-31,11,108144.48
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2025-06-30,12,108144.48
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2025-09-30,13,108144.48
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2025-12-31,14,116240.88
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2026-03-31,15,116240.88
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2026-06-30,16,116240.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2024-03-31,7,4281.36
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2024-06-30,8,4477.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2024-09-30,9,4477.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2024-12-31,10,4477.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2025-03-31,11,4477.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2025-06-30,12,5586.84
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2025-09-30,13,5586.84
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2025-12-31,14,5586.84
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2024-03-31,7,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2024-06-30,8,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2024-09-30,9,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2024-12-31,10,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2025-03-31,11,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2025-06-30,12,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2025-09-30,13,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2025-12-31,14,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2024-06-30,8,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2024-09-30,9,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2024-12-31,10,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2025-03-31,11,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2025-06-30,12,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2025-09-30,13,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2025-09-30,13,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2025-12-31,14,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2026-03-31,15,5586.84
2022Q2,2022-04-01 00:00:00,SMB,CUST-00488,2026-06-30,16,5828.28
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2024-03-31,7,6608.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2024-06-30,8,6608.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2026-03-31,15,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00487,2026-06-30,16,11140.08
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2024-03-31,7,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2024-06-30,8,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2024-09-30,9,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2026-03-31,15,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00527,2026-06-30,16,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2024-12-31,10,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2025-03-31,11,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2025-06-30,12,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2025-09-30,13,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00520,2025-12-31,14,3440.16
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2026-03-31,15,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00482,2026-06-30,16,23515.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2024-03-31,7,1720.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2024-06-30,8,1720.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2024-09-30,9,1720.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2024-12-31,10,1720.80
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2024-09-30,9,66132.48
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2024-12-31,10,66132.48
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2025-03-31,11,66132.48
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2025-06-30,12,68651.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2025-09-30,13,68651.52
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2025-12-31,14,100780.20
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2026-03-31,15,100780.20
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00674,2026-06-30,16,88684.80
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2024-03-31,7,82515.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2025-03-31,11,1720.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2025-06-30,12,1720.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2025-09-30,13,1147.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2025-12-31,14,1147.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2026-03-31,15,1147.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00514,2026-06-30,16,1147.20
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2024-03-31,7,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2024-06-30,8,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2024-09-30,9,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2024-12-31,10,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2026-06-30,16,4518.60
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2025-09-30,13,51062.88
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2025-12-31,14,51062.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2024-03-31,7,7665.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2024-06-30,8,6257.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2024-09-30,9,6257.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2024-12-31,10,6257.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2025-03-31,11,6257.76
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2025-06-30,12,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2025-09-30,13,0.00
2022Q2,2022-04-01 00:00:00,SMB,CUST-00486,2025-12-31,14,0.00
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2024-03-31,7,108146.40
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2024-06-30,8,108146.40
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2024-09-30,9,108144.48
2022Q2,2022-04-01 00:00:00,Enterprise,CUST-00731,2024-12-31,10,108144.48
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2024-12-31,10,59349.96
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2025-03-31,11,59349.96
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2025-06-30,12,51062.88
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2026-06-30,16,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2024-03-31,7,5640.12
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2025-12-31,14,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2024-06-30,8,4176.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2024-09-30,9,4176.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2024-12-31,10,4176.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2025-03-31,11,4176.48
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2025-06-30,12,4317.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2025-09-30,13,4317.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2025-12-31,14,4317.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00500,2026-03-31,15,4317.72
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2026-03-31,15,6819.96
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2026-03-31,15,5029.68
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2026-06-30,16,5029.68
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2025-12-31,14,4450.80
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2024-06-30,8,49223.04
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2025-03-31,11,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2025-06-30,12,4450.80
2022Q2,2022-04-01 00:00:00,SMB,CUST-00526,2025-09-30,13,4450.80
2022Q2,2022-04-01 00:00:00,Mid-Market,CUST-00678,2024-09-30,9,49223.04
2022Q2,2022-04-01 00:00:00,SMB,CUST-00489,2024-03-31,7,6819.96
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2024-03-31,6,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2024-06-30,7,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2024-09-30,8,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2024-12-31,9,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2025-03-31,10,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2025-06-30,11,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2025-09-30,12,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2025-12-31,13,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2026-03-31,14,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00542,2026-06-30,15,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2024-03-31,6,8653.20
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2024-06-30,7,8653.20
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2024-09-30,8,8653.20
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2024-12-31,9,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2025-03-31,10,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2025-06-30,11,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2025-09-30,12,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2025-12-31,13,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2026-03-31,14,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00566,2026-06-30,15,0.00
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2024-03-31,6,8238.36
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2024-06-30,7,11327.76
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2024-09-30,8,11327.76
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2024-12-31,9,11327.76
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2025-03-31,10,9652.92
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2025-06-30,11,9652.92
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2025-09-30,12,9652.92
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2025-12-31,13,9652.92
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2026-03-31,14,10052.28
2022Q3,2022-07-01 00:00:00,Mid-Market,CUST-00693,2026-06-30,15,10052.28
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2024-03-31,6,314507.76
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2024-06-30,7,314507.76
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2024-09-30,8,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2024-12-31,9,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2025-03-31,10,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2025-06-30,11,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2025-09-30,12,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2025-12-31,13,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2026-03-31,14,314527.32
2022Q3,2022-07-01 00:00:00,Enterprise,CUST-00733,2026-06-30,15,314527.32
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2024-03-31,6,9658.80
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2024-06-30,7,9658.80
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2024-09-30,8,6200.40
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2024-12-31,9,6200.40
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2025-03-31,10,6820.44
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2025-06-30,11,6820.44
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2025-09-30,12,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2025-12-31,13,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2026-03-31,14,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00550,2026-06-30,15,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2024-03-31,6,836.16
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2024-06-30,7,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2024-09-30,8,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2024-12-31,9,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2025-03-31,10,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2025-06-30,11,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2025-09-30,12,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2025-12-31,13,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2026-03-31,14,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00574,2026-06-30,15,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2024-03-31,6,2647.32
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2024-06-30,7,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2024-09-30,8,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2024-12-31,9,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2025-03-31,10,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2025-06-30,11,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2025-09-30,12,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2025-12-31,13,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2026-03-31,14,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00545,2026-06-30,15,0.00
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2024-03-31,6,4718.28
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2024-06-30,7,4718.28
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2024-09-30,8,4718.28
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2024-12-31,9,6359.16
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2025-03-31,10,6359.16
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2025-06-30,11,7538.76
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2025-09-30,12,7538.76
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2025-12-31,13,7538.76
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2026-03-31,14,7538.76
2022Q3,2022-07-01 00:00:00,SMB,CUST-00553,2026-06-30,15,7538.76
2022Q3,2022-07-01 00:00:00,SMB,CUST-00540,2025-03-31,10,3119.40
