contract_id,customer_id,contract_type,term_months,start_date,end_date,renewal_date,billing_frequency,list_acv,discount_pct,net_acv,tcv,renewal_status,predecessor_contract_id,uplift_pct_at_renewal
CTR-00311-01,CUST-00311,monthly,1,2021-10-07,2026-06-30,,Monthly in arrears,2397.98,0.03,2324.12,11039.57,Active,,
CTR-00316-01,CUST-00316,monthly,1,2021-11-03,2025-01-31,,Monthly in arrears,3012.53,0.04,2904.68,9440.21,Churned,,
CTR-00319-01,CUST-00319,monthly,1,2021-11-06,2025-08-31,,Monthly in arrears,1807.52,0.17,1502.23,5758.55,Churned,,
CTR-00320-01,CUST-00320,monthly,1,2021-11-27,2026-06-30,,Monthly in arrears,4217.55,0.08,3861.59,18020.75,Active,,
CTR-00322-01,CUST-00322,monthly,1,2021-11-23,2026-06-30,,Monthly in arrears,7230.08,0.05,6872.19,32070.22,Active,,
CTR-00323-01,CUST-00323,monthly,1,2021-11-25,2024-01-31,,Monthly in arrears,1687.02,0.10,1514.78,3408.25,Churned,,
CTR-00324-01,CUST-00324,monthly,1,2021-11-02,2026-06-30,,Monthly in arrears,6025.07,0.15,5134.56,23961.28,Active,,
CTR-00325-02,CUST-00325,annual,12,2022-12-30,2023-12-29,2024-01-02,Annual in advance,12218.47,0.12,10703.38,10703.38,Renewed,,0.00
CTR-00325-03,CUST-00325,annual,12,2023-12-30,2024-12-29,2024-12-31,Quarterly in advance,12293.07,0.18,10140.55,10140.55,Renewed,CTR-00325-02,0.00
CTR-00325-04,CUST-00325,annual,12,2024-12-30,2025-12-29,2026-01-02,Annual in advance,14505.82,0.19,11680.09,11680.09,Renewed,CTR-00325-03,0.04
CTR-00325-05,CUST-00325,annual,12,2025-12-30,2026-12-29,2027-01-03,Annual in advance,15405.18,0.24,11680.21,11680.21,Active,CTR-00325-04,0.00
CTR-00326-01,CUST-00326,monthly,1,2021-12-26,2026-06-30,,Monthly in arrears,4238.74,0.06,3966.19,18178.37,Active,,
CTR-00327-02,CUST-00327,annual,12,2022-12-13,2023-12-12,2023-12-12,Annual in advance,2700.93,0.15,2285.80,2285.80,Renewed,,0.04
CTR-00327-03,CUST-00327,annual,12,2023-12-13,2024-12-12,2024-12-15,Annual in advance,2868.38,0.20,2285.81,2285.81,Renewed,CTR-00327-02,0.00
CTR-00327-04,CUST-00327,annual,12,2024-12-13,2025-12-12,2025-12-15,Annual in advance,3046.22,0.21,2394.33,2394.33,Renewed,CTR-00327-03,0.05
CTR-00327-05,CUST-00327,annual,12,2025-12-13,2026-12-12,2026-12-16,Annual in advance,3235.09,0.24,2474.52,2474.52,Active,CTR-00327-04,0.03
CTR-00328-02,CUST-00328,annual,12,2022-12-26,2023-12-25,2023-12-27,Annual in advance,1286.16,0.08,1182.24,1182.24,Renewed,,0.05
CTR-00328-03,CUST-00328,annual,12,2023-12-26,2024-12-25,2024-12-26,Annual in advance,1365.90,0.10,1233.41,1233.41,Renewed,CTR-00328-02,0.04
CTR-00328-04,CUST-00328,annual,12,2024-12-26,2025-12-25,2025-12-30,Quarterly in advance,2175.87,0.11,1935.00,1935.00,Renewed,CTR-00328-03,0.05
CTR-00328-05,CUST-00328,annual,12,2025-12-26,2026-12-25,2026-12-28,Annual in advance,1540.52,0.16,1290.03,1290.03,Active,CTR-00328-04,0.00
CTR-00331-03,CUST-00331,annual,12,2023-12-01,2024-11-30,2024-12-03,Annual in advance,6829.48,0.14,5847.40,5847.40,Renewed,,0.00
CTR-00331-04,CUST-00331,annual,12,2024-12-01,2025-11-30,2025-12-02,Annual in advance,8703.49,0.16,7343.13,7343.13,Renewed,CTR-00331-03,0.05
CTR-00331-05,CUST-00331,annual,12,2025-12-01,2026-11-30,2026-12-01,Annual in advance,9243.11,0.17,7639.43,7639.43,Active,CTR-00331-04,0.04
CTR-00333-01,CUST-00333,monthly,1,2021-12-01,2024-05-31,,Monthly in arrears,4238.74,0.14,3632.18,9080.45,Churned,,
CTR-00335-01,CUST-00335,monthly,1,2021-12-24,2026-06-30,,Monthly in arrears,4844.27,0.05,4585.59,21017.29,Active,,
CTR-00336-02,CUST-00336,annual,12,2022-12-17,2023-12-16,2023-12-20,Quarterly in advance,6979.77,0.16,5837.88,5837.88,Renewed,,0.03
CTR-00336-03,CUST-00336,annual,12,2023-12-17,2024-12-16,2024-12-19,Quarterly in advance,7412.52,0.21,5838.10,5838.10,Churned,CTR-00336-02,0.00
CTR-00338-01,CUST-00338,monthly,1,2021-12-31,2026-06-30,,Monthly in arrears,3027.67,0.14,2604.40,11936.83,Active,,
CTR-00345-02,CUST-00345,annual,12,2022-12-27,2023-12-26,2023-12-28,Annual in advance,10803.70,0.06,10156.56,10156.56,Renewed,,0.04
CTR-00345-03,CUST-00345,annual,12,2023-12-27,2024-12-26,2024-12-30,Annual in advance,11473.53,0.08,10546.47,10546.47,Renewed,CTR-00345-02,0.04
CTR-00345-04,CUST-00345,annual,12,2024-12-27,2025-12-26,2025-12-31,Annual in advance,12184.89,0.10,10968.84,10968.84,Churned,CTR-00345-03,0.04
CTR-00350-02R,CUST-00350,annual,12,2023-05-01,2024-04-30,2024-05-01,Quarterly in advance,3297.00,0.08,3032.58,3032.58,Renewed,,
CTR-00350-03,CUST-00350,annual,12,2024-05-01,2025-04-30,2025-05-05,Annual in advance,4201.69,0.09,3814.29,3814.29,Churned,CTR-00350-02R,0.05
CTR-00352-01,CUST-00352,monthly,1,2021-12-26,2026-06-30,,Monthly in arrears,3027.67,0.02,2964.09,13585.41,Active,,
CTR-00354-03,CUST-00354,annual,12,2023-01-29,2024-01-28,2024-01-29,Annual in advance,32061.64,0.22,25024.11,25024.11,Renewed,,0.04
CTR-00354-04,CUST-00354,annual,12,2024-01-29,2025-01-28,2025-01-29,Quarterly in advance,34049.46,0.24,26000.17,26000.17,Renewed,CTR-00354-03,0.04
CTR-00354-05,CUST-00354,annual,12,2025-01-29,2026-01-28,2026-01-30,Annual in advance,36160.53,0.25,27084.24,27084.24,Renewed,CTR-00354-04,0.04
CTR-00354-06,CUST-00354,annual,12,2026-01-29,2027-01-28,2027-01-29,Annual in advance,38402.48,0.26,28406.31,28406.31,Active,CTR-00354-05,0.05
CTR-00356-03,CUST-00356,annual,12,2023-01-13,2024-01-12,2024-01-12,Annual in advance,14826.90,0.21,11702.87,11702.87,Renewed,,0.00
CTR-00356-04,CUST-00356,annual,12,2024-01-13,2025-01-12,2025-01-13,Quarterly in advance,19379.90,0.23,14866.32,14866.32,Renewed,CTR-00356-03,0.03
CTR-00356-05,CUST-00356,annual,12,2025-01-13,2026-01-12,2026-01-16,Annual in advance,23154.13,0.25,17451.27,17451.27,Renewed,CTR-00356-04,0.04
CTR-00356-06,CUST-00356,annual,12,2026-01-13,2027-01-12,2027-01-16,Annual in advance,31420.16,0.26,23159.80,23159.80,Active,CTR-00356-05,0.04
CTR-00357-03,CUST-00357,annual,12,2023-02-27,2024-02-26,2024-02-29,Annual in advance,28885.81,0.29,20650.47,20650.47,Renewed,,0.00
CTR-00357-04,CUST-00357,annual,12,2024-02-27,2025-02-26,2025-02-28,Annual in advance,95438.73,0.30,66826.20,66826.20,Renewed,CTR-00357-03,0.04
CTR-00357-05,CUST-00357,annual,12,2025-02-27,2026-02-26,2026-03-01,Quarterly in advance,78861.12,0.34,51993.14,51993.14,Renewed,CTR-00357-04,0.00
CTR-00357-06,CUST-00357,annual,12,2026-02-27,2027-02-26,2027-03-02,Quarterly in advance,97480.10,0.36,62601.72,62601.72,Active,CTR-00357-05,0.03
CTR-00358-03,CUST-00358,annual,12,2023-02-13,2024-02-12,2024-02-17,Annual in advance,25217.77,0.24,19188.20,19188.20,Renewed,,0.04
CTR-00358-04,CUST-00358,annual,12,2024-02-13,2025-02-12,2025-02-13,Annual in advance,26781.28,0.26,19917.24,19917.24,Churned,CTR-00358-03,0.04
CTR-00359-03,CUST-00359,annual,12,2023-02-25,2024-02-24,2024-02-29,Annual in advance,11462.62,0.25,8626.77,8626.77,Renewed,,0.04
CTR-00359-04,CUST-00359,annual,12,2024-02-25,2025-02-24,2025-03-01,Annual in advance,40171.91,0.27,29393.79,29393.79,Renewed,CTR-00359-03,0.03
CTR-00359-05,CUST-00359,annual,12,2025-02-25,2026-02-24,2026-02-25,Annual in advance,38784.16,0.31,26722.29,26722.29,Renewed,CTR-00359-04,0.00
CTR-00359-06,CUST-00359,annual,12,2026-02-25,2027-02-24,2027-03-01,Annual in advance,45307.65,0.35,29395.60,29395.60,Active,CTR-00359-05,0.00
CTR-00360-03,CUST-00360,annual,12,2023-02-28,2024-02-27,2024-03-02,Quarterly in advance,25217.77,0.13,21944.50,21944.50,Churned,,0.00
CTR-00361-03,CUST-00361,annual,12,2023-03-29,2024-03-28,2024-04-01,Annual in advance,51610.63,0.25,38852.48,38852.48,Renewed,,0.04
CTR-00361-04,CUST-00361,annual,12,2024-03-29,2025-03-28,2025-04-02,Annual in advance,59948.97,0.27,43918.62,43918.62,Renewed,CTR-00361-03,0.03
CTR-00361-05,CUST-00361,annual,12,2025-03-29,2026-03-28,2026-04-02,Annual in advance,63665.80,0.29,45482.85,45482.85,Renewed,CTR-00361-04,0.04
CTR-00361-06,CUST-00361,annual,12,2026-03-29,2027-03-28,2027-03-29,Annual in advance,67613.08,0.30,47362.96,47362.96,Active,CTR-00361-05,0.04
CTR-00362-03,CUST-00362,annual,12,2023-03-11,2024-03-10,2024-03-11,Annual in advance,34560.69,0.18,28350.13,28350.13,Renewed,,0.04
CTR-00362-04,CUST-00362,annual,12,2024-03-11,2025-03-10,2025-03-11,Annual in advance,64842.76,0.20,51757.49,51757.49,Renewed,CTR-00362-03,0.03
CTR-00362-05,CUST-00362,annual,12,2025-03-11,2026-03-10,2026-03-13,Quarterly in advance,68863.01,0.25,51757.44,51757.44,Renewed,CTR-00362-04,0.00
CTR-00362-06,CUST-00362,annual,12,2026-03-11,2027-03-10,2027-03-13,Annual in advance,73132.52,0.26,54096.13,54096.13,Active,CTR-00362-05,0.05
CTR-00363-03,CUST-00363,annual,12,2023-03-09,2024-03-08,2024-03-12,Annual in advance,39168.78,0.23,29991.53,29991.53,Renewed,,0.00
CTR-00363-04,CUST-00363,annual,12,2024-03-09,2025-03-08,2025-03-09,Annual in advance,41597.24,0.25,31360.16,31360.16,Renewed,CTR-00363-03,0.05
CTR-00363-05,CUST-00363,annual,12,2025-03-09,2026-03-08,2026-03-10,Annual in advance,44176.27,0.26,32628.59,32628.59,Renewed,CTR-00363-04,0.04
CTR-00363-06,CUST-00363,annual,12,2026-03-09,2027-03-08,2027-03-10,Annual in advance,46915.20,0.27,34205.87,34205.87,Active,CTR-00363-05,0.05
CTR-00364-03,CUST-00364,annual,12,2023-03-26,2024-03-25,2024-03-25,Annual in advance,58753.17,0.23,45140.06,45140.06,Renewed,,0.05
CTR-00364-04,CUST-00364,annual,12,2024-03-26,2025-03-25,2025-03-25,Quarterly in advance,62395.86,0.24,47140.07,47140.07,Renewed,CTR-00364-03,0.04
CTR-00364-05,CUST-00364,annual,12,2025-03-26,2026-03-25,2026-03-27,Annual in advance,66264.41,0.27,48677.84,48677.84,Renewed,CTR-00364-04,0.03
CTR-00364-06,CUST-00364,annual,12,2026-03-26,2027-03-25,2027-03-28,Annual in advance,70372.80,0.31,48676.87,48676.87,Active,CTR-00364-05,0.00
CTR-00366-03,CUST-00366,annual,12,2023-07-01,2024-06-30,2024-07-05,Annual in advance,36047.23,0.12,31559.35,31559.35,Renewed,,0.00
CTR-00366-04,CUST-00366,annual,12,2024-07-01,2025-06-30,2025-07-04,Annual in advance,40029.67,0.14,34517.58,34517.58,Renewed,CTR-00366-03,0.05
CTR-00366-05,CUST-00366,annual,12,2025-07-01,2026-06-30,2026-07-02,Annual in advance,46223.24,0.16,39054.02,39054.02,Renewed,CTR-00366-04,0.04
CTR-00366-06,CUST-00366,annual,12,2026-07-01,2027-06-30,2027-07-02,Quarterly in advance,62885.58,0.17,52151.01,52151.01,Active,CTR-00366-05,0.04
CTR-00367-02,CUST-00367,multi_year,24,2023-04-26,2025-04-25,2025-04-27,Annual in advance,52101.55,0.23,40222.40,80444.80,Renewed,,0.03
CTR-00367-03,CUST-00367,multi_year,24,2025-04-26,2027-04-25,2027-04-29,Annual in advance,58762.42,0.29,41903.48,83806.96,Active,CTR-00367-02,0.04
CTR-00369-03,CUST-00369,annual,12,2023-04-27,2024-04-26,2024-04-30,Annual in advance,29176.87,0.20,23239.38,23239.38,Renewed,,0.04
CTR-00369-04,CUST-00369,annual,12,2024-04-27,2025-04-26,2025-04-28,Annual in advance,41314.45,0.25,30985.84,30985.84,Renewed,CTR-00369-03,0.00
CTR-00369-05,CUST-00369,annual,12,2025-04-27,2026-04-26,2026-04-26,Annual in advance,53016.76,0.26,39147.58,39147.58,Renewed,CTR-00369-04,0.05
CTR-00369-06,CUST-00369,annual,12,2026-04-27,2027-04-26,2027-04-30,Annual in advance,56303.80,0.28,40482.43,40482.43,Active,CTR-00369-05,0.03
CTR-00370-02,CUST-00370,multi_year,36,2023-04-03,2026-04-02,2026-04-03,Quarterly in advance,84520.30,0.25,63043.69,189131.07,Renewed,,0.00
CTR-00370-03,CUST-00370,multi_year,24,2026-04-03,2028-04-02,2028-04-05,Annual in advance,101235.90,0.35,65742.59,131485.18,Active,CTR-00370-02,0.04
CTR-00371-03,CUST-00371,annual,12,2023-05-28,2024-05-27,2024-05-27,Annual in advance,73308.74,0.20,58353.76,58353.76,Renewed,,0.00
CTR-00371-04,CUST-00371,annual,12,2024-05-28,2025-05-27,2025-05-29,Annual in advance,77853.88,0.25,58351.48,58351.48,Renewed,CTR-00371-03,0.00
CTR-00371-05,CUST-00371,annual,12,2025-05-28,2026-05-27,2026-05-29,Annual in advance,82680.82,0.29,58347.85,58347.85,Renewed,CTR-00371-04,0.00
CTR-00371-06,CUST-00371,annual,12,2026-05-28,2027-05-27,2027-06-01,Annual in advance,87807.03,0.31,60692.22,60692.22,Active,CTR-00371-05,0.04
CTR-00372-03,CUST-00372,annual,12,2023-11-01,2024-10-31,2024-11-01,Annual in advance,16788.25,0.22,13101.55,13101.55,Renewed,,0.04
CTR-00372-04,CUST-00372,annual,12,2024-11-01,2025-10-31,2025-11-02,Annual in advance,17829.12,0.23,13733.77,13733.77,Renewed,CTR-00372-03,0.05
CTR-00372-05,CUST-00372,annual,12,2025-11-01,2026-10-31,2026-11-01,Annual in advance,27049.33,0.24,20457.41,20457.41,Active,CTR-00372-04,0.04
CTR-00373-03,CUST-00373,annual,12,2023-05-26,2024-05-25,2024-05-27,Annual in advance,26763.51,0.27,19457.07,19457.07,Renewed,,0.04
CTR-00373-04,CUST-00373,annual,12,2024-05-26,2025-05-25,2025-05-26,Annual in advance,28422.84,0.29,20134.74,20134.74,Renewed,CTR-00373-03,0.03
CTR-00373-05,CUST-00373,annual,12,2025-05-26,2026-05-25,2026-05-25,Annual in advance,30185.06,0.30,20993.71,20993.71,Renewed,CTR-00373-04,0.04
CTR-00373-06,CUST-00373,annual,12,2026-05-26,2027-05-25,2027-05-28,Quarterly in advance,32056.54,0.31,21961.94,21961.94,Active,CTR-00373-05,0.05
CTR-00374-03,CUST-00374,annual,12,2023-05-27,2024-05-26,2024-05-30,Annual in advance,13032.66,0.17,10848.39,10848.39,Renewed,,0.04
CTR-00374-04,CUST-00374,annual,12,2024-05-27,2025-05-26,2025-05-31,Annual in advance,13840.69,0.18,11306.46,11306.46,Renewed,CTR-00374-03,0.04
CTR-00374-05,CUST-00374,annual,12,2025-05-27,2026-05-26,2026-05-26,Annual in advance,27560.27,0.20,21984.83,21984.83,Renewed,CTR-00374-04,0.04
CTR-00374-06,CUST-00374,annual,12,2026-05-27,2027-05-26,2027-05-27,Annual in advance,20906.44,0.25,15702.83,15702.83,Active,CTR-00374-05,0.00
CTR-00375-03,CUST-00375,annual,12,2023-06-09,2024-06-08,2024-06-12,Annual in advance,25728.53,0.18,21079.38,21079.38,Renewed,,0.05
CTR-00375-04,CUST-00375,annual,12,2024-06-09,2025-06-08,2025-06-10,Annual in advance,70793.21,0.20,56620.41,56620.41,Renewed,CTR-00375-03,0.04
CTR-00375-05,CUST-00375,annual,12,2025-06-09,2026-06-08,2026-06-13,Annual in advance,75182.39,0.22,58537.01,58537.01,Renewed,CTR-00375-04,0.03
CTR-00375-06,CUST-00375,annual,12,2026-06-09,2027-06-08,2027-06-13,Annual in advance,79843.70,0.24,60529.51,60529.51,Active,CTR-00375-05,0.03
CTR-00377-03,CUST-00377,annual,12,2023-06-10,2024-06-09,2024-06-11,Annual in advance,10525.31,0.13,9139.13,9139.13,Renewed,,0.05
CTR-00377-04,CUST-00377,annual,12,2024-06-10,2025-06-09,2025-06-09,Annual in advance,11177.88,0.16,9434.13,9434.13,Renewed,CTR-00377-03,0.03
CTR-00377-05,CUST-00377,annual,12,2025-06-10,2026-06-09,2026-06-09,Annual in advance,13189.89,0.17,10923.87,10923.87,Renewed,CTR-00377-04,0.04
CTR-00377-06,CUST-00377,annual,12,2026-06-10,2027-06-09,2027-06-14,Annual in advance,15408.43,0.22,12015.49,12015.49,Active,CTR-00377-05,0.00
CTR-00378-03,CUST-00378,annual,12,2023-06-28,2024-06-27,2024-06-28,Annual in advance,47948.62,0.18,39533.64,39533.64,Renewed,,0.03
CTR-00378-04,CUST-00378,annual,12,2024-06-28,2025-06-27,2025-07-01,Annual in advance,50921.43,0.18,41511.15,41511.15,Renewed,CTR-00378-03,0.05
CTR-00378-05,CUST-00378,annual,12,2025-06-28,2026-06-27,2026-06-27,Annual in advance,54078.56,0.23,41510.70,41510.70,Renewed,CTR-00378-04,0.00
CTR-00378-06,CUST-00378,annual,12,2026-06-28,2027-06-27,2027-06-28,Quarterly in advance,51828.37,0.28,37461.55,37461.55,Active,CTR-00378-05,0.00
CTR-00381-03,CUST-00381,annual,12,2023-07-17,2024-07-16,2024-07-16,Quarterly in advance,26327.97,0.21,20675.35,20675.35,Renewed,,0.04
CTR-00381-04,CUST-00381,annual,12,2024-07-17,2025-07-16,2025-07-18,Annual in advance,33202.86,0.22,25748.82,25748.82,Renewed,CTR-00381-03,0.05
CTR-00381-05,CUST-00381,annual,12,2025-07-17,2026-07-16,2026-07-19,Annual in advance,35261.43,0.24,26844.53,26844.53,Active,CTR-00381-04,0.04
CTR-00382-03,CUST-00382,annual,12,2023-07-28,2024-07-27,2024-08-01,Annual in advance,87211.39,0.24,66202.17,66202.17,Renewed,,0.03
CTR-00382-04,CUST-00382,annual,12,2024-07-28,2025-07-27,2025-07-31,Annual in advance,92618.49,0.25,69056.35,69056.35,Churned,CTR-00382-03,0.04
CTR-00384-03,CUST-00384,annual,12,2023-08-31,2024-08-30,2024-09-02,Annual in advance,49613.01,0.18,40608.25,40608.25,Renewed,,0.00
CTR-00384-04,CUST-00384,annual,12,2024-08-31,2025-08-30,2025-09-04,Annual in advance,52689.02,0.19,42430.47,42430.47,Renewed,CTR-00384-03,0.04
CTR-00384-05,CUST-00384,annual,12,2025-08-31,2026-08-30,2026-08-30,Annual in advance,55955.74,0.24,42431.24,42431.24,Active,CTR-00384-04,0.00
CTR-00385-03,CUST-00385,annual,12,2023-08-29,2024-08-28,2024-09-01,Annual in advance,23152.74,0.10,20862.93,20862.93,Renewed,,0.04
CTR-00385-04,CUST-00385,annual,12,2024-08-29,2025-08-28,2025-09-01,Annual in advance,33369.71,0.11,29725.74,29725.74,Renewed,CTR-00385-03,0.05
CTR-00385-05,CUST-00385,annual,12,2025-08-29,2026-08-28,2026-08-30,Annual in advance,35438.64,0.16,29725.93,29725.93,Active,CTR-00385-04,0.00
CTR-00386-03,CUST-00386,annual,12,2023-09-28,2024-09-27,2024-09-28,Quarterly in advance,31579.48,0.19,25670.96,25670.96,Renewed,,0.03
CTR-00386-04,CUST-00386,annual,12,2024-09-28,2025-09-27,2025-09-29,Quarterly in advance,33537.41,0.21,26548.21,26548.21,Renewed,CTR-00386-03,0.03
CTR-00386-05,CUST-00386,annual,12,2025-09-28,2026-09-27,2026-10-02,Quarterly in advance,25440.52,0.25,18963.36,18963.36,Active,CTR-00386-04,0.00
CTR-00387-03,CUST-00387,annual,12,2023-09-27,2024-09-26,2024-09-29,Annual in advance,41165.54,0.18,33562.26,33562.26,Renewed,,0.03
CTR-00387-04,CUST-00387,annual,12,2024-09-27,2025-09-26,2025-09-29,Annual in advance,43717.80,0.21,34628.87,34628.87,Renewed,CTR-00387-03,0.03
CTR-00387-05,CUST-00387,annual,12,2025-09-27,2026-09-26,2026-09-28,Annual in advance,46428.30,0.23,35791.58,35791.58,Active,CTR-00387-04,0.03
CTR-00389-03,CUST-00389,annual,12,2023-09-27,2024-09-26,2024-09-26,Annual in advance,24931.17,0.24,19012.51,19012.51,Renewed,,0.04
CTR-00389-04,CUST-00389,annual,12,2024-09-27,2025-09-26,2025-10-01,Annual in advance,26476.90,0.26,19701.46,19701.46,Renewed,CTR-00389-03,0.04
CTR-00389-05,CUST-00389,annual,12,2025-09-27,2026-09-26,2026-09-26,Annual in advance,28118.47,0.30,19702.61,19702.61,Active,CTR-00389-04,0.00
CTR-00390-01,CUST-00390,monthly,1,2021-10-07,2026-06-30,,Monthly in arrears,27070.89,0.16,22631.26,107498.48,Active,,
CTR-00391-03,CUST-00391,annual,12,2023-10-11,2024-10-10,2024-10-15,Annual in advance,45101.63,0.18,36906.66,36906.66,Renewed,,0.04
CTR-00391-04,CUST-00391,annual,12,2024-10-11,2025-10-10,2025-10-13,Annual in advance,47897.93,0.23,36905.36,36905.36,Renewed,CTR-00391-03,0.00
CTR-00391-05,CUST-00391,annual,12,2025-10-11,2026-10-10,2026-10-10,Annual in advance,50867.60,0.24,38420.30,38420.30,Active,CTR-00391-04,0.04
CTR-00393-03,CUST-00393,annual,12,2023-10-22,2024-10-21,2024-10-23,Quarterly in advance,27950.43,0.15,23676.81,23676.81,Renewed,,0.03
CTR-00393-04,CUST-00393,annual,12,2024-10-22,2025-10-21,2025-10-25,Annual in advance,29683.35,0.18,24411.59,24411.59,Renewed,CTR-00393-03,0.03
CTR-00393-05,CUST-00393,annual,12,2025-10-22,2026-10-21,2026-10-21,Annual in advance,31523.72,0.23,24411.97,24411.97,Active,CTR-00393-04,0.00
CTR-00394-01,CUST-00394,monthly,1,2021-11-18,2026-06-30,,Monthly in arrears,11908.21,0.08,11011.52,51387.09,Active,,
CTR-00395-03,CUST-00395,annual,12,2023-11-26,2024-11-25,2024-11-27,Annual in advance,13190.77,0.14,11341.42,11341.42,Renewed,,0.05
CTR-00395-04,CUST-00395,annual,12,2024-11-26,2025-11-25,2025-11-29,Annual in advance,24196.67,0.16,20221.16,20221.16,Renewed,CTR-00395-03,0.03
CTR-00395-05,CUST-00395,annual,12,2025-11-26,2026-11-25,2026-11-26,Annual in advance,25696.86,0.19,20935.23,20935.23,Active,CTR-00395-04,0.04
CTR-00396-02R,CUST-00396,annual,12,2023-02-01,2024-01-31,2024-02-04,Quarterly in advance,17193.94,0.05,16315.33,16315.33,Renewed,,
CTR-00396-03,CUST-00396,annual,12,2024-02-01,2025-01-31,2025-02-02,Annual in advance,14607.97,0.11,13052.22,13052.22,Churned,CTR-00396-02R,0.00
CTR-00397-01,CUST-00397,multi_year,36,2021-11-20,2024-11-19,2024-11-24,Annual in advance,14885.26,0.23,11425.93,34277.79,Renewed,,
CTR-00397-02,CUST-00397,multi_year,24,2024-11-20,2026-11-19,2026-11-21,Quarterly in advance,64184.85,0.34,42605.90,85211.80,Active,CTR-00397-01,0.04
CTR-00398-02,CUST-00398,annual,12,2022-12-10,2023-12-09,2023-12-14,Annual in advance,40853.80,0.09,37360.80,37360.80,Renewed,,0.03
CTR-00398-03,CUST-00398,annual,12,2023-12-10,2024-12-09,2024-12-10,Annual in advance,39771.18,0.14,34246.96,34246.96,Churned,CTR-00398-02,0.00
CTR-00399-02,CUST-00399,annual,12,2022-12-09,2023-12-08,2023-12-13,Annual in advance,12483.11,0.17,10324.78,10324.78,Renewed,,0.05
CTR-00399-03,CUST-00399,annual,12,2023-12-09,2024-12-08,2024-12-09,Quarterly in advance,13257.06,0.19,10718.33,10718.33,Renewed,CTR-00399-02,0.04
CTR-00399-04,CUST-00399,annual,12,2024-12-09,2025-12-08,2025-12-13,Annual in advance,14079.00,0.21,11053.42,11053.42,Renewed,CTR-00399-03,0.03
CTR-00399-05,CUST-00399,annual,12,2025-12-09,2026-12-08,2026-12-10,Quarterly in advance,21748.21,0.26,16078.45,16078.45,Active,CTR-00399-04,0.00
CTR-00400-02,CUST-00400,annual,12,2022-12-11,2023-12-10,2023-12-10,Quarterly in advance,38389.21,0.24,29079.83,29079.83,Renewed,,0.04
CTR-00400-03,CUST-00400,annual,12,2023-12-11,2024-12-10,2024-12-14,Quarterly in advance,76201.84,0.26,56404.60,56404.60,Renewed,CTR-00400-02,0.04
CTR-00400-04,CUST-00400,annual,12,2024-12-11,2025-12-10,2025-12-14,Quarterly in advance,80926.35,0.30,56405.67,56405.67,Renewed,CTR-00400-03,0.00
CTR-00400-05,CUST-00400,annual,12,2025-12-11,2026-12-10,2026-12-13,Annual in advance,85943.79,0.31,59094.95,59094.95,Active,CTR-00400-04,0.05
CTR-00401-01,CUST-00401,multi_year,24,2021-12-26,2023-12-25,2023-12-28,Annual in advance,13464.06,0.23,10310.78,20621.56,Renewed,,
CTR-00401-02,CUST-00401,multi_year,24,2023-12-26,2025-12-25,2025-12-27,Annual in advance,16872.62,0.30,11839.52,23679.04,Churned,CTR-00401-01,0.03
CTR-00403-02,CUST-00403,annual,12,2022-12-23,2023-12-22,2023-12-25,Annual in advance,51127.57,0.10,45892.11,45892.11,Renewed,,0.00
CTR-00403-03,CUST-00403,annual,12,2023-12-23,2024-12-22,2024-12-23,Annual in advance,126849.75,0.12,111488.25,111488.25,Renewed,CTR-00403-02,0.04
CTR-00403-04,CUST-00403,annual,12,2024-12-23,2025-12-22,2025-12-26,Quarterly in advance,213556.81,0.17,176739.62,176739.62,Renewed,CTR-00403-03,0.00
CTR-00403-05,CUST-00403,annual,12,2025-12-23,2026-12-22,2026-12-23,Annual in advance,245827.02,0.22,191573.00,191573.00,Active,CTR-00403-04,0.00
CTR-00404-02,CUST-00404,annual,12,2022-12-29,2023-12-28,2024-01-02,Annual in advance,23831.38,0.10,21400.58,21400.58,Renewed,,0.05
CTR-00404-03,CUST-00404,annual,12,2023-12-29,2024-12-28,2025-01-01,Annual in advance,25308.93,0.13,22114.94,22114.94,Renewed,CTR-00404-02,0.03
CTR-00404-04,CUST-00404,annual,12,2024-12-29,2025-12-28,2025-12-28,Annual in advance,33277.63,0.14,28475.67,28475.67,Renewed,CTR-00404-03,0.04
CTR-00404-05,CUST-00404,annual,12,2025-12-29,2026-12-28,2027-01-02,Quarterly in advance,48933.47,0.17,40619.67,40619.67,Active,CTR-00404-04,0.03
CTR-00405-02,CUST-00405,annual,12,2022-12-31,2023-12-30,2023-12-30,Annual in advance,58784.08,0.28,42406.84,42406.84,Renewed,,0.00
CTR-00405-03,CUST-00405,annual,12,2023-12-31,2024-12-30,2024-12-30,Annual in advance,62428.69,0.30,43987.25,43987.25,Renewed,CTR-00405-02,0.04
CTR-00405-04,CUST-00405,annual,12,2024-12-31,2025-12-30,2026-01-01,Annual in advance,66299.27,0.31,45527.71,45527.71,Renewed,CTR-00405-03,0.04
CTR-00405-05,CUST-00405,annual,12,2025-12-31,2026-12-30,2027-01-01,Annual in advance,70409.83,0.33,46935.19,46935.19,Active,CTR-00405-04,0.03
CTR-00406-02,CUST-00406,annual,12,2022-12-25,2023-12-24,2023-12-29,Annual in advance,10213.45,0.17,8447.54,8447.54,Churned,,0.00
CTR-00407-02,CUST-00407,annual,12,2022-12-19,2023-12-18,2023-12-22,Quarterly in advance,31775.18,0.22,24845.01,24845.01,Renewed,,0.05
