customer_id,customer_name,segment,employee_count,region,acquisition_date,acquisition_channel,initial_contract_type,journey_archetype,account_owner_rep_id,csm_id,customer_status,churn_date,first_arr
CUST-00574,Grimaldi Elevator Services,SMB,29,Canada,2022-11-02,Partner / Referral,annual,land_and_expand,REP-016,EMP-0263,Active,,5531.46
CUST-00576,Great Lakes Mechanical Contractors Holdings,SMB,36,Southeast,2022-11-26,Inbound - Organic,monthly,steady,REP-028,EMP-0131,Churned,2025-11-30,6297.83
CUST-00578,Vandermeer Industrial Services,SMB,27,Southeast,2022-11-25,Inbound - Organic,annual,expand_then_contract,REP-030,EMP-0213,Churned,2025-11-24,17920.71
CUST-00579,Eskildsen Plumbing & Heating,SMB,25,West,2022-12-22,Trade Show / Event,monthly,land_and_expand,REP-030,EMP-0317,Active,,7065.30
CUST-00580,Annapolis Valley Facilities Group,SMB,13,West,2022-12-21,Inbound - Organic,monthly,land_and_expand,REP-031,EMP-0033,Churned,2025-12-31,3990.62
CUST-00581,Redstone Controls,SMB,9,West,2022-12-31,Partner / Referral,annual,slow_decay,REP-005,EMP-0119,Churned,2023-12-30,3912.95
CUST-00583,Kettle Moraine Boiler Works Holdings,SMB,15,Midwest,2022-12-28,Inbound - Paid,monthly,steady,REP-030,EMP-0154,Active,,6199.65
CUST-00584,Gulf Coast Boiler Works Corp.,SMB,25,Northeast,2022-12-01,Partner / Referral,annual,steady,REP-005,EMP-0245,Active,,4735.02
CUST-00585,Ferreira Fire & Life Safety & Sons,SMB,15,Southwest,2022-12-26,Outbound - SDR,monthly,land_and_expand,REP-028,EMP-0104,Churned,2026-01-31,6531.72
CUST-00586,Okanagan Security Systems Services,SMB,6,Northeast,2022-12-29,Inbound - Organic,monthly,land_and_expand,REP-030,EMP-0033,Active,,1722.33
CUST-00587,Mulcahy Fire & Life Safety,SMB,10,Southwest,2022-12-28,Inbound - Organic,monthly,land_and_expand,REP-028,EMP-0272,Churned,2024-04-30,5041.10
CUST-00589,Hudson Valley Roofing,SMB,9,Midwest,2022-12-25,Inbound - Paid,annual,steady,REP-016,EMP-0322,Active,,1219.94
CUST-00590,Ironbridge Utility Services,SMB,9,Midwest,2022-12-29,Inbound - Paid,monthly,steady,REP-030,EMP-0033,Active,,1748.30
CUST-00591,Brannigan Pipefitting Corp.,SMB,32,Mountain,2022-12-18,Inbound - Paid,monthly,steady,REP-016,EMP-0033,Churned,2025-05-31,9877.84
CUST-00592,Clearwater HVAC,SMB,18,Mountain,2022-12-29,Inbound - Paid,monthly,slow_decay,REP-016,EMP-0106,Active,,10013.81
CUST-00593,Zamora Industrial Services Partners,SMB,21,Northeast,2022-12-30,Inbound - Paid,annual,fast_churn,REP-016,EMP-0148,Churned,2023-12-29,8369.10
CUST-00595,Sonoran Heating & Air Group,SMB,19,Great Lakes,2022-12-16,Inbound - Organic,monthly,expand_then_contract,REP-016,EMP-0289,Churned,2024-05-31,5372.07
CUST-00596,Ingersoll Refrigeration Partners,SMB,28,Mountain,2022-12-31,Outbound - SDR,monthly,steady,REP-005,EMP-0139,Active,,4966.92
CUST-00599,Adirondack Security Systems Holdings,SMB,15,South Central,2022-12-04,Inbound - Paid,monthly,expand_then_contract,REP-028,EMP-0245,Churned,2025-07-31,3301.42
CUST-00600,Mulcahy Mechanical Systems & Sons,SMB,38,West,2022-12-11,Partner / Referral,monthly,steady,REP-030,EMP-0148,Active,,6902.87
CUST-00601,Kilbride Industrial Services Partners,SMB,19,Southwest,2022-12-27,Partner / Referral,annual,fast_churn,REP-030,EMP-0303,Churned,2023-12-26,2412.41
CUST-00602,Yarborough Facilities Group,SMB,25,Great Lakes,2022-12-28,Inbound - Paid,monthly,churn_and_return,REP-016,EMP-0317,Churned,2024-11-30,4304.91
CUST-00603,Hudson Valley Heating & Air Partners,SMB,11,Midwest,2022-12-13,Partner / Referral,monthly,steady,REP-028,EMP-0081,Active,,3594.45
CUST-00604,Laurentian Air Systems Co.,SMB,12,Midwest,2022-12-20,Inbound - Paid,monthly,slow_decay,REP-030,EMP-0081,Churned,2024-01-31,3301.42
CUST-00605,Harborview Mechanical Systems & Sons,SMB,7,West,2022-12-11,Partner / Referral,monthly,expand_then_contract,REP-005,EMP-0322,Churned,2024-03-31,1736.41
CUST-00607,Klamath Landscape Services Partners,SMB,6,Mid-Atlantic,2022-12-21,Inbound - Organic,monthly,steady,REP-028,EMP-0291,Active,,1837.24
CUST-00608,Delgado Elevator Services Group,SMB,5,Mountain,2022-12-28,Inbound - Paid,annual,slow_decay,REP-005,EMP-0289,Churned,2023-12-27,1177.42
CUST-00611,Laurentian Roofing Inc.,SMB,18,South Central,2022-12-11,Inbound - Paid,monthly,steady,REP-030,EMP-0139,Active,,6259.19
CUST-00612,Fontaine Facilities Group Holdings,SMB,34,Great Lakes,2022-12-16,Outbound - SDR,annual,expand_then_contract,REP-005,EMP-0154,Active,,8686.56
CUST-00614,Halvorsen HVAC Partners,SMB,28,Midwest,2022-12-13,Partner / Referral,monthly,steady,REP-030,EMP-0219,Active,,18919.26
CUST-00615,Ruzicka Facility Services Co.,SMB,8,Midwest,2022-12-26,Inbound - Paid,monthly,churn_and_return,REP-016,EMP-0238,Churned,2024-10-31,1163.03
CUST-00618,Chesapeake Plumbing Co.,Mid-Market,140,Canada,2022-01-05,Trade Show / Event,multi_year,churn_and_return,REP-023,EMP-0139,Active,,23656.46
CUST-00619,Wabash Facility Services & Sons,Mid-Market,313,Canada,2022-01-31,Outbound - SDR,monthly,land_and_expand,REP-007,EMP-0119,Active,,53933.11
CUST-00620,Mulcahy Restoration Corp.,Mid-Market,149,Southwest,2022-01-28,Inbound - Organic,annual,steady,REP-024,EMP-0171,Active,,26533.91
CUST-00621,Tri-State Mechanical Systems & Sons,Mid-Market,72,Great Lakes,2022-01-30,Inbound - Paid,multi_year,steady,REP-023,EMP-0272,Active,,11911.82
CUST-00622,Front Range Controls Inc.,Mid-Market,149,Mountain,2022-01-12,Partner / Referral,monthly,steady,REP-023,EMP-0219,Churned,2024-02-29,23833.72
CUST-00623,Ingersoll Building Services Services,Mid-Market,330,Southeast,2022-02-28,Outbound - SDR,annual,expand_then_contract,REP-010,EMP-0317,Active,,38859.29
CUST-00624,Cascade Building Services Partners,Mid-Market,162,Southeast,2022-02-11,Partner / Referral,annual,land_and_expand,REP-007,EMP-0219,Churned,2026-05-31,20717.16
CUST-00625,Susquehanna Building Services Services,Mid-Market,70,Mountain,2022-02-10,Inbound - Paid,annual,slow_decay,REP-024,EMP-0103,Churned,2026-02-09,14049.79
CUST-00626,Lowcountry Electrical Contractors,Mid-Market,242,Mountain,2022-02-24,Partner / Referral,monthly,steady,REP-018,EMP-0240,Active,,38136.13
CUST-00627,Petrosian Property Services Holdings,Mid-Market,88,Midwest,2022-02-26,Inbound - Paid,annual,steady,REP-024,EMP-0171,Churned,2024-02-25,25075.94
CUST-00628,Thibodeaux Restoration,Mid-Market,208,Mid-Atlantic,2022-02-19,Partner / Referral,annual,steady,REP-007,EMP-0258,Active,,22062.32
CUST-00629,Wasatch Plumbing,Mid-Market,259,Mountain,2022-03-27,Trade Show / Event,annual,steady,REP-007,EMP-0289,Active,,32342.26
CUST-00630,Lantern Sheet Metal,Mid-Market,131,Southwest,2022-03-08,Inbound - Paid,multi_year,steady,REP-010,EMP-0153,Active,,29499.78
CUST-00631,Zamora Refrigeration,Mid-Market,73,Great Lakes,2022-03-12,Inbound - Paid,annual,steady,REP-023,EMP-0238,Churned,2026-03-11,10309.34
CUST-00632,Stavros Plumbing Holdings,Mid-Market,132,Midwest,2022-03-28,Inbound - Organic,annual,steady,REP-007,EMP-0284,Active,,22233.74
CUST-00634,Danforth Industrial Services Services,Mid-Market,168,Canada,2022-03-15,Outbound - SDR,annual,steady,REP-024,EMP-0322,Active,,20794.82
CUST-00635,Vandermeer Mechanical & Sons,Mid-Market,96,Midwest,2022-03-13,Inbound - Organic,annual,land_and_expand,REP-007,EMP-0104,Active,,10733.04
CUST-00636,Fontaine Glass & Glazing Group,Mid-Market,146,Mountain,2022-03-17,Partner / Referral,annual,steady,REP-026,EMP-0219,Active,,13136.51
CUST-00637,Yarborough Security Systems Co.,Mid-Market,53,Midwest,2022-03-29,Outbound - SDR,annual,slow_decay,REP-010,EMP-0042,Churned,2026-03-28,7795.03
CUST-00638,Sandhills Energy Services Group,Mid-Market,233,Northeast,2022-04-25,Inbound - Paid,multi_year,land_and_expand,REP-018,EMP-0245,Active,,19467.28
CUST-00639,Rasmussen Boiler Works Holdings,Mid-Market,78,South Central,2022-04-24,Outbound - SDR,annual,land_and_expand,REP-024,EMP-0213,Active,,10185.01
CUST-00640,Uphoff Landscape Services Partners,Mid-Market,429,Mountain,2022-04-28,Outbound - SDR,annual,steady,REP-023,EMP-0081,Churned,2025-04-27,44303.66
CUST-00641,Shenandoah Energy Services Group,Mid-Market,416,Mountain,2022-04-28,Outbound - SDR,annual,steady,REP-023,EMP-0182,Active,,61788.11
CUST-00642,Rasmussen Mechanical Contractors Corp.,Mid-Market,101,Mountain,2022-04-08,Outbound - SDR,monthly,steady,REP-026,EMP-0153,Active,,6863.14
CUST-00644,Northgate Glass & Glazing,Mid-Market,138,West,2022-05-28,Inbound - Organic,annual,expand_then_contract,REP-024,EMP-0104,Active,,18032.73
CUST-00645,Ackerley Energy Services & Sons,Mid-Market,132,Mid-Atlantic,2022-05-28,Inbound - Organic,annual,expand_then_contract,REP-026,EMP-0033,Active,,21583.77
CUST-00646,Keystone Controls Partners,Mid-Market,172,Southeast,2022-05-31,Inbound - Paid,annual,land_and_expand,REP-010,EMP-0199,Active,,39284.84
CUST-00649,Kettle Moraine Facilities Group,Mid-Market,239,Midwest,2022-06-29,Inbound - Paid,annual,land_and_expand,REP-024,EMP-0119,Active,,55617.01
CUST-00651,Copperfield Electrical Contractors Partners,Mid-Market,165,Southwest,2022-06-03,Inbound - Organic,annual,expand_then_contract,REP-026,EMP-0172,Active,,24781.41
CUST-00652,Sonoran Plumbing LLC,Mid-Market,128,Mid-Atlantic,2022-06-30,Trade Show / Event,annual,slow_decay,REP-026,EMP-0139,Active,,10040.15
CUST-00654,Meridian Utility Services Services,Mid-Market,90,Southwest,2022-07-31,Inbound - Paid,multi_year,steady,REP-007,EMP-0238,Active,,7959.30
CUST-00655,Sonoran Refrigeration Partners,Mid-Market,106,Southwest,2022-07-27,Partner / Referral,annual,steady,REP-007,EMP-0033,Active,,31315.89
CUST-00656,Brazos Roofing Corp.,Mid-Market,129,Mountain,2022-07-28,Outbound - SDR,annual,land_and_expand,REP-023,EMP-0245,Active,,27335.70
CUST-00657,Chesapeake Electric,Mid-Market,167,Mountain,2022-07-18,Inbound - Organic,annual,steady,REP-026,EMP-0103,Active,,27131.16
CUST-00658,Villanueva Industrial Services Inc.,Mid-Market,67,Canada,2022-08-14,Partner / Referral,annual,steady,REP-018,EMP-0322,Active,,7702.08
CUST-00660,Stonebridge Property Services,Mid-Market,91,Mid-Atlantic,2022-08-16,Inbound - Organic,annual,churn_and_return,REP-018,EMP-0245,Active,,7799.32
CUST-00661,Wabash Security Systems Group,Mid-Market,52,West,2022-08-12,Partner / Referral,annual,steady,REP-007,EMP-0032,Active,,15956.75
CUST-00663,Vandermeer Restoration,Mid-Market,101,Mid-Atlantic,2022-09-27,Outbound - SDR,annual,steady,REP-007,EMP-0032,Churned,2025-09-26,13578.07
CUST-00664,Thibodeaux Energy Services LLC,Mid-Market,238,Northeast,2022-09-11,Inbound - Paid,multi_year,expand_then_contract,REP-023,EMP-0103,Active,,59522.96
CUST-00666,Pinnacle Point Heating & Air Co.,Mid-Market,230,Northeast,2022-09-30,Outbound - SDR,annual,land_and_expand,REP-010,EMP-0139,Active,,32044.70
CUST-00668,Keystone Industrial Services & Sons,Mid-Market,130,West,2022-10-31,Inbound - Paid,annual,steady,REP-023,EMP-0131,Churned,2024-10-30,13681.74
CUST-00669,Ferreira Electric,Mid-Market,110,Southwest,2022-10-10,Outbound - SDR,annual,land_and_expand,REP-010,EMP-0081,Active,,14583.43
CUST-00670,Ironbridge Glass & Glazing Services,Mid-Market,149,Midwest,2022-10-14,Outbound - SDR,annual,steady,REP-027,EMP-0182,Active,,11106.90
CUST-00671,Prentice Fire Protection Inc.,Mid-Market,77,Canada,2022-10-04,Inbound - Organic,annual,land_and_expand,REP-018,EMP-0182,Active,,7335.84
CUST-00673,Ironbridge Sheet Metal Corp.,Mid-Market,292,Mountain,2022-10-26,Outbound - SDR,annual,land_and_expand,REP-026,EMP-0182,Active,,34922.53
CUST-00674,Ackerley Pipefitting Services,Mid-Market,91,Northeast,2022-11-29,Inbound - Organic,annual,steady,REP-007,EMP-0032,Active,,13162.60
CUST-00676,Hudson Valley Utility Services Group,Mid-Market,131,Great Lakes,2022-11-14,Partner / Referral,annual,land_and_expand,REP-018,EMP-0042,Active,,16339.96
CUST-00679,Hutchins Energy Services Services,Mid-Market,137,Southwest,2022-12-26,Outbound - SDR,annual,steady,REP-018,EMP-0258,Active,,8685.55
CUST-00680,Ferreira Facilities Group LLC,Mid-Market,105,Midwest,2022-12-30,Outbound - SDR,multi_year,fast_churn,REP-026,EMP-0284,Churned,2024-12-29,10404.04
CUST-00681,Summit Line Electrical Contractors Co.,Mid-Market,122,Canada,2022-12-23,Partner / Referral,annual,steady,REP-007,EMP-0317,Churned,2023-12-22,29415.13
CUST-00682,Cumberland HVAC,Mid-Market,126,Northeast,2022-12-18,Outbound - SDR,annual,land_and_expand,REP-027,EMP-0070,Active,,16687.04
CUST-00683,Saskatoon Mechanical Systems Holdings,Mid-Market,230,Southeast,2022-12-31,Inbound - Organic,annual,land_and_expand,REP-018,EMP-0199,Active,,25649.18
CUST-00684,Prentice Mechanical Co.,Mid-Market,76,Midwest,2022-12-26,Inbound - Organic,annual,land_and_expand,REP-010,EMP-0213,Active,,16134.27
CUST-00685,Lantern Security Systems Co.,Mid-Market,108,Southwest,2022-12-29,Outbound - SDR,annual,fast_churn,REP-026,EMP-0245,Churned,2023-12-28,28976.75
CUST-00686,Blue Ridge Industrial Services,Mid-Market,258,South Central,2022-12-27,Outbound - SDR,annual,steady,REP-026,EMP-0317,Active,,65565.74
CUST-00687,Whitcomb Industrial Services Co.,Mid-Market,284,West,2022-12-24,Outbound - SDR,annual,land_and_expand,REP-007,EMP-0245,Active,,67800.32
CUST-00688,Jankowski Sheet Metal Corp.,Mid-Market,142,Midwest,2022-12-11,Outbound - SDR,annual,fast_churn,REP-010,EMP-0301,Churned,2023-12-10,8767.80
CUST-00689,Summit Line Industrial Services,Mid-Market,151,Southwest,2022-12-27,Inbound - Paid,annual,land_and_expand,REP-018,EMP-0219,Active,,21716.96
CUST-00690,Tri-State Property Services,Mid-Market,54,Southwest,2022-12-27,Outbound - SDR,annual,steady,REP-027,EMP-0240,Active,,12645.73
CUST-00691,Chaudhry Energy Services Co.,Mid-Market,60,Midwest,2022-12-29,Inbound - Organic,annual,fast_churn,REP-007,EMP-0022,Churned,2023-12-28,13191.64
CUST-00692,Sonoran Mechanical Contractors LLC,Enterprise,532,Mid-Atlantic,2022-01-22,Trade Show / Event,annual,land_and_expand,REP-025,EMP-0096,Active,,62784.42
CUST-00693,Rio Grande Glass & Glazing Group,Enterprise,633,Southwest,2022-02-01,Partner / Referral,multi_year,land_and_expand,REP-025,EMP-0070,Active,,68656.80
CUST-00694,Yarborough Electrical Contractors Holdings,Enterprise,2451,Northeast,2022-03-28,Partner / Referral,annual,expand_then_contract,REP-012,EMP-0245,Active,,192953.54
CUST-00695,Mahoney HVAC & Sons,Enterprise,525,Southwest,2022-03-30,Outbound - SDR,multi_year,steady,REP-025,EMP-0312,Active,,59432.24
CUST-00697,Oyelaran Heating & Air,Enterprise,1374,Southwest,2022-05-07,Partner / Referral,multi_year,steady,REP-025,EMP-0284,Active,,161331.45
CUST-00698,Zamora Plumbing Inc.,Enterprise,1627,Mid-Atlantic,2022-06-26,Partner / Referral,multi_year,slow_decay,REP-012,EMP-0322,Active,,108789.92
CUST-00699,Copperfield Facility Services,Enterprise,1381,Midwest,2022-07-31,Trade Show / Event,annual,steady,REP-025,EMP-0225,Active,,175898.66
CUST-00700,Gulf Coast Roofing,Enterprise,2009,Northeast,2022-08-30,Outbound - SDR,multi_year,steady,REP-025,EMP-0119,Active,,307520.93
CUST-00701,Northgate Mechanical Group,Enterprise,547,Southwest,2022-09-24,Inbound - Paid,multi_year,steady,REP-014,EMP-0070,Active,,87234.08
CUST-00702,Grimaldi Facility Services,Enterprise,1274,Southeast,2022-10-27,Partner / Referral,multi_year,steady,REP-014,EMP-0103,Active,,103005.34
CUST-00703,Hutchins Property Services LLC,Enterprise,1911,Northeast,2022-11-27,Outbound - SDR,annual,land_and_expand,REP-014,EMP-0148,Active,,164374.55
CUST-00704,Saskatoon Security Systems Group,Enterprise,3976,Midwest,2022-12-31,Outbound - SDR,annual,land_and_expand,REP-014,EMP-0042,Active,,323135.93
CUST-00705,Mahoney Facility Services Co.,Enterprise,905,Great Lakes,2022-12-29,Partner / Referral,multi_year,expand_then_contract,REP-029,EMP-0303,Active,,101097.75
CUST-00706,Vandermeer Fire Protection Corp.,SMB,20,West,2023-01-29,Outbound - SDR,annual,steady,REP-028,EMP-0154,Active,,6521.88
CUST-00708,Vandermeer Restoration Group,SMB,12,Mountain,2023-01-17,Outbound - SDR,annual,steady,REP-028,EMP-0148,Active,,3827.92
CUST-00709,Nakashima HVAC Corp.,SMB,16,Southeast,2023-01-29,Inbound - Paid,monthly,land_and_expand,REP-028,EMP-0106,Active,,6296.26
CUST-00712,Sonoran Landscape Services Co.,SMB,5,Great Lakes,2023-01-01,Inbound - Organic,monthly,steady,REP-016,EMP-0315,Active,,1645.01
CUST-00713,Chaudhry Roofing Inc.,SMB,39,Mid-Atlantic,2023-01-20,Outbound - SDR,annual,fast_churn,REP-030,EMP-0141,Churned,2024-01-19,18646.44
CUST-00714,Annapolis Valley Restoration Corp.,SMB,16,South Central,2023-01-23,Outbound - SDR,monthly,steady,REP-016,EMP-0182,Churned,2026-03-31,3344.15
CUST-00716,Bellamy Property Services,SMB,10,West,2023-01-24,Inbound - Organic,annual,steady,REP-016,EMP-0104,Active,,5169.56
CUST-00718,Saskatoon Industrial Services LLC,SMB,28,Great Lakes,2023-01-27,Inbound - Paid,monthly,steady,REP-005,EMP-0022,Active,,8816.61
CUST-00720,Fieldstone Fire Protection,SMB,6,Midwest,2023-01-10,Inbound - Paid,monthly,steady,REP-030,EMP-0153,Churned,2026-05-31,1199.52
CUST-00721,Redstone Boiler Works Group,SMB,8,Mountain,2023-01-07,Inbound - Organic,annual,expand_then_contract,REP-031,EMP-0148,Churned,2026-01-06,2593.42
CUST-00722,Bitterroot Elevator Services Group,SMB,21,Southwest,2023-01-30,Inbound - Paid,monthly,steady,REP-030,EMP-0141,Active,,5698.88
CUST-00724,Jessup Energy Services,SMB,17,Canada,2023-01-17,Trade Show / Event,annual,steady,REP-016,EMP-0032,Active,,7093.79
CUST-00725,Ironbridge Heating & Air,SMB,11,Southeast,2023-01-26,Inbound - Paid,annual,steady,REP-031,EMP-0148,Active,,2525.41
CUST-00726,Stonebridge Facility Services Inc.,SMB,27,Northeast,2023-02-12,Partner / Referral,monthly,steady,REP-016,EMP-0245,Active,,8908.54
CUST-00727,Chesapeake Building Services Inc.,SMB,27,Canada,2023-02-23,Trade Show / Event,monthly,expand_then_contract,REP-016,EMP-0322,Active,,3334.68
CUST-00728,Wasatch Utility Services Services,SMB,11,Southeast,2023-02-23,Outbound - SDR,monthly,steady,REP-030,EMP-0291,Active,,1831.94
CUST-00729,Lantern Heating & Air Co.,SMB,31,Mountain,2023-02-27,Outbound - SDR,monthly,land_and_expand,REP-028,EMP-0258,Active,,10984.93
CUST-00730,Grimaldi Elevator Services Holdings,SMB,22,South Central,2023-02-20,Inbound - Paid,monthly,land_and_expand,REP-016,EMP-0070,Active,,6354.58
CUST-00731,Uphoff Elevator Services Inc.,SMB,19,Midwest,2023-02-28,Inbound - Paid,annual,land_and_expand,REP-016,EMP-0312,Churned,2024-02-27,7831.82
CUST-00733,Mahoney Facility Services,SMB,14,Canada,2023-02-27,Outbound - SDR,annual,land_and_expand,REP-016,EMP-0284,Active,,5908.79
CUST-00734,Yarborough Building Services Holdings,SMB,18,West,2023-02-07,Inbound - Paid,monthly,churn_and_return,REP-016,EMP-0106,Churned,2025-07-31,4513.10
CUST-00735,Fieldstone Facility Services,SMB,15,Mid-Atlantic,2023-02-28,Inbound - Organic,annual,steady,REP-028,EMP-0081,Active,,3654.28
CUST-00736,Ackerley HVAC,SMB,17,Southwest,2023-02-10,Inbound - Paid,monthly,steady,REP-030,EMP-0131,Active,,5009.49
CUST-00737,Harrow HVAC Inc.,SMB,18,Mid-Atlantic,2023-02-08,Inbound - Paid,monthly,steady,REP-028,EMP-0312,Active,,8374.45
CUST-00738,Sandhills Air Systems Inc.,SMB,11,Mid-Atlantic,2023-02-25,Inbound - Paid,monthly,land_and_expand,REP-030,EMP-0225,Active,,1939.59
CUST-00743,Wabash Pipefitting,SMB,7,West,2023-02-01,Outbound - SDR,annual,land_and_expand,REP-005,EMP-0240,Churned,2024-01-31,1755.71
CUST-00744,Chesapeake Plumbing & Heating Co.,SMB,35,South Central,2023-02-28,Inbound - Paid,annual,land_and_expand,REP-016,EMP-0104,Active,,19360.04
CUST-00745,Saskatoon Boiler Works Services,SMB,13,Mountain,2023-02-20,Inbound - Paid,monthly,slow_decay,REP-028,EMP-0291,Churned,2025-09-30,5543.45
CUST-00747,Brannigan Facility Services Partners,SMB,49,Mid-Atlantic,2023-03-19,Outbound - SDR,monthly,land_and_expand,REP-028,EMP-0022,Active,,16450.55
CUST-00748,Thibodeaux Property Services Corp.,SMB,14,Midwest,2023-03-06,Inbound - Organic,annual,expand_then_contract,REP-031,EMP-0080,Churned,2026-03-05,7481.22
CUST-00749,Gallardo Landscape Services,SMB,26,Mountain,2023-03-14,Partner / Referral,monthly,steady,REP-016,EMP-0225,Active,,8971.02
CUST-00750,Kilbride Mechanical,SMB,31,Northeast,2023-03-31,Partner / Referral,monthly,fast_churn,REP-016,EMP-0284,Churned,2024-02-29,11965.77
CUST-00751,Nakashima Utility Services,SMB,31,Mountain,2023-03-22,Trade Show / Event,annual,land_and_expand,REP-028,EMP-0139,Active,,8952.37
CUST-00752,Rio Grande Energy Services Group,SMB,19,Mountain,2023-03-28,Inbound - Paid,monthly,fast_churn,REP-031,EMP-0225,Churned,2024-02-29,7638.42
CUST-00753,Hutchins Plumbing Inc.,SMB,10,Mid-Atlantic,2023-03-30,Inbound - Paid,annual,steady,REP-005,EMP-0172,Active,,3818.23
CUST-00754,Marchetti Fire Protection,SMB,27,Southwest,2023-03-16,Inbound - Organic,monthly,steady,REP-028,EMP-0225,Active,,10322.80
CUST-00755,Granite Peak Glass & Glazing,SMB,13,Southeast,2023-03-08,Inbound - Organic,annual,steady,REP-028,EMP-0119,Active,,9340.23
CUST-00756,Uphoff Fire Protection Inc.,SMB,16,Mountain,2023-03-29,Partner / Referral,monthly,churn_and_return,REP-005,EMP-0103,Churned,2025-05-31,5385.90
CUST-00757,Mahoney Mechanical Systems Inc.,SMB,15,Southeast,2023-03-31,Partner / Referral,monthly,steady,REP-028,EMP-0081,Active,,3338.84
CUST-00758,Zamora Property Services LLC,SMB,5,Midwest,2023-03-21,Partner / Referral,monthly,steady,REP-016,EMP-0103,Churned,2025-07-31,3540.40
CUST-00762,Bitterroot Facility Services & Sons,SMB,19,Mountain,2023-03-24,Outbound - SDR,monthly,expand_then_contract,REP-031,EMP-0312,Churned,2024-02-29,3073.61
CUST-00763,Lindqvist Building Services Inc.,SMB,18,Canada,2023-03-17,Outbound - SDR,annual,fast_churn,REP-031,EMP-0154,Churned,2024-03-16,7858.46
CUST-00764,Kowalczyk Fire & Life Safety Corp.,SMB,24,Midwest,2023-03-06,Trade Show / Event,annual,churn_and_return,REP-016,EMP-0139,Active,,8837.08
CUST-00765,Meridian Security Systems Inc.,SMB,30,Mid-Atlantic,2023-03-10,Partner / Referral,annual,expand_then_contract,REP-028,EMP-0032,Churned,2025-03-09,16396.93
CUST-00766,Chaudhry Security Systems,SMB,41,Great Lakes,2023-03-10,Trade Show / Event,annual,fast_churn,REP-016,EMP-0154,Churned,2024-03-09,12174.38
CUST-00767,Jankowski Fire Protection,SMB,13,Southeast,2023-03-20,Partner / Referral,annual,land_and_expand,REP-030,EMP-0291,Active,,5271.69
CUST-00768,Ruzicka Glass & Glazing Corp.,SMB,19,Mountain,2023-03-18,Trade Show / Event,multi_year,fast_churn,REP-030,EMP-0245,Churned,2026-03-17,3093.71
CUST-00769,Chaudhry Fire & Life Safety LLC,SMB,18,Northeast,2023-03-10,Partner / Referral,monthly,land_and_expand,REP-028,EMP-0106,Churned,2024-03-31,3912.34
CUST-00771,Holloway Heating & Air Partners,SMB,27,Midwest,2023-03-04,Outbound - SDR,monthly,land_and_expand,REP-016,EMP-0284,Active,,11885.73
CUST-00772,Sandhills Electric,SMB,15,Mid-Atlantic,2023-03-26,Trade Show / Event,monthly,steady,REP-030,EMP-0096,Active,,3442.44
CUST-00773,Danforth Utility Services Services,SMB,10,Mid-Atlantic,2023-03-26,Inbound - Paid,annual,fast_churn,REP-028,EMP-0172,Churned,2024-03-25,2704.57
CUST-00774,Ackerley Fire Protection,SMB,14,West,2023-03-18,Inbound - Organic,annual,slow_decay,REP-016,EMP-0033,Churned,2024-03-17,4643.22
CUST-00775,Delgado Heating & Air & Sons,SMB,8,Southeast,2023-03-30,Outbound - SDR,monthly,churn_and_return,REP-016,EMP-0148,Churned,2024-08-31,2505.00
CUST-00776,Rio Grande Elevator Services,SMB,23,Southwest,2023-04-26,Outbound - SDR,monthly,steady,REP-005,EMP-0322,Active,,10155.78
CUST-00777,Oyelaran Security Systems Partners,SMB,12,Midwest,2023-04-29,Partner / Referral,monthly,slow_decay,REP-028,EMP-0240,Active,,5149.97
CUST-00778,Castellano Facilities Group Services,SMB,11,Mountain,2023-04-08,Outbound - SDR,monthly,steady,REP-028,EMP-0289,Churned,2025-11-30,4694.38
CUST-00780,Quintero Energy Services,SMB,35,Midwest,2023-04-27,Inbound - Paid,annual,fast_churn,REP-030,EMP-0178,Churned,2025-04-26,5979.85
CUST-00781,Palouse Elevator Services Services,SMB,29,Mountain,2023-04-08,Inbound - Organic,monthly,steady,REP-005,EMP-0080,Active,,6792.08
CUST-00782,Redstone Landscape Services Corp.,SMB,9,Northeast,2023-04-29,Inbound - Organic,monthly,steady,REP-030,EMP-0139,Churned,2023-12-31,4983.55
CUST-00783,Yarborough Fire Protection Partners,SMB,10,Southwest,2023-04-16,Outbound - SDR,annual,fast_churn,REP-028,EMP-0213,Churned,2024-04-15,2352.95
CUST-00785,Whitcomb Restoration Co.,SMB,14,Southwest,2023-04-01,Inbound - Paid,annual,land_and_expand,REP-016,EMP-0096,Active,,3772.34
CUST-00786,Mohawk Valley Restoration Corp.,SMB,32,Mid-Atlantic,2023-04-26,Inbound - Organic,annual,slow_decay,REP-016,EMP-0272,Churned,2025-04-25,7384.62
CUST-00787,Villanueva Glass & Glazing Group,SMB,18,West,2023-04-05,Inbound - Organic,annual,land_and_expand,REP-028,EMP-0225,Active,,6493.38
CUST-00788,Gallardo Building Services,SMB,7,Great Lakes,2023-04-26,Inbound - Paid,monthly,land_and_expand,REP-016,EMP-0240,Active,,1819.88
CUST-00790,Thibodeaux Electrical Contractors,SMB,26,Great Lakes,2023-04-22,Inbound - Paid,annual,steady,REP-005,EMP-0317,Active,,5948.39
CUST-00791,Bitterroot Landscape Services Co.,SMB,18,Mountain,2023-04-27,Inbound - Paid,annual,fast_churn,REP-028,EMP-0284,Churned,2024-04-26,5764.61
