version,month_end_date,cost_center,department,account_code,account_name,account_category,budget_amount
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9020,Expansion ARR,Memo - ARR,514500.00
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9030,Reactivation ARR,Memo - ARR,21000.00
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9040,Contraction ARR,Memo - ARR,-89250.00
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9050,Churn ARR,Memo - ARR,-299250.00
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,32.00
FY2026-Board-Approved,2026-03-31,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,202.50
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,81573.78
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,16722.62
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,5843.08
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,6316.87
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,4060.85
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,5396.33
FY2026-Board-Approved,2026-04-30,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,507.22
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,109808.13
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,22510.66
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,11154.98
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,12059.48
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,5156.91
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,6686.44
FY2026-Board-Approved,2026-04-30,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,604.97
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,71122.19
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,14580.05
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,9561.41
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,10336.69
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2646.30
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4058.37
FY2026-Board-Approved,2026-04-30,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,318.39
FY2026-Board-Approved,2026-04-30,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,55874.76
FY2026-Board-Approved,2026-04-30,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,11454.32
FY2026-Board-Approved,2026-04-30,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2544.51
FY2026-Board-Approved,2026-04-30,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3396.13
FY2026-Board-Approved,2026-04-30,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,307.44
FY2026-Board-Approved,2026-04-30,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,51867.87
FY2026-Board-Approved,2026-04-30,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,10632.92
FY2026-Board-Approved,2026-04-30,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2064.64
FY2026-Board-Approved,2026-04-30,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2707.49
FY2026-Board-Approved,2026-04-30,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,39412.85
FY2026-Board-Approved,2026-04-30,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,8079.63
FY2026-Board-Approved,2026-04-30,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1404.82
FY2026-Board-Approved,2026-04-30,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2426.68
FY2026-Board-Approved,2026-04-30,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,17410.45
FY2026-Board-Approved,2026-04-30,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3569.14
FY2026-Board-Approved,2026-04-30,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,813.31
FY2026-Board-Approved,2026-04-30,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1181.19
FY2026-Board-Approved,2026-04-30,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,105.49
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,84268.68
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,7725.66
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,18858.84
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,16590.98
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,205848.97
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,84469.68
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3306.09
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,2806.35
FY2026-Board-Approved,2026-04-30,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,484.19
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,80439.09
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,7339.69
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,17994.65
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,53988.41
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,3367.44
FY2026-Board-Approved,2026-04-30,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2752.88
FY2026-Board-Approved,2026-04-30,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,200991.35
FY2026-Board-Approved,2026-04-30,CC-1200,Customer Success,6010,Bonus,Subscription COGS,19103.80
FY2026-Board-Approved,2026-04-30,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,45119.50
FY2026-Board-Approved,2026-04-30,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,3662.48
FY2026-Board-Approved,2026-04-30,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,2850.60
FY2026-Board-Approved,2026-04-30,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1261.79
FY2026-Board-Approved,2026-04-30,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,58543.06
FY2026-Board-Approved,2026-04-30,CC-2000,Support,6010,Bonus,Subscription COGS,6136.92
FY2026-Board-Approved,2026-04-30,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,13259.40
FY2026-Board-Approved,2026-04-30,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,864.87
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,161330.28
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,935.69
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,9235.12
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,69393.56
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,6990.33
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,15658.70
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,17259.65
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,1139.51
FY2026-Board-Approved,2026-04-30,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,169.63
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,3514.32
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,36443.14
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,6010,Bonus,Services COGS,3290.97
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,8145.49
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,937.62
FY2026-Board-Approved,2026-04-30,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,1925.65
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,358403.40
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6010,Bonus,Research & Development,34352.92
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,80515.05
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,27363.45
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,12392.95
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2349.93
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1684.34
FY2026-Board-Approved,2026-04-30,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1203.06
FY2026-Board-Approved,2026-04-30,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,49793.51
FY2026-Board-Approved,2026-04-30,CC-3010,Quality & Release,6010,Bonus,Research & Development,3983.48
FY2026-Board-Approved,2026-04-30,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,11024.28
FY2026-Board-Approved,2026-04-30,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,8400.90
FY2026-Board-Approved,2026-04-30,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1730.21
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,145019.07
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6010,Bonus,Research & Development,12819.90
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,32356.99
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,10723.60
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4794.10
FY2026-Board-Approved,2026-04-30,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1273.02
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,52736.63
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4769.97
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,11788.85
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1244.72
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,741.41
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,93392.26
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,25063.64
FY2026-Board-Approved,2026-04-30,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,166.05
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,62496.76
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6010,Bonus,General & Administrative,6673.14
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,14179.83
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,1107.00
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,71457.40
FY2026-Board-Approved,2026-04-30,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,213.93
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,12020.65
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,961.65
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2661.37
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,423.80
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,243.03
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,50544.06
FY2026-Board-Approved,2026-04-30,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,22553.30
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,54491.85
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,6065.03
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,12414.16
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,7178.41
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,874.09
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,46225.43
FY2026-Board-Approved,2026-04-30,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,107.12
FY2026-Board-Approved,2026-04-30,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-2541134.45
FY2026-Board-Approved,2026-04-30,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-54508.50
FY2026-Board-Approved,2026-04-30,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-15703.84
FY2026-Board-Approved,2026-04-30,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-62438.50
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9000,Ending ARR,Memo - ARR,31959865.48
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9010,New Logo ARR,Memo - ARR,390000.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9020,Expansion ARR,Memo - ARR,318500.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9030,Reactivation ARR,Memo - ARR,13000.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9040,Contraction ARR,Memo - ARR,-59500.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9050,Churn ARR,Memo - ARR,-199500.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9100,New Logos Added,Memo - Statistical,19.00
FY2026-Board-Approved,2026-04-30,CC-9000,Corporate,9200,Ending Headcount,Memo - Statistical,203.80
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,74545.96
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,15281.92
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,11525.86
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,6853.91
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,4198.36
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,5236.33
FY2026-Board-Approved,2026-05-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,431.25
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,93916.11
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,19252.81
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,22003.91
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,13084.73
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4226.46
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5583.94
FY2026-Board-Approved,2026-05-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,488.34
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,71781.36
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,14715.18
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,18860.50
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,11215.49
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2939.93
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4296.77
FY2026-Board-Approved,2026-05-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,384.79
FY2026-Board-Approved,2026-05-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,44868.94
FY2026-Board-Approved,2026-05-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,9198.13
FY2026-Board-Approved,2026-05-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,1950.18
FY2026-Board-Approved,2026-05-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,2890.49
FY2026-Board-Approved,2026-05-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,240.09
FY2026-Board-Approved,2026-05-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,64704.33
FY2026-Board-Approved,2026-05-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,13264.39
FY2026-Board-Approved,2026-05-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,2505.80
FY2026-Board-Approved,2026-05-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,3395.26
FY2026-Board-Approved,2026-05-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,39778.13
FY2026-Board-Approved,2026-05-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,8154.52
FY2026-Board-Approved,2026-05-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1540.86
FY2026-Board-Approved,2026-05-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2348.05
FY2026-Board-Approved,2026-05-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,17571.81
FY2026-Board-Approved,2026-05-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3602.22
FY2026-Board-Approved,2026-05-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,797.31
FY2026-Board-Approved,2026-05-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1192.81
FY2026-Board-Approved,2026-05-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,99.06
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,98693.78
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,9434.56
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,22166.31
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,17606.22
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,206009.03
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,89489.93
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,3304.13
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,3182.54
FY2026-Board-Approved,2026-05-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,508.73
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,72917.63
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,6746.36
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,16331.12
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,51329.91
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,2941.32
FY2026-Board-Approved,2026-05-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2619.63
FY2026-Board-Approved,2026-05-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,195356.59
FY2026-Board-Approved,2026-05-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,18681.04
FY2026-Board-Approved,2026-05-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,43877.71
FY2026-Board-Approved,2026-05-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,3512.90
FY2026-Board-Approved,2026-05-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,2943.07
FY2026-Board-Approved,2026-05-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1208.04
FY2026-Board-Approved,2026-05-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,67862.59
FY2026-Board-Approved,2026-05-31,CC-2000,Support,6010,Bonus,Subscription COGS,6895.95
FY2026-Board-Approved,2026-05-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,15325.50
FY2026-Board-Approved,2026-05-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,1087.74
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,148984.20
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,887.01
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,12636.76
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,70036.70
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,7055.12
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,15803.82
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,18567.45
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,1036.69
FY2026-Board-Approved,2026-05-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,164.13
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,4431.02
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,43571.63
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,6010,Bonus,Services COGS,3864.73
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,9724.45
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,1068.63
FY2026-Board-Approved,2026-05-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,2228.39
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,372774.56
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6010,Bonus,Research & Development,35555.26
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,83707.61
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,27620.02
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,11722.97
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2338.18
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1870.28
FY2026-Board-Approved,2026-05-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,1151.51
FY2026-Board-Approved,2026-05-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,50255.00
FY2026-Board-Approved,2026-05-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,4020.40
FY2026-Board-Approved,2026-05-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,11126.45
FY2026-Board-Approved,2026-05-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,9618.07
FY2026-Board-Approved,2026-05-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1739.95
FY2026-Board-Approved,2026-05-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,146363.11
FY2026-Board-Approved,2026-05-31,CC-3100,Product & Design,6010,Bonus,Research & Development,12938.71
FY2026-Board-Approved,2026-05-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,32656.88
FY2026-Board-Approved,2026-05-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,11766.16
FY2026-Board-Approved,2026-05-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,4764.20
