month_end_date,cost_center,department,account_code,account_name,account_category,actual_amount
2024-08-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,8975.31
2024-08-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,2668.22
2024-08-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,3806.29
2024-08-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5697.62
2024-08-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,505.96
2024-08-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,56308.33
2024-08-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,11543.21
2024-08-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,7693.12
2024-08-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,2287.04
2024-08-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2202.26
2024-08-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3152.08
2024-08-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,270.49
2024-08-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,65541.67
2024-08-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,13436.04
2024-08-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2855.53
2024-08-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3348.39
2024-08-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,310.75
2024-08-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,38041.67
2024-08-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,7798.54
2024-08-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1437.35
2024-08-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2288.38
2024-08-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2024-08-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2024-08-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1425.92
2024-08-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,1895.96
2024-08-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,16366.67
2024-08-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3355.17
2024-08-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,742.70
2024-08-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1020.71
2024-08-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,90.13
2024-08-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,46833.33
2024-08-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,4671.83
2024-08-31,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,10558.56
2024-08-31,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,14967.49
2024-08-31,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,153849.31
2024-08-31,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,58313.73
2024-08-31,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,1837.26
2024-08-31,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,1265.89
2024-08-31,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,222.21
2024-08-31,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,94591.67
2024-08-31,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,8417.67
2024-08-31,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,21116.91
2024-08-31,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,36852.10
2024-08-31,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,3630.55
2024-08-31,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2967.08
2024-08-31,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,69123.33
2024-08-31,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,103685.00
2024-08-31,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,6667.13
2024-08-31,CC-1200,Customer Success,6010,Bonus,Subscription COGS,10000.70
2024-08-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,15537.05
2024-08-31,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,23305.57
2024-08-31,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1227.39
2024-08-31,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,1841.08
2024-08-31,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,906.84
2024-08-31,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,1360.26
2024-08-31,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1040.84
2024-08-31,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,55033.33
2024-08-31,CC-2000,Support,6010,Bonus,Subscription COGS,5769.00
2024-08-31,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,12464.48
2024-08-31,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,839.76
2024-08-31,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,120120.42
2024-08-31,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,666.64
2024-08-31,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,8801.88
2024-08-31,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,51925.00
2024-08-31,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,4575.00
2024-08-31,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,11582.50
2024-08-31,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,14707.01
2024-08-31,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,835.23
2024-08-31,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,119.25
2024-08-31,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,2649.59
2024-08-31,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,29441.67
2024-08-31,CC-2100,Professional Services,6010,Bonus,Services COGS,2708.33
2024-08-31,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,6590.75
2024-08-31,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,713.42
2024-08-31,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,1406.34
2024-08-31,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,327325.00
2024-08-31,CC-3000,Engineering,6010,Bonus,Research & Development,32106.08
2024-08-31,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,73683.37
2024-08-31,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,22223.26
2024-08-31,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,9364.16
2024-08-31,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2048.44
2024-08-31,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1525.85
2024-08-31,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,976.22
2024-08-31,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,35200.00
2024-08-31,CC-3010,Quality & Release,6010,Bonus,Research & Development,2816.00
2024-08-31,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,7793.28
2024-08-31,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,7839.04
2024-08-31,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1314.85
2024-08-31,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,120850.00
2024-08-31,CC-3100,Product & Design,6010,Bonus,Research & Development,10807.67
2024-08-31,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,26989.82
2024-08-31,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,10050.33
2024-08-31,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,3684.47
2024-08-31,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,1020.98
2024-08-31,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,48766.67
2024-08-31,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4352.33
2024-08-31,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,10889.40
2024-08-31,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1096.14
2024-08-31,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,588.66
2024-08-31,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,34295.11
2024-08-31,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2024-08-31,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,127.42
2024-08-31,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,48875.00
2024-08-31,CC-4010,People Operations,6010,Bonus,General & Administrative,4980.42
2024-08-31,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,11040.36
2024-08-31,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,689.35
2024-08-31,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,15217.21
2024-08-31,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,139.61
2024-08-31,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,11300.00
2024-08-31,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,904.00
2024-08-31,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2501.82
2024-08-31,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,391.68
2024-08-31,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,192.22
2024-08-31,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,18594.28
2024-08-31,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,19116.18
2024-08-31,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,40958.33
2024-08-31,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,4880.08
2024-08-31,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,9396.88
2024-08-31,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,6321.41
2024-08-31,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,514.25
2024-08-31,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,32154.70
2024-08-31,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,71.83
2024-08-31,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-1766443.14
2024-08-31,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-48793.56
2024-08-31,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-9958.25
2024-08-31,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-50781.31
2024-09-30,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,68533.33
2024-09-30,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,14049.33
2024-09-30,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,3531.64
2024-09-30,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,1538.81
2024-09-30,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,3334.40
2024-09-30,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4242.48
2024-09-30,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,394.49
2024-09-30,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,92941.67
2024-09-30,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,19053.04
2024-09-30,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,6742.23
2024-09-30,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,2937.72
2024-09-30,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4318.00
2024-09-30,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5888.20
2024-09-30,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,503.78
2024-09-30,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,78400.00
2024-09-30,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,16072.00
2024-09-30,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,5779.05
2024-09-30,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,2518.05
2024-09-30,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2942.97
2024-09-30,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,4082.03
2024-09-30,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,352.66
2024-09-30,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,65541.67
2024-09-30,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,13436.04
2024-09-30,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2530.64
2024-09-30,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3621.96
2024-09-30,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,329.79
2024-09-30,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,38041.67
2024-09-30,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,7798.54
2024-09-30,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1506.09
2024-09-30,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,2132.19
2024-09-30,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2024-09-30,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2024-09-30,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1489.68
2024-09-30,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2078.22
2024-09-30,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,16366.67
2024-09-30,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3355.17
2024-09-30,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,725.15
2024-09-30,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1025.77
2024-09-30,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,81.23
2024-09-30,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,46833.33
2024-09-30,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,4671.83
2024-09-30,CC-1100,Demand Generation,6020,Payroll Taxes & Benefits,Sales & Marketing,10558.56
2024-09-30,CC-1100,Demand Generation,6050,Contractor & Temp Labor,Sales & Marketing,16413.47
2024-09-30,CC-1100,Demand Generation,6100,Demand Generation,Sales & Marketing,190320.59
2024-09-30,CC-1100,Demand Generation,6110,Events & Field Marketing,Sales & Marketing,66144.05
2024-09-30,CC-1100,Demand Generation,6200,Software & Subscriptions,Sales & Marketing,1593.03
2024-09-30,CC-1100,Demand Generation,6300,Travel & Entertainment,Sales & Marketing,1306.30
2024-09-30,CC-1100,Demand Generation,6450,Training & Enablement,Sales & Marketing,232.63
2024-09-30,CC-1110,Product Marketing,6000,Salaries & Wages,Sales & Marketing,94591.67
2024-09-30,CC-1110,Product Marketing,6010,Bonus,Sales & Marketing,8417.67
2024-09-30,CC-1110,Product Marketing,6020,Payroll Taxes & Benefits,Sales & Marketing,21116.91
2024-09-30,CC-1110,Product Marketing,6120,Brand & Content,Sales & Marketing,48954.53
2024-09-30,CC-1110,Product Marketing,6200,Software & Subscriptions,Sales & Marketing,3539.64
2024-09-30,CC-1110,Product Marketing,6300,Travel & Entertainment,Sales & Marketing,2987.04
2024-09-30,CC-1200,Customer Success,6000,Salaries & Wages,Sales & Marketing,67910.00
2024-09-30,CC-1200,Customer Success,6000,Salaries & Wages,Subscription COGS,101865.00
2024-09-30,CC-1200,Customer Success,6010,Bonus,Sales & Marketing,6570.07
2024-09-30,CC-1200,Customer Success,6010,Bonus,Subscription COGS,9855.10
2024-09-30,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Sales & Marketing,15268.41
2024-09-30,CC-1200,Customer Success,6020,Payroll Taxes & Benefits,Subscription COGS,22902.62
2024-09-30,CC-1200,Customer Success,6200,Software & Subscriptions,Sales & Marketing,1329.40
2024-09-30,CC-1200,Customer Success,6200,Software & Subscriptions,Subscription COGS,1994.10
2024-09-30,CC-1200,Customer Success,6300,Travel & Entertainment,Sales & Marketing,961.94
2024-09-30,CC-1200,Customer Success,6300,Travel & Entertainment,Subscription COGS,1442.91
2024-09-30,CC-2000,Support,5010,Third-Party Data & APIs,Subscription COGS,1158.80
2024-09-30,CC-2000,Support,6000,Salaries & Wages,Subscription COGS,55033.33
2024-09-30,CC-2000,Support,6010,Bonus,Subscription COGS,5769.00
2024-09-30,CC-2000,Support,6020,Payroll Taxes & Benefits,Subscription COGS,12464.48
2024-09-30,CC-2000,Support,6200,Software & Subscriptions,Subscription COGS,767.18
2024-09-30,CC-2010,Cloud Operations,5000,Cloud Hosting,Subscription COGS,126116.58
2024-09-30,CC-2010,Cloud Operations,5010,Third-Party Data & APIs,Subscription COGS,701.06
2024-09-30,CC-2010,Cloud Operations,5020,Payment Processing Fees,Subscription COGS,8425.17
2024-09-30,CC-2010,Cloud Operations,6000,Salaries & Wages,Subscription COGS,51925.00
2024-09-30,CC-2010,Cloud Operations,6010,Bonus,Subscription COGS,4575.00
2024-09-30,CC-2010,Cloud Operations,6020,Payroll Taxes & Benefits,Subscription COGS,11582.50
2024-09-30,CC-2010,Cloud Operations,6050,Contractor & Temp Labor,Subscription COGS,15280.10
2024-09-30,CC-2010,Cloud Operations,6200,Software & Subscriptions,Subscription COGS,806.26
2024-09-30,CC-2010,Cloud Operations,6900,Other Operating Expense,Subscription COGS,132.93
2024-09-30,CC-2100,Professional Services,5030,Services Subcontractors,Services COGS,2642.50
2024-09-30,CC-2100,Professional Services,6000,Salaries & Wages,Services COGS,29441.67
2024-09-30,CC-2100,Professional Services,6010,Bonus,Services COGS,2708.33
2024-09-30,CC-2100,Professional Services,6020,Payroll Taxes & Benefits,Services COGS,6590.75
2024-09-30,CC-2100,Professional Services,6200,Software & Subscriptions,Services COGS,647.38
2024-09-30,CC-2100,Professional Services,6300,Travel & Entertainment,Services COGS,1394.44
2024-09-30,CC-3000,Engineering,6000,Salaries & Wages,Research & Development,338366.67
2024-09-30,CC-3000,Engineering,6010,Bonus,Research & Development,32989.42
2024-09-30,CC-3000,Engineering,6020,Payroll Taxes & Benefits,Research & Development,76128.00
2024-09-30,CC-3000,Engineering,6050,Contractor & Temp Labor,Research & Development,23236.64
2024-09-30,CC-3000,Engineering,6200,Software & Subscriptions,Research & Development,11384.86
2024-09-30,CC-3000,Engineering,6300,Travel & Entertainment,Research & Development,2032.74
2024-09-30,CC-3000,Engineering,6450,Training & Enablement,Research & Development,1606.19
2024-09-30,CC-3000,Engineering,6900,Other Operating Expense,Research & Development,874.25
2024-09-30,CC-3010,Quality & Release,6000,Salaries & Wages,Research & Development,40500.00
2024-09-30,CC-3010,Quality & Release,6010,Bonus,Research & Development,3240.00
2024-09-30,CC-3010,Quality & Release,6020,Payroll Taxes & Benefits,Research & Development,8966.70
2024-09-30,CC-3010,Quality & Release,6050,Contractor & Temp Labor,Research & Development,7658.46
2024-09-30,CC-3010,Quality & Release,6200,Software & Subscriptions,Research & Development,1466.58
2024-09-30,CC-3100,Product & Design,6000,Salaries & Wages,Research & Development,120850.00
2024-09-30,CC-3100,Product & Design,6010,Bonus,Research & Development,10807.67
2024-09-30,CC-3100,Product & Design,6020,Payroll Taxes & Benefits,Research & Development,26989.82
2024-09-30,CC-3100,Product & Design,6050,Contractor & Temp Labor,Research & Development,9547.52
2024-09-30,CC-3100,Product & Design,6200,Software & Subscriptions,Research & Development,3617.32
2024-09-30,CC-3100,Product & Design,6300,Travel & Entertainment,Research & Development,926.40
2024-09-30,CC-4000,Finance & Accounting,6000,Salaries & Wages,General & Administrative,48766.67
2024-09-30,CC-4000,Finance & Accounting,6010,Bonus,General & Administrative,4352.33
2024-09-30,CC-4000,Finance & Accounting,6020,Payroll Taxes & Benefits,General & Administrative,10889.40
2024-09-30,CC-4000,Finance & Accounting,6200,Software & Subscriptions,General & Administrative,1141.82
2024-09-30,CC-4000,Finance & Accounting,6300,Travel & Entertainment,General & Administrative,583.02
2024-09-30,CC-4000,Finance & Accounting,6400,Professional Fees,General & Administrative,54668.44
2024-09-30,CC-4000,Finance & Accounting,6440,Depreciation & Amortisation,General & Administrative,21113.28
2024-09-30,CC-4000,Finance & Accounting,6900,Other Operating Expense,General & Administrative,150.08
2024-09-30,CC-4010,People Operations,6000,Salaries & Wages,General & Administrative,48875.00
2024-09-30,CC-4010,People Operations,6010,Bonus,General & Administrative,4980.42
2024-09-30,CC-4010,People Operations,6020,Payroll Taxes & Benefits,General & Administrative,11040.36
2024-09-30,CC-4010,People Operations,6200,Software & Subscriptions,General & Administrative,725.87
2024-09-30,CC-4010,People Operations,6410,Recruiting Fees,General & Administrative,45829.35
2024-09-30,CC-4010,People Operations,6450,Training & Enablement,General & Administrative,151.67
2024-09-30,CC-4020,Legal & Corporate,6000,Salaries & Wages,General & Administrative,11300.00
2024-09-30,CC-4020,Legal & Corporate,6010,Bonus,General & Administrative,904.00
2024-09-30,CC-4020,Legal & Corporate,6020,Payroll Taxes & Benefits,General & Administrative,2501.82
2024-09-30,CC-4020,Legal & Corporate,6200,Software & Subscriptions,General & Administrative,340.59
2024-09-30,CC-4020,Legal & Corporate,6300,Travel & Entertainment,General & Administrative,194.28
2024-09-30,CC-4020,Legal & Corporate,6400,Professional Fees,General & Administrative,25838.90
2024-09-30,CC-4020,Legal & Corporate,6430,Insurance,General & Administrative,19295.71
2024-09-30,CC-4030,IT & Corporate Systems,6000,Salaries & Wages,General & Administrative,40958.33
2024-09-30,CC-4030,IT & Corporate Systems,6010,Bonus,General & Administrative,4880.08
2024-09-30,CC-4030,IT & Corporate Systems,6020,Payroll Taxes & Benefits,General & Administrative,9396.88
2024-09-30,CC-4030,IT & Corporate Systems,6050,Contractor & Temp Labor,General & Administrative,5522.71
2024-09-30,CC-4030,IT & Corporate Systems,6200,Software & Subscriptions,General & Administrative,535.09
2024-09-30,CC-4030,IT & Corporate Systems,6420,Facilities & Rent,General & Administrative,34068.32
2024-09-30,CC-4030,IT & Corporate Systems,6900,Other Operating Expense,General & Administrative,71.69
2024-09-30,CC-9000,Revenue,4000,Subscription Revenue,Subscription Revenue,-1794367.04
2024-09-30,CC-9000,Revenue,4010,Usage Revenue Above Commitment,Subscription Revenue,-38490.00
2024-09-30,CC-9000,Revenue,4100,Professional Services Revenue,Services Revenue,-9279.41
2024-09-30,CC-9000,Revenue,4110,Implementation Fee Revenue,Services Revenue,-49152.60
2024-10-31,CC-1000,Sales - SMB,6000,Salaries & Wages,Sales & Marketing,60333.33
2024-10-31,CC-1000,Sales - SMB,6020,Payroll Taxes & Benefits,Sales & Marketing,12368.33
2024-10-31,CC-1000,Sales - SMB,6030,Sales Commissions,Sales & Marketing,3395.39
2024-10-31,CC-1000,Sales - SMB,6040,Commission Amortisation,Sales & Marketing,1674.53
2024-10-31,CC-1000,Sales - SMB,6200,Software & Subscriptions,Sales & Marketing,2987.40
2024-10-31,CC-1000,Sales - SMB,6300,Travel & Entertainment,Sales & Marketing,4139.73
2024-10-31,CC-1000,Sales - SMB,6450,Training & Enablement,Sales & Marketing,345.32
2024-10-31,CC-1010,Sales - Mid-Market,6000,Salaries & Wages,Sales & Marketing,92941.67
2024-10-31,CC-1010,Sales - Mid-Market,6020,Payroll Taxes & Benefits,Sales & Marketing,19053.04
2024-10-31,CC-1010,Sales - Mid-Market,6030,Sales Commissions,Sales & Marketing,6482.11
2024-10-31,CC-1010,Sales - Mid-Market,6040,Commission Amortisation,Sales & Marketing,3196.83
2024-10-31,CC-1010,Sales - Mid-Market,6200,Software & Subscriptions,Sales & Marketing,4157.82
2024-10-31,CC-1010,Sales - Mid-Market,6300,Travel & Entertainment,Sales & Marketing,5386.01
2024-10-31,CC-1010,Sales - Mid-Market,6450,Training & Enablement,Sales & Marketing,516.61
2024-10-31,CC-1020,Sales - Enterprise,6000,Salaries & Wages,Sales & Marketing,58216.67
2024-10-31,CC-1020,Sales - Enterprise,6020,Payroll Taxes & Benefits,Sales & Marketing,11934.42
2024-10-31,CC-1020,Sales - Enterprise,6030,Sales Commissions,Sales & Marketing,5556.10
2024-10-31,CC-1020,Sales - Enterprise,6040,Commission Amortisation,Sales & Marketing,2740.14
2024-10-31,CC-1020,Sales - Enterprise,6200,Software & Subscriptions,Sales & Marketing,2248.04
2024-10-31,CC-1020,Sales - Enterprise,6300,Travel & Entertainment,Sales & Marketing,3190.74
2024-10-31,CC-1020,Sales - Enterprise,6450,Training & Enablement,Sales & Marketing,274.92
2024-10-31,CC-1030,Sales Development,6000,Salaries & Wages,Sales & Marketing,65541.67
2024-10-31,CC-1030,Sales Development,6020,Payroll Taxes & Benefits,Sales & Marketing,13436.04
2024-10-31,CC-1030,Sales Development,6200,Software & Subscriptions,Sales & Marketing,2564.37
2024-10-31,CC-1030,Sales Development,6300,Travel & Entertainment,Sales & Marketing,3578.74
2024-10-31,CC-1030,Sales Development,6450,Training & Enablement,Sales & Marketing,333.35
2024-10-31,CC-1040,Sales Operations,6000,Salaries & Wages,Sales & Marketing,38041.67
2024-10-31,CC-1040,Sales Operations,6020,Payroll Taxes & Benefits,Sales & Marketing,7798.54
2024-10-31,CC-1040,Sales Operations,6200,Software & Subscriptions,Sales & Marketing,1411.94
2024-10-31,CC-1040,Sales Operations,6300,Travel & Entertainment,Sales & Marketing,1944.19
2024-10-31,CC-1050,Solutions Engineering,6000,Salaries & Wages,Sales & Marketing,37050.00
2024-10-31,CC-1050,Solutions Engineering,6020,Payroll Taxes & Benefits,Sales & Marketing,7595.25
2024-10-31,CC-1050,Solutions Engineering,6200,Software & Subscriptions,Sales & Marketing,1585.69
2024-10-31,CC-1050,Solutions Engineering,6300,Travel & Entertainment,Sales & Marketing,2175.75
2024-10-31,CC-1060,Sales Leadership,6000,Salaries & Wages,Sales & Marketing,16366.67
2024-10-31,CC-1060,Sales Leadership,6020,Payroll Taxes & Benefits,Sales & Marketing,3355.17
2024-10-31,CC-1060,Sales Leadership,6200,Software & Subscriptions,Sales & Marketing,746.29
2024-10-31,CC-1060,Sales Leadership,6300,Travel & Entertainment,Sales & Marketing,1086.38
2024-10-31,CC-1060,Sales Leadership,6450,Training & Enablement,Sales & Marketing,95.60
2024-10-31,CC-1100,Demand Generation,6000,Salaries & Wages,Sales & Marketing,53941.67
2024-10-31,CC-1100,Demand Generation,6010,Bonus,Sales & Marketing,5240.50
